date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,85.61,1724,1688,1785,85.01,86.44,1724 [1688 - 1785],85.61% [85.01% - 86.44%],1004,897,1152,projected
01-16-2021,86.64,1991,1903,2096,84.92,88.74,1991 [1903 - 2096],86.64% [84.92% - 88.74%],1189,881,1564,projected
01-23-2021,87.83,2386,2270,2555,85.49,91.24,2386 [2270 - 2555],87.83% [85.49% - 91.24%],1401,983,2011,projected
01-30-2021,88.87,2709,2555,2965,85.58,94.12,2709 [2555 - 2965],88.87% [85.58% - 94.12%],1587,999,2528,projected
02-06-2021,89.72,2987,2793,3344,85.54,97.18,2987 [2793 - 3344],89.72% [85.54% - 97.18%],1739,991,3075,projected
02-13-2021,90.15,3153,2936,3603,85.37,99.71,3153 [2936 - 3603],90.15% [85.37% - 99.71%],1817,961,3528,projected
02-20-2021,90.28,3222,2978,3751,85.09,101.22,3222 [2978 - 3751],90.28% [85.09% - 101.22%],1840,911,3798,projected
