date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,111.27,,,,,,,,5597,,,actual
01-23-2021,85.08,3065,3005,3136,84.47,85.82,3065 [3005 - 3136],85.08% [84.47% - 85.82%],909,800,1042,projected
01-30-2021,85.21,3244,3126,3390,84.21,86.43,3244 [3126 - 3390],85.21% [84.21% - 86.43%],933,753,1150,projected
02-06-2021,85.29,3291,3131,3516,83.54,87.69,3291 [3131 - 3516],85.29% [83.54% - 87.69%],947,634,1377,projected
02-13-2021,85.29,3265,3073,3561,83.46,87.82,3265 [3073 - 3561],85.29% [83.46% - 87.82%],946,620,1399,projected
02-20-2021,85.08,3032,2827,3368,82.94,88.42,3032 [2827 - 3368],85.08% [82.94% - 88.42%],909,527,1507,projected
02-27-2021,84.57,2638,2426,2986,82.3,88.32,2638 [2426 - 2986],84.57% [82.3% - 88.32%],818,412,1489,projected
03-06-2021,83.84,2172,1978,2510,81.66,87.59,2172 [1978 - 2510],83.84% [81.66% - 87.59%],688,298,1359,projected
