date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,84.57,264,248,280,83.96,85.15,264 [248 - 280],84.57% [83.96% - 85.15%],818,708,922,projected
05-29-2021,83.41,210,195,225,82.61,84.13,210 [195 - 225],83.41% [82.61% - 84.13%],611,467,740,projected
06-05-2021,82.55,186,170,202,81.69,83.43,186 [170 - 202],82.55% [81.69% - 83.43%],457,303,614,projected
06-12-2021,82.15,148,132,168,81.14,83.13,148 [132 - 168],82.15% [81.14% - 83.13%],384,204,560,projected
06-19-2021,81.82,124,109,149,80.72,82.98,124 [109 - 149],81.82% [80.72% - 82.98%],325,129,533,projected
06-26-2021,81.55,112,99,138,80.41,82.93,112 [99 - 138],81.55% [80.41% - 82.93%],277,74,525,projected
07-03-2021,81.39,103,91,131,80.28,83.07,103 [91 - 131],81.39% [80.28% - 83.07%],248,50,550,projected
