date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.37,264,249,280,81.07,81.59,264 [249 - 280],81.37% [81.07% - 81.59%],246,191,284,projected
05-29-2021,80.97,209,194,224,80.68,81.27,209 [194 - 224],80.97% [80.68% - 81.27%],174,121,227,projected
06-05-2021,80.78,185,169,200,80.46,81.12,185 [169 - 200],80.78% [80.46% - 81.12%],140,83,200,projected
06-12-2021,80.7,138,123,158,80.31,81.05,138 [123 - 158],80.7% [80.31% - 81.05%],125,56,188,projected
06-19-2021,80.5,109,95,129,80.16,80.96,109 [95 - 129],80.5% [80.16% - 80.96%],90,28,171,projected
06-26-2021,80.42,74,62,93,80.07,80.82,74 [62 - 93],80.42% [80.07% - 80.82%],76,13,146,projected
07-03-2021,80.26,45,39,64,80.06,80.7,45 [39 - 64],80.26% [80.06% - 80.7%],46,11,125,projected
