date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,81.79,374,357,387,81.62,81.98,374 [357 - 387],81.79% [81.62% - 81.98%],320,290,355,projected
05-22-2021,81.37,264,248,280,81.06,81.59,264 [248 - 280],81.37% [81.06% - 81.59%],245,189,284,projected
05-29-2021,80.97,210,195,225,80.67,81.27,210 [195 - 225],80.97% [80.67% - 81.27%],174,120,227,projected
06-05-2021,80.79,186,170,202,80.46,81.13,186 [170 - 202],80.79% [80.46% - 81.13%],141,83,202,projected
06-12-2021,80.7,148,132,168,80.32,81.08,148 [132 - 168],80.7% [80.32% - 81.08%],125,58,194,projected
06-19-2021,80.57,124,109,149,80.18,81.03,124 [109 - 149],80.57% [80.18% - 81.03%],102,32,184,projected
06-26-2021,80.52,112,99,138,80.09,81.08,112 [99 - 138],80.52% [80.09% - 81.08%],93,17,193,projected
