date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,84.77,374,358,387,84.35,85.18,374 [358 - 387],84.77% [84.35% - 85.18%],853,778,927,projected
05-22-2021,83.78,264,249,280,83.22,84.29,264 [249 - 280],83.78% [83.22% - 84.29%],676,577,768,projected
05-29-2021,82.79,209,194,224,82.07,83.43,209 [194 - 224],82.79% [82.07% - 83.43%],499,370,614,projected
06-05-2021,82.12,185,169,200,81.36,82.86,185 [169 - 200],82.12% [81.36% - 82.86%],379,243,511,projected
06-12-2021,81.78,138,123,158,80.91,82.6,138 [123 - 158],81.78% [80.91% - 82.6%],318,163,465,projected
06-19-2021,81.44,109,95,129,80.55,82.4,109 [95 - 129],81.44% [80.55% - 82.4%],258,99,430,projected
06-26-2021,81.1,74,62,93,80.28,82.14,74 [62 - 93],81.1% [80.28% - 82.14%],197,51,383,projected
