HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,81.7,140,126,184,80.43,85.03,140 [126 - 184],81.7% [80.43% - 85.03%],05-12-2020
2,AL- DOTHAN,80.0,0,0,1,80.0,80.53,0 [0 - 1],80.0% [80.0% - 80.53%],05-12-2020
5,AL- HUNTSVILLE,81.1,14,14,23,80.37,83.62,14 [14 - 23],81.1% [80.37% - 83.62%],05-12-2020
6,AL- MOBILE,81.66,42,39,52,80.7,83.75,42 [39 - 52],81.66% [80.7% - 83.75%],05-12-2020
7,AL- MONTGOMERY,80.97,14,13,20,80.39,83.56,14 [13 - 20],80.97% [80.39% - 83.56%],05-12-2020
9,AL- TUSCALOOSA,81.46,14,14,18,80.7,84.11,14 [14 - 18],81.46% [80.7% - 84.11%],05-12-2020
11,AZ- MESA,87.27,140,127,168,82.98,95.91,140 [127 - 168],87.27% [82.98% - 95.91%],05-12-2020
12,AZ- PHOENIX,84.64,348,316,419,81.87,90.24,348 [316 - 419],84.64% [81.87% - 90.24%],05-12-2020
14,AZ- SUN CITY,83.02,21,20,26,81.23,86.54,21 [20 - 26],83.02% [81.23% - 86.54%],05-12-2020
15,AZ- TUCSON,83.57,87,79,106,81.11,88.12,87 [79 - 106],83.57% [81.11% - 88.12%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
19,AR- LITTLE ROCK,80.39,19,16,30,80.1,81.56,19 [16 - 30],80.39% [80.1% - 81.56%],05-12-2020
21,AR- SPRINGDALE,80.0,0,0,1,80.0,81.14,0 [0 - 1],80.0% [80.0% - 81.14%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,80.61,0 [0 - 0],80.0% [80.0% - 80.61%],05-12-2020
23,CA- ORANGE CO.,82.94,224,203,285,81.03,88.01,224 [203 - 285],82.94% [81.03% - 88.01%],05-12-2020
25,CA- BAKERSFIELD,81.03,32,29,43,80.3,82.93,32 [29 - 43],81.03% [80.3% - 82.93%],05-12-2020
31,CA- CHICO,80.92,0,0,4,80.0,84.53,0 [0 - 4],80.92% [80.0% - 84.53%],05-12-2020
33,CA- CONTRA COSTA CO.,88.59,168,152,211,83.1,102.87,168 [152 - 211],88.59% [83.1% - 102.87%],05-12-2020
43,CA- FRESNO,81.91,42,38,54,80.53,85.34,42 [38 - 54],81.91% [80.53% - 85.34%],05-12-2020
56,CA- LOS ANGELES,82.63,652,590,832,80.94,87.29,652 [590 - 832],82.63% [80.94% - 87.29%],05-12-2020
58,CA- MODESTO,84.27,70,64,93,81.51,92.45,70 [64 - 93],84.27% [81.51% - 92.45%],05-12-2020
62,CA- NAPA,84.96,28,25,35,80.86,92.89,28 [25 - 35],84.96% [80.86% - 92.89%],05-12-2020
65,CA- ALAMEDA CO.,87.66,257,234,322,82.75,100.33,257 [234 - 322],87.66% [82.75% - 100.33%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,81.96,18,17,23,80.66,85.41,18 [17 - 23],81.96% [80.66% - 85.41%],05-12-2020
73,CA- REDDING,82.24,21,19,28,80.46,86.75,21 [19 - 28],82.24% [80.46% - 86.75%],05-12-2020
77,CA- SACRAMENTO,85.81,275,249,351,81.9,95.91,275 [249 - 351],85.81% [81.9% - 95.91%],05-12-2020
78,CA- SALINAS,85.24,35,32,47,81.51,94.25,35 [32 - 47],85.24% [81.51% - 94.25%],05-12-2020
79,CA- SAN BERNARDINO,83.32,187,170,242,81.18,89.2,187 [170 - 242],83.32% [81.18% - 89.2%],05-12-2020
80,CA- SAN DIEGO,84.53,315,285,403,81.55,92.51,315 [285 - 403],84.53% [81.55% - 92.51%],05-12-2020
81,CA- SAN FRANCISCO,84.5,225,204,282,81.62,91.99,225 [204 - 282],84.5% [81.62% - 91.99%],05-12-2020
82,CA- SAN JOSE,89.84,296,269,370,83.57,105.97,296 [269 - 370],89.84% [83.57% - 105.97%],05-12-2020
83,CA- SAN LUIS OBISPO,85.08,21,19,27,81.1,92.94,21 [19 - 27],85.08% [81.1% - 92.94%],05-12-2020
85,CA- SAN MATEO CO.,85.37,139,127,175,81.97,94.06,139 [127 - 175],85.37% [81.97% - 94.06%],05-12-2020
86,CA- SANTA BARBARA,83.39,28,25,37,81.14,88.7,28 [25 - 37],83.39% [81.14% - 88.7%],05-12-2020
87,CA- SANTA CRUZ,90.8,35,32,45,83.34,108.69,35 [32 - 45],90.8% [83.34% - 108.69%],05-12-2020
89,CA- SANTA ROSA,83.59,61,56,79,81.29,89.56,61 [56 - 79],83.59% [81.29% - 89.56%],05-12-2020
91,CA- STOCKTON,86.72,70,64,89,82.26,98.44,70 [64 - 89],86.72% [82.26% - 98.44%],05-12-2020
96,CA- VENTURA,83.72,56,51,72,81.21,90.04,56 [51 - 72],83.72% [81.21% - 90.04%],05-12-2020
101,CO- BOULDER,88.19,35,32,41,82.32,95.79,35 [32 - 41],88.19% [82.32% - 95.79%],05-12-2020
102,CO- COLORADO SPRINGS,85.92,56,51,67,81.74,92.85,56 [51 - 67],85.92% [81.74% - 92.85%],05-12-2020
103,CO- DENVER,87.34,347,311,404,82.22,94.95,347 [311 - 404],87.34% [82.22% - 94.95%],05-12-2020
104,CO- FORT COLLINS,83.92,21,20,26,81.41,88.92,21 [20 - 26],83.92% [81.41% - 88.92%],05-12-2020
105,CO- GRAND JUNCTION,86.54,47,42,55,81.39,92.63,47 [42 - 55],86.54% [81.39% - 92.63%],05-12-2020
106,CO- GREELEY,84.53,29,26,35,81.29,89.52,29 [26 - 35],84.53% [81.29% - 89.52%],05-12-2020
107,CO- PUEBLO,81.17,7,6,8,80.0,82.26,7 [6 - 8],81.17% [80.0% - 82.26%],05-12-2020
109,CT- BRIDGEPORT,91.61,194,179,237,85.37,108.97,194 [179 - 237],91.61% [85.37% - 108.97%],05-12-2020
110,CT- HARTFORD,85.47,174,156,228,81.63,96.25,174 [156 - 228],85.47% [81.63% - 96.25%],05-12-2020
111,CT- NEW HAVEN,86.94,265,243,337,83.19,99.91,265 [243 - 337],86.94% [83.19% - 99.91%],05-12-2020
112,DE- WILMINGTON,84.4,80,74,94,82.04,89.4,80 [74 - 94],84.4% [82.04% - 89.4%],05-12-2020
113,DC- WASHINGTON,95.17,828,759,929,87.34,107.04,828 [759 - 929],95.17% [87.34% - 107.04%],05-12-2020
115,FL- BRADENTON,80.97,0,0,3,80.28,83.81,0 [0 - 3],80.97% [80.28% - 83.81%],05-12-2020
116,FL- CLEARWATER,80.77,7,7,11,80.24,82.5,7 [7 - 11],80.77% [80.24% - 82.5%],05-12-2020
118,FL- FORT LAUDERDALE,81.29,109,99,145,80.47,84.06,109 [99 - 145],81.29% [80.47% - 84.06%],05-12-2020
119,FL- FORT MYERS,81.17,41,38,53,80.42,83.19,41 [38 - 53],81.17% [80.42% - 83.19%],05-12-2020
120,FL- GAINESVILLE,80.44,7,7,11,80.0,82.12,7 [7 - 11],80.44% [80.0% - 82.12%],05-12-2020
122,FL- HUDSON,81.19,14,13,16,80.24,82.64,14 [13 - 16],81.19% [80.24% - 82.64%],05-12-2020
123,FL- JACKSONVILLE,80.81,36,32,48,80.14,82.34,36 [32 - 48],80.81% [80.14% - 82.34%],05-12-2020
124,FL- LAKELAND,80.94,7,7,10,80.37,82.81,7 [7 - 10],80.94% [80.37% - 82.81%],05-12-2020
127,FL- MIAMI,81.22,130,118,175,80.46,84.03,130 [118 - 175],81.22% [80.46% - 84.03%],05-12-2020
129,FL- OCALA,80.55,7,6,10,80.0,82.49,7 [6 - 10],80.55% [80.0% - 82.49%],05-12-2020
130,FL- ORLANDO,80.74,75,69,103,80.32,82.55,75 [69 - 103],80.74% [80.32% - 82.55%],05-12-2020
131,FL- ORMOND BEACH,80.46,5,5,9,80.24,81.75,5 [5 - 9],80.46% [80.24% - 81.75%],05-12-2020
133,FL- PANAMA CITY,80.0,0,0,1,80.0,81.05,0 [0 - 1],80.0% [80.0% - 81.05%],05-12-2020
134,FL- PENSACOLA,80.66,14,12,18,80.0,81.96,14 [12 - 18],80.66% [80.0% - 81.96%],05-12-2020
137,FL- SARASOTA,80.58,7,7,11,80.35,82.42,7 [7 - 11],80.58% [80.35% - 82.42%],05-12-2020
139,FL- ST PETERSBURG,80.64,7,7,10,80.19,82.13,7 [7 - 10],80.64% [80.19% - 82.13%],05-12-2020
140,FL- TALLAHASSEE,81.05,28,24,40,80.0,83.41,28 [24 - 40],81.05% [80.0% - 83.41%],05-12-2020
141,FL- TAMPA,80.93,38,35,50,80.42,82.82,38 [35 - 50],80.93% [80.42% - 82.82%],05-12-2020
142,GA- ALBANY,85.51,56,50,65,80.75,91.01,56 [50 - 65],85.51% [80.75% - 91.01%],05-12-2020
144,GA- ATLANTA,86.76,808,733,1007,82.45,97.35,808 [733 - 1007],86.76% [82.45% - 97.35%],05-12-2020
145,GA- AUGUSTA,80.92,21,19,26,80.24,82.4,21 [19 - 26],80.92% [80.24% - 82.4%],05-12-2020
146,GA- COLUMBUS,82.19,21,20,26,80.79,84.53,21 [20 - 26],82.19% [80.79% - 84.53%],05-12-2020
147,GA- MACON,80.78,14,12,29,80.0,84.87,14 [12 - 29],80.78% [80.0% - 84.87%],05-12-2020
148,GA- ROME,85.08,35,32,46,81.37,95.16,35 [32 - 46],85.08% [81.37% - 95.16%],05-12-2020
149,GA- SAVANNAH,80.93,14,14,25,80.63,84.18,14 [14 - 25],80.93% [80.63% - 84.18%],05-12-2020
151,ID- BOISE,80.49,7,7,11,80.24,81.93,7 [7 - 11],80.49% [80.24% - 81.93%],05-12-2020
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
154,IL- AURORA,99.14,97,88,115,87.21,120.23,97 [88 - 115],99.14% [87.21% - 120.23%],05-12-2020
155,IL- BLUE ISLAND,89.34,233,212,274,83.82,99.52,233 [212 - 274],89.34% [83.82% - 99.52%],05-12-2020
156,IL- CHICAGO,89.24,787,716,924,83.8,99.31,787 [716 - 924],89.24% [83.8% - 99.31%],05-12-2020
158,IL- ELGIN,101.35,228,208,269,88.75,124.84,228 [208 - 269],101.35% [88.75% - 124.84%],05-12-2020
161,IL- EVANSTON,93.07,312,284,367,85.42,107.28,312 [284 - 367],93.07% [85.42% - 107.28%],05-12-2020
163,IL- HINSDALE,93.76,147,134,174,85.55,108.91,147 [134 - 174],93.76% [85.55% - 108.91%],05-12-2020
164,IL- JOLIET,95.43,201,184,239,86.41,112.96,201 [184 - 239],95.43% [86.41% - 112.96%],05-12-2020
166,IL- MELROSE PARK,93.5,413,376,486,85.49,108.31,413 [376 - 486],93.5% [85.49% - 108.31%],05-12-2020
170,IL- PEORIA,83.01,54,49,67,80.91,86.89,54 [49 - 67],83.01% [80.91% - 86.89%],05-12-2020
171,IL- ROCKFORD,88.7,129,118,154,83.92,99.07,129 [118 - 154],88.7% [83.92% - 99.07%],05-12-2020
172,IL- SPRINGFIELD,81.22,30,26,44,80.24,84.52,30 [26 - 44],81.22% [80.24% - 84.52%],05-12-2020
173,IL- URBANA,82.64,25,22,30,80.58,84.91,25 [22 - 30],82.64% [80.58% - 84.91%],05-12-2020
175,IL- BLOOMINGTON,88.99,21,19,26,82.25,99.85,21 [19 - 26],88.99% [82.25% - 99.85%],05-12-2020
179,IN- EVANSVILLE,81.06,21,18,21,80.0,81.03,21 [18 - 21],81.06% [80.0% - 81.03%],05-12-2020
180,IN- FORT WAYNE,81.95,42,40,50,80.95,84.11,42 [40 - 50],81.95% [80.95% - 84.11%],05-12-2020
