date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,15,14,16
09-28-2020,14,13,15
09-29-2020,14,12,15
09-30-2020,14,12,14
10-01-2020,13,11,14
10-02-2020,11,10,12
10-03-2020,13,13,15
10-04-2020,15,13,16
10-05-2020,12,11,14
10-06-2020,12,11,13
10-07-2020,17,15,17
10-08-2020,16,14,16
10-09-2020,19,16,19
10-10-2020,17,13,17
10-11-2020,16,14,18
10-12-2020,17,13,17
10-13-2020,17,13,17
10-14-2020,17,13,17
10-15-2020,16,12,17
10-16-2020,16,12,17
10-17-2020,15,12,18
10-18-2020,15,12,18
10-19-2020,14,12,19
10-20-2020,14,12,19
10-21-2020,14,11,19
10-22-2020,13,11,20
10-23-2020,14,11,20
10-24-2020,15,11,26
10-25-2020,15,10,26
10-26-2020,18,10,29
10-27-2020,18,10,30
10-28-2020,18,11,34
10-29-2020,20,11,36
10-30-2020,22,12,39
10-31-2020,22,12,40
11-01-2020,24,14,42
11-02-2020,26,14,44
11-03-2020,26,14,48
11-04-2020,26,14,53
11-05-2020,27,14,54
11-06-2020,27,14,57
11-07-2020,29,15,61
11-08-2020,30,15,65
11-09-2020,30,16,69
11-10-2020,31,16,73
11-11-2020,31,16,76
11-12-2020,33,17,81
11-13-2020,35,18,87
11-14-2020,36,17,90
11-15-2020,35,17,95
11-16-2020,37,17,97
11-17-2020,38,17,99
11-18-2020,37,16,104
11-19-2020,37,15,107
11-20-2020,38,15,111
11-21-2020,37,15,113
11-22-2020,37,15,116
11-23-2020,38,16,119
11-24-2020,38,17,122
11-25-2020,38,17,125
11-26-2020,38,17,128
11-27-2020,37,17,129
11-28-2020,36,16,131
