date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,12,11,12
08-31-2020,13,13,13
09-01-2020,11,11,12
09-02-2020,12,11,12
09-03-2020,11,11,12
09-04-2020,13,12,13
09-05-2020,15,14,16
09-06-2020,13,13,14
09-07-2020,15,15,15
09-08-2020,14,14,15
09-09-2020,14,14,14
09-10-2020,15,15,15
09-11-2020,16,16,16
09-12-2020,13,13,13
09-13-2020,12,12,12
09-14-2020,10,10,10
09-15-2020,10,10,10
09-16-2020,12,11,12
09-17-2020,10,10,10
09-18-2020,11,11,11
09-19-2020,12,10,12
09-20-2020,13,13,13
09-21-2020,13,13,13
09-22-2020,14,13,14
09-23-2020,14,13,15
09-24-2020,14,14,14
09-25-2020,14,14,14
09-26-2020,15,14,16
09-27-2020,16,15,17
09-28-2020,16,14,17
09-29-2020,16,15,17
09-30-2020,16,16,17
10-01-2020,19,19,19
10-02-2020,18,18,19
10-03-2020,20,20,20
10-04-2020,19,18,19
10-05-2020,19,19,20
10-06-2020,21,21,21
10-07-2020,23,21,25
10-08-2020,24,23,27
10-09-2020,26,23,29
10-10-2020,27,24,32
10-11-2020,31,24,37
10-12-2020,30,25,39
10-13-2020,31,26,43
10-14-2020,33,27,47
10-15-2020,38,28,51
10-16-2020,40,29,57
10-17-2020,43,31,63
10-18-2020,46,30,69
10-19-2020,49,35,76
10-20-2020,52,36,82
10-21-2020,54,37,90
10-22-2020,57,38,95
10-23-2020,57,40,101
10-24-2020,60,42,106
