date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,8,7,8
08-31-2020,8,7,10
09-01-2020,9,9,9
09-02-2020,9,9,9
09-03-2020,10,10,10
09-04-2020,10,10,10
09-05-2020,10,10,10
09-06-2020,12,12,12
09-07-2020,12,12,12
09-08-2020,13,13,13
09-09-2020,13,13,13
09-10-2020,13,13,14
09-11-2020,12,12,13
09-12-2020,13,13,14
09-13-2020,13,13,15
09-14-2020,14,13,16
09-15-2020,15,14,18
09-16-2020,16,15,20
09-17-2020,17,15,21
09-18-2020,18,15,22
09-19-2020,18,15,25
09-20-2020,19,15,25
09-21-2020,20,14,27
09-22-2020,21,14,28
09-23-2020,21,15,29
09-24-2020,21,14,30
09-25-2020,21,14,32
09-26-2020,22,13,33
09-27-2020,22,13,34
09-28-2020,22,14,36
09-29-2020,22,13,38
09-30-2020,23,14,38
10-01-2020,22,13,40
10-02-2020,22,13,40
10-03-2020,21,13,45
10-04-2020,22,14,46
10-05-2020,24,13,49
10-06-2020,24,13,48
10-07-2020,24,13,52
10-08-2020,24,12,53
10-09-2020,24,13,55
10-10-2020,24,13,55
10-11-2020,25,14,56
10-12-2020,24,14,55
10-13-2020,25,14,55
10-14-2020,25,14,56
10-15-2020,25,15,56
10-16-2020,26,16,56
10-17-2020,25,17,57
10-18-2020,26,16,58
10-19-2020,27,16,59
10-20-2020,27,16,59
10-21-2020,27,16,60
10-22-2020,28,16,60
10-23-2020,28,15,61
10-24-2020,28,15,63
10-25-2020,27,15,63
10-26-2020,27,15,64
10-27-2020,27,13,64
10-28-2020,27,13,64
10-29-2020,27,13,66
10-30-2020,27,12,67
10-31-2020,27,12,68
