date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,88.95,970,918,1041,86.84,92.1,970 [918 - 1041],88.95% [86.84% - 92.1%],1601,1224,2165,projected
04-17-2021,89.74,1050,984,1161,86.41,95.19,1050 [984 - 1161],89.74% [86.41% - 95.19%],1744,1148,2719,projected
04-24-2021,90.26,1089,1014,1256,85.97,98.68,1089 [1014 - 1256],90.26% [85.97% - 98.68%],1837,1068,3343,projected
05-01-2021,90.82,1156,1066,1371,85.65,102.64,1156 [1066 - 1371],90.82% [85.65% - 102.64%],1937,1012,4052,projected
05-08-2021,91.64,1253,1142,1529,85.37,106.91,1253 [1142 - 1529],91.64% [85.37% - 106.91%],2083,962,4816,projected
05-15-2021,92.61,1360,1226,1721,84.99,112.34,1360 [1226 - 1721],92.61% [84.99% - 112.34%],2257,893,5788,projected
05-22-2021,94.19,1557,1388,2035,84.74,120.07,1557 [1388 - 2035],94.19% [84.74% - 120.07%],2540,849,7172,projected
