date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,92.15,1722,1667,1776,90.77,93.48,1722 [1667 - 1776],92.15% [90.77% - 93.48%],2174,1928,2413,projected
01-02-2021,92.62,1751,1681,1855,89.82,96.3,1751 [1681 - 1855],92.62% [89.82% - 96.3%],2259,1757,2917,projected
01-09-2021,92.7,1779,1682,1892,88.61,97.66,1779 [1682 - 1892],92.7% [88.61% - 97.66%],2273,1541,3160,projected
01-16-2021,92.89,1791,1676,1948,87.71,99.57,1791 [1676 - 1948],92.89% [87.71% - 99.57%],2307,1380,3503,projected
01-23-2021,92.98,1814,1685,2017,87.02,101.44,1814 [1685 - 2017],92.98% [87.02% - 101.44%],2324,1256,3837,projected
01-30-2021,92.98,1773,1633,2012,86.8,102.05,1773 [1633 - 2012],92.98% [86.8% - 102.05%],2324,1217,3946,projected
02-06-2021,92.74,1707,1559,1982,86.0,103.98,1707 [1559 - 1982],92.74% [86.0% - 103.98%],2281,1073,4292,projected
