date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.67,264,248,280,81.32,81.94,264 [248 - 280],81.67% [81.32% - 81.94%],299,236,347,projected
05-29-2021,81.2,210,195,225,80.84,81.55,210 [195 - 225],81.2% [80.84% - 81.55%],215,150,278,projected
06-05-2021,80.97,186,170,202,80.57,81.35,186 [170 - 202],80.97% [80.57% - 81.35%],173,102,242,projected
06-12-2021,80.84,148,132,168,80.39,81.31,148 [132 - 168],80.84% [80.39% - 81.31%],151,69,234,projected
06-19-2021,80.69,124,109,149,80.22,81.24,124 [109 - 149],80.69% [80.22% - 81.24%],123,39,222,projected
06-26-2021,80.63,112,99,138,80.12,81.27,112 [99 - 138],80.63% [80.12% - 81.27%],112,21,228,projected
07-03-2021,80.57,103,91,131,80.12,81.36,103 [91 - 131],80.57% [80.12% - 81.36%],102,21,243,projected
