date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,71,3,163
06-15-2020,72,3,166
06-16-2020,73,3,168
06-17-2020,75,3,171
06-18-2020,77,3,174
06-19-2020,78,3,175
06-20-2020,80,3,180
06-21-2020,81,3,182
06-22-2020,82,3,184
06-23-2020,82,3,185
06-24-2020,84,3,186
06-25-2020,85,3,188
06-26-2020,87,3,189
06-27-2020,88,3,190
06-28-2020,89,3,192
06-29-2020,90,3,193
06-30-2020,91,3,193
07-01-2020,93,3,194
07-02-2020,93,3,195
07-03-2020,94,3,195
07-04-2020,94,3,195
07-05-2020,95,3,195
07-06-2020,97,3,195
07-07-2020,98,3,194
07-08-2020,99,3,194
07-09-2020,99,3,193
07-10-2020,100,3,191
07-11-2020,100,3,190
07-12-2020,101,3,188
07-13-2020,102,3,188
07-14-2020,103,3,188
07-15-2020,103,3,186
07-16-2020,104,3,185
07-17-2020,104,3,183
07-18-2020,105,3,180
07-19-2020,105,3,178
07-20-2020,105,3,176
07-21-2020,106,3,173
07-22-2020,106,3,171
07-23-2020,106,3,169
07-24-2020,106,3,166
07-25-2020,106,3,162
07-26-2020,106,3,161
07-27-2020,106,3,158
07-28-2020,106,3,156
07-29-2020,106,3,152
07-30-2020,106,3,150
07-31-2020,106,3,148
08-01-2020,106,3,145
08-02-2020,106,3,144
08-03-2020,106,3,142
08-04-2020,106,3,139
08-05-2020,105,3,137
08-06-2020,105,3,136
08-07-2020,105,3,132
08-08-2020,104,3,132
