date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,10,0,26
06-15-2020,9,0,26
06-16-2020,9,0,26
06-17-2020,9,0,25
06-18-2020,8,0,25
06-19-2020,8,0,25
06-20-2020,8,0,24
06-21-2020,7,0,23
06-22-2020,7,0,21
06-23-2020,7,0,20
06-24-2020,7,0,18
06-25-2020,7,0,17
06-26-2020,7,0,17
06-27-2020,6,0,16
06-28-2020,6,0,16
06-29-2020,5,0,16
06-30-2020,4,0,14
07-01-2020,4,0,14
07-02-2020,3,0,13
07-03-2020,3,0,13
07-04-2020,2,0,13
07-05-2020,2,0,13
07-06-2020,2,0,13
07-07-2020,2,0,12
07-08-2020,2,0,12
07-09-2020,2,0,11
07-10-2020,2,0,11
07-11-2020,1,0,10
07-12-2020,1,0,10
07-13-2020,1,0,8
07-14-2020,1,0,8
07-15-2020,1,0,7
07-16-2020,1,0,7
07-17-2020,1,0,7
07-18-2020,1,0,7
07-19-2020,1,0,7
07-20-2020,1,0,7
07-21-2020,1,0,7
07-22-2020,1,0,6
07-23-2020,0,0,6
07-24-2020,0,0,6
07-25-2020,0,0,5
07-26-2020,0,0,5
07-27-2020,0,0,5
07-28-2020,0,0,4
07-29-2020,0,0,4
07-30-2020,0,0,3
07-31-2020,0,0,3
08-01-2020,0,0,3
08-02-2020,0,0,3
08-03-2020,0,0,3
08-04-2020,0,0,3
08-05-2020,0,0,3
08-06-2020,0,0,3
08-07-2020,0,0,3
08-08-2020,0,0,3
