date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,47,1,109
06-22-2020,46,1,105
06-23-2020,43,1,101
06-24-2020,41,1,96
06-25-2020,40,1,92
06-26-2020,38,1,90
06-27-2020,38,1,88
06-28-2020,36,1,84
06-29-2020,35,1,80
06-30-2020,33,1,77
07-01-2020,32,1,75
07-02-2020,31,1,72
07-03-2020,31,1,71
07-04-2020,29,0,67
07-05-2020,28,0,63
07-06-2020,27,0,60
07-07-2020,25,0,57
07-08-2020,24,0,54
07-09-2020,24,0,53
07-10-2020,24,0,50
07-11-2020,23,0,48
07-12-2020,22,0,47
07-13-2020,22,0,47
07-14-2020,20,0,44
07-15-2020,19,0,42
07-16-2020,19,0,41
07-17-2020,19,0,40
07-18-2020,17,0,38
07-19-2020,17,0,36
07-20-2020,16,0,35
07-21-2020,16,0,34
07-22-2020,15,0,32
07-23-2020,14,0,31
07-24-2020,13,0,28
07-25-2020,13,0,28
07-26-2020,12,0,27
07-27-2020,12,0,26
07-28-2020,12,0,24
07-29-2020,12,0,24
07-30-2020,11,0,24
07-31-2020,11,0,22
08-01-2020,10,0,22
08-02-2020,10,0,22
08-03-2020,9,0,20
08-04-2020,9,0,20
08-05-2020,9,0,19
08-06-2020,8,0,17
08-07-2020,7,0,17
08-08-2020,6,0,16
08-09-2020,6,0,15
08-10-2020,6,0,15
08-11-2020,6,0,14
08-12-2020,6,0,14
08-13-2020,6,0,14
08-14-2020,6,0,13
08-15-2020,6,0,13
