date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,90.98,2727,2643,2796,89.72,92.37,2727 [2643 - 2796],90.98% [89.72% - 92.37%],1965,1740,2214,projected
01-16-2021,91.02,2696,2582,2838,89.44,92.67,2696 [2582 - 2838],91.02% [89.44% - 92.67%],1973,1689,2267,projected
01-23-2021,90.55,2526,2401,2679,87.64,94.1,2526 [2401 - 2679],90.55% [87.64% - 94.1%],1888,1368,2523,projected
01-30-2021,89.99,2419,2277,2614,86.73,94.04,2419 [2277 - 2614],89.99% [86.73% - 94.04%],1788,1204,2512,projected
02-06-2021,89.51,2272,2118,2508,85.74,94.79,2272 [2118 - 2508],89.51% [85.74% - 94.79%],1702,1027,2647,projected
02-13-2021,88.92,2149,1984,2404,84.72,95.27,2149 [1984 - 2404],88.92% [84.72% - 95.27%],1597,845,2733,projected
02-20-2021,88.39,1984,1810,2258,83.91,95.43,1984 [1810 - 2258],88.39% [83.91% - 95.43%],1502,699,2762,projected
