date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
11-21-2020,86.48,,,,,,,,1159,,,actual
11-28-2020,94.47,,,,,,,,2590,,,actual
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,92.62,1378,1339,1403,91.83,93.27,1378 [1339 - 1403],92.62% [91.83% - 93.27%],2258,2117,2375,projected
12-19-2020,93.27,1376,1326,1441,91.19,95.48,1376 [1326 - 1441],93.27% [91.19% - 95.48%],2375,2002,2771,projected
12-26-2020,93.22,1333,1268,1407,90.73,95.85,1333 [1268 - 1407],93.22% [90.73% - 95.85%],2366,1921,2837,projected
01-02-2021,92.82,1337,1255,1438,89.31,96.87,1337 [1255 - 1438],92.82% [89.31% - 96.87%],2295,1667,3019,projected
01-09-2021,92.72,1308,1219,1432,88.14,98.24,1308 [1219 - 1432],92.72% [88.14% - 98.24%],2277,1457,3264,projected
01-16-2021,92.58,1283,1181,1432,87.06,99.86,1283 [1181 - 1432],92.58% [87.06% - 99.86%],2252,1263,3555,projected
01-23-2021,92.34,1249,1142,1418,86.07,101.23,1249 [1142 - 1418],92.34% [86.07% - 101.23%],2208,1087,3799,projected
