HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,120,114,126,04-17-2020
2,AL- DOTHAN,86,84,79,88,04-17-2020
5,AL- HUNTSVILLE,85,96,91,100,04-17-2020
6,AL- MOBILE,83,96,91,100,04-17-2020
7,AL- MONTGOMERY,84,72,68,75,04-17-2020
9,AL- TUSCALOOSA,88,84,79,88,04-17-2020
11,AZ- MESA,84,84,79,88,04-17-2020
12,AZ- PHOENIX,80,72,68,75,04-17-2020
14,AZ- SUN CITY,84,36,34,37,04-17-2020
15,AZ- TUCSON,84,120,114,126,04-17-2020
16,AR- FORT SMITH,83,48,45,50,04-17-2020
18,AR- JONESBORO,91,108,102,113,04-17-2020
19,AR- LITTLE ROCK,80,24,22,25,04-17-2020
21,AR- SPRINGDALE,90,108,102,113,04-17-2020
22,AR- TEXARKANA,82,24,22,25,04-17-2020
23,CA- ORANGE CO.,81,96,91,100,04-17-2020
25,CA- BAKERSFIELD,81,60,57,63,04-17-2020
31,CA- CHICO,85,36,34,37,04-17-2020
33,CA- CONTRA COSTA CO.,85,108,102,113,04-17-2020
43,CA- FRESNO,82,60,57,63,04-17-2020
56,CA- LOS ANGELES,80,120,114,126,04-17-2020
58,CA- MODESTO,80,12,11,12,04-17-2020
62,CA- NAPA,82,12,11,12,04-17-2020
65,CA- ALAMEDA CO.,82,72,68,75,04-17-2020
69,CA- PALM SPR/RANCHO MIR.,85,60,57,63,04-17-2020
73,CA- REDDING,84,48,45,50,04-17-2020
77,CA- SACRAMENTO,81,84,79,88,04-17-2020
78,CA- SALINAS,95,120,114,126,04-17-2020
79,CA- SAN BERNARDINO,81,108,102,113,04-17-2020
80,CA- SAN DIEGO,81,120,114,126,04-17-2020
81,CA- SAN FRANCISCO,81,72,68,75,04-17-2020
82,CA- SAN JOSE,82,72,68,75,04-17-2020
83,CA- SAN LUIS OBISPO,101,96,91,100,04-17-2020
85,CA- SAN MATEO CO.,84,120,114,126,04-17-2020
86,CA- SANTA BARBARA,92,120,114,126,04-17-2020
87,CA- SANTA CRUZ,96,60,57,63,04-17-2020
89,CA- SANTA ROSA,84,84,79,88,04-17-2020
91,CA- STOCKTON,81,12,11,12,04-17-2020
96,CA- VENTURA,83,48,45,50,04-17-2020
101,CO- BOULDER,97,84,79,88,04-17-2020
102,CO- COLORADO SPRINGS,81,12,11,12,04-17-2020
103,CO- DENVER,80,12,11,12,04-17-2020
104,CO- FORT COLLINS,98,120,114,126,04-17-2020
105,CO- GRAND JUNCTION,81,12,11,12,04-17-2020
106,CO- GREELEY,92,96,91,100,04-17-2020
107,CO- PUEBLO,81,12,11,12,04-17-2020
109,CT- BRIDGEPORT,82,48,45,50,04-17-2020
110,CT- HARTFORD,81,60,57,63,04-17-2020
111,CT- NEW HAVEN,80,24,22,25,04-17-2020
112,DE- WILMINGTON,85,108,102,113,04-17-2020
113,DC- WASHINGTON,81,96,91,100,04-17-2020
115,FL- BRADENTON,93,96,91,100,04-17-2020
116,FL- CLEARWATER,87,120,114,126,04-17-2020
118,FL- FORT LAUDERDALE,80,24,22,25,04-17-2020
119,FL- FORT MYERS,82,108,102,113,04-17-2020
120,FL- GAINESVILLE,81,24,22,25,04-17-2020
122,FL- HUDSON,85,72,68,75,04-17-2020
123,FL- JACKSONVILLE,81,84,79,88,04-17-2020
124,FL- LAKELAND,91,120,114,126,04-17-2020
127,FL- MIAMI,80,96,91,100,04-17-2020
129,FL- OCALA,86,84,79,88,04-17-2020
130,FL- ORLANDO,80,96,91,100,04-17-2020
131,FL- ORMOND BEACH,80,12,11,12,04-17-2020
133,FL- PANAMA CITY,94,96,91,100,04-17-2020
134,FL- PENSACOLA,83,84,79,88,04-17-2020
137,FL- SARASOTA,86,96,91,100,04-17-2020
139,FL- ST PETERSBURG,87,120,114,126,04-17-2020
140,FL- TALLAHASSEE,84,108,102,113,04-17-2020
141,FL- TAMPA,80,36,34,37,04-17-2020
142,GA- ALBANY,81,12,11,12,04-17-2020
144,GA- ATLANTA,80,48,45,50,04-17-2020
