HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,80,76,84,04-15-2020
2,AL- DOTHAN,82,32,30,33,04-15-2020
5,AL- HUNTSVILLE,82,40,38,42,04-15-2020
6,AL- MOBILE,81,48,45,50,04-15-2020
7,AL- MONTGOMERY,84,64,60,67,04-15-2020
9,AL- TUSCALOOSA,84,48,45,50,04-15-2020
11,AZ- MESA,84,80,76,84,04-15-2020
12,AZ- PHOENIX,81,80,76,84,04-15-2020
14,AZ- SUN CITY,86,56,53,58,04-15-2020
15,AZ- TUCSON,80,24,22,25,04-15-2020
16,AR- FORT SMITH,81,16,15,16,04-15-2020
18,AR- JONESBORO,80,8,7,8,04-15-2020
19,AR- LITTLE ROCK,80,24,22,25,04-15-2020
21,AR- SPRINGDALE,87,80,76,84,04-15-2020
22,AR- TEXARKANA,81,16,15,16,04-15-2020
23,CA- ORANGE CO.,80,40,38,42,04-15-2020
25,CA- BAKERSFIELD,80,8,7,8,04-15-2020
31,CA- CHICO,81,8,7,8,04-15-2020
33,CA- CONTRA COSTA CO.,81,24,22,25,04-15-2020
43,CA- FRESNO,82,48,45,50,04-15-2020
56,CA- LOS ANGELES,80,24,22,25,04-15-2020
58,CA- MODESTO,84,72,68,75,04-15-2020
62,CA- NAPA,93,80,76,84,04-15-2020
65,CA- ALAMEDA CO.,82,72,68,75,04-15-2020
69,CA- PALM SPR/RANCHO MIR.,83,40,38,42,04-15-2020
73,CA- REDDING,84,48,45,50,04-15-2020
77,CA- SACRAMENTO,80,40,38,42,04-15-2020
78,CA- SALINAS,82,16,15,16,04-15-2020
79,CA- SAN BERNARDINO,80,48,45,50,04-15-2020
80,CA- SAN DIEGO,80,40,38,42,04-15-2020
81,CA- SAN FRANCISCO,80,24,22,25,04-15-2020
82,CA- SAN JOSE,81,56,53,58,04-15-2020
83,CA- SAN LUIS OBISPO,92,56,53,58,04-15-2020
85,CA- SAN MATEO CO.,82,64,60,67,04-15-2020
86,CA- SANTA BARBARA,83,32,30,33,04-15-2020
87,CA- SANTA CRUZ,84,16,15,16,04-15-2020
89,CA- SANTA ROSA,83,56,53,58,04-15-2020
91,CA- STOCKTON,84,48,45,50,04-15-2020
96,CA- VENTURA,85,80,76,84,04-15-2020
101,CO- BOULDER,93,64,60,67,04-15-2020
102,CO- COLORADO SPRINGS,87,80,76,84,04-15-2020
103,CO- DENVER,80,32,30,33,04-15-2020
104,CO- FORT COLLINS,83,24,22,25,04-15-2020
105,CO- GRAND JUNCTION,83,24,22,25,04-15-2020
106,CO- GREELEY,82,16,15,16,04-15-2020
107,CO- PUEBLO,84,32,30,33,04-15-2020
109,CT- BRIDGEPORT,81,24,22,25,04-15-2020
110,CT- HARTFORD,81,64,60,67,04-15-2020
111,CT- NEW HAVEN,81,56,53,58,04-15-2020
112,DE- WILMINGTON,83,72,68,75,04-15-2020
113,DC- WASHINGTON,81,80,76,84,04-15-2020
115,FL- BRADENTON,84,32,30,33,04-15-2020
116,FL- CLEARWATER,84,72,68,75,04-15-2020
118,FL- FORT LAUDERDALE,80,48,45,50,04-15-2020
119,FL- FORT MYERS,80,16,15,16,04-15-2020
120,FL- GAINESVILLE,82,48,45,50,04-15-2020
122,FL- HUDSON,81,16,15,16,04-15-2020
123,FL- JACKSONVILLE,80,8,7,8,04-15-2020
124,FL- LAKELAND,86,72,68,75,04-15-2020
127,FL- MIAMI,80,48,45,50,04-15-2020
129,FL- OCALA,84,64,60,67,04-15-2020
130,FL- ORLANDO,80,56,53,58,04-15-2020
131,FL- ORMOND BEACH,80,16,15,16,04-15-2020
133,FL- PANAMA CITY,88,56,53,58,04-15-2020
134,FL- PENSACOLA,83,72,68,75,04-15-2020
137,FL- SARASOTA,82,32,30,33,04-15-2020
139,FL- ST PETERSBURG,83,48,45,50,04-15-2020
140,FL- TALLAHASSEE,81,32,30,33,04-15-2020
141,FL- TAMPA,81,56,53,58,04-15-2020
142,GA- ALBANY,82,24,22,25,04-15-2020
144,GA- ATLANTA,80,32,30,33,04-15-2020
145,GA- AUGUSTA,80,16,15,16,04-15-2020
146,GA- COLUMBUS,82,32,30,33,04-15-2020
147,GA- MACON,83,80,76,84,04-15-2020
148,GA- ROME,88,64,60,67,04-15-2020
149,GA- SAVANNAH,81,24,22,25,04-15-2020
151,ID- BOISE,81,32,30,33,04-15-2020
152,ID- IDAHO FALLS,83,16,15,16,04-15-2020
154,IL- AURORA,89,48,45,50,04-15-2020
155,IL- BLUE ISLAND,81,40,38,42,04-15-2020
156,IL- CHICAGO,80,8,7,8,04-15-2020
158,IL- ELGIN,82,24,22,25,04-15-2020
161,IL- EVANSTON,80,24,22,25,04-15-2020
163,IL- HINSDALE,82,24,22,25,04-15-2020
164,IL- JOLIET,83,48,45,50,04-15-2020
166,IL- MELROSE PARK,81,48,45,50,04-15-2020
170,IL- PEORIA,80,16,15,16,04-15-2020
171,IL- ROCKFORD,82,32,30,33,04-15-2020
172,IL- SPRINGFIELD,81,40,38,42,04-15-2020
173,IL- URBANA,81,16,15,16,04-15-2020
175,IL- BLOOMINGTON,82,8,7,8,04-15-2020
179,IN- EVANSVILLE,83,64,60,67,04-15-2020
180,IN- FORT WAYNE,82,56,53,58,04-15-2020
181,IN- GARY,82,40,38,42,04-15-2020
183,IN- INDIANAPOLIS,80,8,7,8,04-15-2020
184,IN- LAFAYETTE,83,24,22,25,04-15-2020
185,IN- MUNCIE,95,64,60,67,04-15-2020
186,IN- MUNSTER,82,24,22,25,04-15-2020
187,IN- SOUTH BEND,83,48,45,50,04-15-2020
188,IN- TERRE HAUTE,88,48,45,50,04-15-2020
190,IA- CEDAR RAPIDS,83,40,38,42,04-15-2020
191,IA- DAVENPORT,82,56,53,58,04-15-2020
192,IA- DES MOINES,80,8,7,8,04-15-2020
193,IA- DUBUQUE,85,32,30,33,04-15-2020
194,IA- IOWA CITY,81,24,22,25,04-15-2020
195,IA- MASON CITY,90,80,76,84,04-15-2020
196,IA- SIOUX CITY,85,64,60,67,04-15-2020
197,IA- WATERLOO,83,24,22,25,04-15-2020
200,KS- TOPEKA,84,72,68,75,04-15-2020
201,KS- WICHITA,80,48,45,50,04-15-2020
203,KY- COVINGTON,87,80,76,84,04-15-2020
204,KY- LEXINGTON,80,8,7,8,04-15-2020
205,KY- LOUISVILLE,80,24,22,25,04-15-2020
207,KY- OWENSBORO,95,72,68,75,04-15-2020
208,KY- PADUCAH,81,24,22,25,04-15-2020
209,LA- ALEXANDRIA,82,24,22,25,04-15-2020
210,LA- BATON ROUGE,81,48,45,50,04-15-2020
212,LA- HOUMA,91,80,76,84,04-15-2020
213,LA- LAFAYETTE,83,72,68,75,04-15-2020
