HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,83,260,247,273,04-24-2020
2,AL- DOTHAN,87,104,98,109,04-24-2020
5,AL- HUNTSVILLE,85,104,98,109,04-24-2020
6,AL- MOBILE,89,260,247,273,04-24-2020
7,AL- MONTGOMERY,86,104,98,109,04-24-2020
9,AL- TUSCALOOSA,82,26,24,27,04-24-2020
11,AZ- MESA,87,156,148,163,04-24-2020
12,AZ- PHOENIX,83,260,247,273,04-24-2020
14,AZ- SUN CITY,102,182,172,191,04-24-2020
15,AZ- TUCSON,88,208,197,218,04-24-2020
16,AR- FORT SMITH,88,104,98,109,04-24-2020
18,AR- JONESBORO,108,260,247,273,04-24-2020
19,AR- LITTLE ROCK,83,208,197,218,04-24-2020
21,AR- SPRINGDALE,92,130,123,136,04-24-2020
22,AR- TEXARKANA,90,104,98,109,04-24-2020
23,CA- ORANGE CO.,82,156,148,163,04-24-2020
25,CA- BAKERSFIELD,85,182,172,191,04-24-2020
31,CA- CHICO,92,78,74,81,04-24-2020
33,CA- CONTRA COSTA CO.,83,78,74,81,04-24-2020
43,CA- FRESNO,81,26,24,27,04-24-2020
56,CA- LOS ANGELES,80,156,148,163,04-24-2020
58,CA- MODESTO,86,104,98,109,04-24-2020
62,CA- NAPA,88,52,49,54,04-24-2020
65,CA- ALAMEDA CO.,83,130,123,136,04-24-2020
69,CA- PALM SPR/RANCHO MIR.,104,260,247,273,04-24-2020
73,CA- REDDING,96,182,172,191,04-24-2020
77,CA- SACRAMENTO,81,52,49,54,04-24-2020
78,CA- SALINAS,99,156,148,163,04-24-2020
79,CA- SAN BERNARDINO,84,260,247,273,04-24-2020
80,CA- SAN DIEGO,80,26,24,27,04-24-2020
81,CA- SAN FRANCISCO,81,52,49,54,04-24-2020
82,CA- SAN JOSE,88,260,247,273,04-24-2020
83,CA- SAN LUIS OBISPO,102,104,98,109,04-24-2020
85,CA- SAN MATEO CO.,88,234,222,245,04-24-2020
86,CA- SANTA BARBARA,85,52,49,54,04-24-2020
87,CA- SANTA CRUZ,108,104,98,109,04-24-2020
89,CA- SANTA ROSA,84,78,74,81,04-24-2020
91,CA- STOCKTON,97,182,172,191,04-24-2020
96,CA- VENTURA,96,260,247,273,04-24-2020
101,CO- BOULDER,101,104,98,109,04-24-2020
102,CO- COLORADO SPRINGS,92,130,123,136,04-24-2020
103,CO- DENVER,82,130,123,136,04-24-2020
104,CO- FORT COLLINS,84,26,24,27,04-24-2020
105,CO- GRAND JUNCTION,99,156,148,163,04-24-2020
106,CO- GREELEY,106,208,197,218,04-24-2020
107,CO- PUEBLO,106,208,197,218,04-24-2020
109,CT- BRIDGEPORT,89,156,148,163,04-24-2020
110,CT- HARTFORD,80,26,24,27,04-24-2020
111,CT- NEW HAVEN,81,52,49,54,04-24-2020
112,DE- WILMINGTON,93,260,247,273,04-24-2020
113,DC- WASHINGTON,84,260,247,273,04-24-2020
115,FL- BRADENTON,113,234,222,245,04-24-2020
116,FL- CLEARWATER,94,234,222,245,04-24-2020
118,FL- FORT LAUDERDALE,82,208,197,218,04-24-2020
119,FL- FORT MYERS,82,104,98,109,04-24-2020
120,FL- GAINESVILLE,92,234,222,245,04-24-2020
122,FL- HUDSON,84,52,49,54,04-24-2020
123,FL- JACKSONVILLE,84,208,197,218,04-24-2020
124,FL- LAKELAND,99,208,197,218,04-24-2020
127,FL- MIAMI,80,26,24,27,04-24-2020
129,FL- OCALA,91,156,148,163,04-24-2020
130,FL- ORLANDO,82,208,197,218,04-24-2020
131,FL- ORMOND BEACH,81,26,24,27,04-24-2020
133,FL- PANAMA CITY,99,130,123,136,04-24-2020
134,FL- PENSACOLA,86,156,148,163,04-24-2020
137,FL- SARASOTA,94,208,197,218,04-24-2020
139,FL- ST PETERSBURG,91,182,172,191,04-24-2020
140,FL- TALLAHASSEE,86,182,172,191,04-24-2020
141,FL- TAMPA,81,78,74,81,04-24-2020
142,GA- ALBANY,84,52,49,54,04-24-2020
144,GA- ATLANTA,81,182,172,191,04-24-2020
145,GA- AUGUSTA,83,78,74,81,04-24-2020
146,GA- COLUMBUS,98,234,222,245,04-24-2020
147,GA- MACON,90,234,222,245,04-24-2020
148,GA- ROME,87,52,49,54,04-24-2020
149,GA- SAVANNAH,85,104,98,109,04-24-2020
151,ID- BOISE,87,156,148,163,04-24-2020
152,ID- IDAHO FALLS,91,52,49,54,04-24-2020
154,IL- AURORA,114,182,172,191,04-24-2020
155,IL- BLUE ISLAND,81,26,24,27,04-24-2020
156,IL- CHICAGO,81,104,98,109,04-24-2020
158,IL- ELGIN,96,182,172,191,04-24-2020
161,IL- EVANSTON,83,78,74,81,04-24-2020
163,IL- HINSDALE,84,52,49,54,04-24-2020
164,IL- JOLIET,81,26,24,27,04-24-2020
166,IL- MELROSE PARK,81,52,49,54,04-24-2020
170,IL- PEORIA,92,234,222,245,04-24-2020
171,IL- ROCKFORD,86,104,98,109,04-24-2020
172,IL- SPRINGFIELD,88,208,197,218,04-24-2020
173,IL- URBANA,97,182,172,191,04-24-2020
175,IL- BLOOMINGTON,89,26,24,27,04-24-2020
179,IN- EVANSVILLE,81,26,24,27,04-24-2020
180,IN- FORT WAYNE,83,78,74,81,04-24-2020
181,IN- GARY,81,26,24,27,04-24-2020
183,IN- INDIANAPOLIS,80,52,49,54,04-24-2020
184,IN- LAFAYETTE,83,26,24,27,04-24-2020
185,IN- MUNCIE,142,260,247,273,04-24-2020
186,IN- MUNSTER,84,52,49,54,04-24-2020
187,IN- SOUTH BEND,91,182,172,191,04-24-2020
188,IN- TERRE HAUTE,89,52,49,54,04-24-2020
190,IA- CEDAR RAPIDS,98,208,197,218,04-24-2020
191,IA- DAVENPORT,88,182,172,191,04-24-2020
192,IA- DES MOINES,83,130,123,136,04-24-2020
193,IA- DUBUQUE,103,130,123,136,04-24-2020
194,IA- IOWA CITY,85,104,98,109,04-24-2020
195,IA- MASON CITY,97,130,123,136,04-24-2020
196,IA- SIOUX CITY,86,78,74,81,04-24-2020
197,IA- WATERLOO,104,156,148,163,04-24-2020
200,KS- TOPEKA,85,78,74,81,04-24-2020
201,KS- WICHITA,81,78,74,81,04-24-2020
203,KY- COVINGTON,98,208,197,218,04-24-2020
204,KY- LEXINGTON,80,52,49,54,04-24-2020
205,KY- LOUISVILLE,81,78,74,81,04-24-2020
207,KY- OWENSBORO,113,156,148,163,04-24-2020
208,KY- PADUCAH,96,260,247,273,04-24-2020
209,LA- ALEXANDRIA,98,182,172,191,04-24-2020
210,LA- BATON ROUGE,85,130,123,136,04-24-2020
212,LA- HOUMA,109,208,197,218,04-24-2020
213,LA- LAFAYETTE,92,260,247,273,04-24-2020
214,LA- LAKE CHARLES,83,26,24,27,04-24-2020
216,LA- METAIRIE,85,52,49,54,04-24-2020
217,LA- MONROE,102,208,197,218,04-24-2020
218,LA- NEW ORLEANS,81,26,24,27,04-24-2020
219,LA- SHREVEPORT,87,208,197,218,04-24-2020
220,LA- SLIDELL,110,156,148,163,04-24-2020
221,ME- BANGOR,87,78,74,81,04-24-2020
222,ME- PORTLAND,85,156,148,163,04-24-2020
223,MD- BALTIMORE,81,130,123,136,04-24-2020
225,MD- SALISBURY,99,182,172,191,04-24-2020
226,MD- TAKOMA PARK,94,182,172,191,04-24-2020
227,MA- BOSTON,82,260,247,273,04-24-2020
230,MA- SPRINGFIELD,94,234,222,245,04-24-2020
231,MA- WORCESTER,89,156,148,163,04-24-2020
232,MI- ANN ARBOR,81,52,49,54,04-24-2020
233,MI- DEARBORN,92,208,197,218,04-24-2020
234,MI- DETROIT,85,260,247,273,04-24-2020
235,MI- FLINT,87,104,98,109,04-24-2020
236,MI- GRAND RAPIDS,87,182,172,191,04-24-2020
238,MI- KALAMAZOO,90,156,148,163,04-24-2020
239,MI- LANSING,88,130,123,136,04-24-2020
240,MI- MARQUETTE,95,78,74,81,04-24-2020
242,MI- MUSKEGON,89,52,49,54,04-24-2020
243,MI- PETOSKEY,102,78,74,81,04-24-2020
244,MI- PONTIAC,82,26,24,27,04-24-2020
245,MI- ROYAL OAK,87,208,197,218,04-24-2020
246,MI- SAGINAW,82,52,49,54,04-24-2020
248,MI- ST JOSEPH,123,130,123,136,04-24-2020
249,MI- TRAVERSE CITY,85,26,24,27,04-24-2020
250,MN- DULUTH,91,130,123,136,04-24-2020
251,MN- MINNEAPOLIS,81,130,123,136,04-24-2020
253,MN- ROCHESTER,88,208,197,218,04-24-2020
254,MN- ST CLOUD,87,52,49,54,04-24-2020
256,MN- ST PAUL,85,130,123,136,04-24-2020
257,MS- GULFPORT,96,130,123,136,04-24-2020
258,MS- HATTIESBURG,90,130,123,136,04-24-2020
259,MS- JACKSON,82,104,98,109,04-24-2020
260,MS- MERIDIAN,85,52,49,54,04-24-2020
261,MS- OXFORD,92,78,74,81,04-24-2020
262,MS- TUPELO,84,78,74,81,04-24-2020
263,MO- CAPE GIRARDEAU,100,208,197,218,04-24-2020
264,MO- COLUMBIA,81,26,24,27,04-24-2020
267,MO- JOPLIN,93,130,123,136,04-24-2020
268,MO- KANSAS CITY,82,208,197,218,04-24-2020
270,MO- SPRINGFIELD,89,182,172,191,04-24-2020
273,MO- ST LOUIS,80,104,98,109,04-24-2020
274,MT- BILLINGS,83,78,74,81,04-24-2020
275,MT- GREAT FALLS,102,182,172,191,04-24-2020
276,MT- MISSOULA,95,182,172,191,04-24-2020
277,NE- LINCOLN,89,182,172,191,04-24-2020
278,NE- OMAHA,83,208,197,218,04-24-2020
279,NV- LAS VEGAS,85,234,222,245,04-24-2020
280,NV- RENO,82,52,49,54,04-24-2020
281,NH- LEBANON,106,260,247,273,04-24-2020
282,NH- MANCHESTER,89,182,172,191,04-24-2020
283,NJ- CAMDEN,81,156,148,163,04-24-2020
284,NJ- HACKENSACK,86,234,222,245,04-24-2020
285,NJ- MORRISTOWN,82,52,49,54,04-24-2020
288,NJ- NEW BRUNSWICK,86,182,172,191,04-24-2020
289,NJ- NEWARK,85,260,247,273,04-24-2020
291,NJ- PATERSON,95,182,172,191,04-24-2020
292,NJ- RIDGEWOOD,93,104,98,109,04-24-2020
293,NM- ALBUQUERQUE,80,26,24,27,04-24-2020
295,NY- ALBANY,84,234,222,245,04-24-2020
296,NY- BINGHAMTON,82,26,24,27,04-24-2020
297,NY- BRONX,85,182,172,191,04-24-2020
299,NY- BUFFALO,82,104,98,109,04-24-2020
300,NY- ELMIRA,82,26,24,27,04-24-2020
301,NY- EAST LONG ISLAND,82,234,222,245,04-24-2020
304,NY- ROCHESTER,82,78,74,81,04-24-2020
307,NY- SYRACUSE,80,26,24,27,04-24-2020
308,NY- WHITE PLAINS,83,104,98,109,04-24-2020
309,NC- ASHEVILLE,93,260,247,273,04-24-2020
311,NC- CHARLOTTE,84,260,247,273,04-24-2020
312,NC- DURHAM,82,130,123,136,04-24-2020
313,NC- GREENSBORO,84,78,74,81,04-24-2020
314,NC- GREENVILLE,85,130,123,136,04-24-2020
315,NC- HICKORY,90,78,74,81,04-24-2020
318,NC- RALEIGH,84,182,172,191,04-24-2020
319,NC- WILMINGTON,86,78,74,81,04-24-2020
