HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,744,706,781,05-16-2020
2,AL- DOTHAN,90,840,798,882,05-16-2020
5,AL- HUNTSVILLE,87,756,718,793,05-16-2020
6,AL- MOBILE,85,672,638,705,05-16-2020
7,AL- MONTGOMERY,89,744,706,781,05-16-2020
9,AL- TUSCALOOSA,94,696,661,730,05-16-2020
11,AZ- MESA,86,672,638,705,05-16-2020
12,AZ- PHOENIX,81,744,706,781,05-16-2020
14,AZ- SUN CITY,97,756,718,793,05-16-2020
15,AZ- TUCSON,85,624,592,655,05-16-2020
16,AR- FORT SMITH,91,816,775,856,05-16-2020
18,AR- JONESBORO,94,636,604,667,05-16-2020
19,AR- LITTLE ROCK,82,672,638,705,05-16-2020
21,AR- SPRINGDALE,93,636,604,667,05-16-2020
22,AR- TEXARKANA,92,564,535,592,05-16-2020
23,CA- ORANGE CO.,81,684,649,718,05-16-2020
25,CA- BAKERSFIELD,83,660,627,693,05-16-2020
31,CA- CHICO,100,720,684,756,05-16-2020
33,CA- CONTRA COSTA CO.,87,804,763,844,05-16-2020
43,CA- FRESNO,85,744,706,781,05-16-2020
56,CA- LOS ANGELES,80,828,786,869,05-16-2020
58,CA- MODESTO,86,636,604,667,05-16-2020
62,CA- NAPA,104,720,684,756,05-16-2020
65,CA- ALAMEDA CO.,84,708,672,743,05-16-2020
69,CA- PALM SPR/RANCHO MIR.,93,696,661,730,05-16-2020
73,CA- REDDING,92,660,627,693,05-16-2020
77,CA- SACRAMENTO,82,648,615,680,05-16-2020
78,CA- SALINAS,98,744,706,781,05-16-2020
79,CA- SAN BERNARDINO,82,708,672,743,05-16-2020
80,CA- SAN DIEGO,82,588,558,617,05-16-2020
81,CA- SAN FRANCISCO,82,792,752,831,05-16-2020
82,CA- SAN JOSE,84,612,581,642,05-16-2020
83,CA- SAN LUIS OBISPO,111,768,729,806,05-16-2020
85,CA- SAN MATEO CO.,85,732,695,768,05-16-2020
86,CA- SANTA BARBARA,94,732,695,768,05-16-2020
87,CA- SANTA CRUZ,120,768,729,806,05-16-2020
89,CA- SANTA ROSA,87,684,649,718,05-16-2020
91,CA- STOCKTON,93,708,672,743,05-16-2020
96,CA- VENTURA,89,672,638,705,05-16-2020
101,CO- BOULDER,107,756,718,793,05-16-2020
102,CO- COLORADO SPRINGS,93,900,855,945,05-16-2020
103,CO- DENVER,83,744,706,781,05-16-2020
104,CO- FORT COLLINS,102,756,718,793,05-16-2020
105,CO- GRAND JUNCTION,95,612,581,642,05-16-2020
106,CO- GREELEY,98,624,592,655,05-16-2020
107,CO- PUEBLO,95,672,638,705,05-16-2020
109,CT- BRIDGEPORT,87,732,695,768,05-16-2020
110,CT- HARTFORD,83,672,638,705,05-16-2020
111,CT- NEW HAVEN,83,672,638,705,05-16-2020
112,DE- WILMINGTON,86,696,661,730,05-16-2020
113,DC- WASHINGTON,82,768,729,806,05-16-2020
115,FL- BRADENTON,98,564,535,592,05-16-2020
116,FL- CLEARWATER,88,780,741,819,05-16-2020
118,FL- FORT LAUDERDALE,81,696,661,730,05-16-2020
119,FL- FORT MYERS,83,828,786,869,05-16-2020
