HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,16,15,16,04-19-2020
2,AL- DOTHAN,84,64,60,67,04-19-2020
5,AL- HUNTSVILLE,86,128,121,134,04-19-2020
6,AL- MOBILE,85,144,136,151,04-19-2020
7,AL- MONTGOMERY,84,64,60,67,04-19-2020
9,AL- TUSCALOOSA,84,48,45,50,04-19-2020
11,AZ- MESA,80,16,15,16,04-19-2020
12,AZ- PHOENIX,81,80,76,84,04-19-2020
14,AZ- SUN CITY,99,160,152,168,04-19-2020
15,AZ- TUCSON,83,80,76,84,04-19-2020
16,AR- FORT SMITH,81,16,15,16,04-19-2020
18,AR- JONESBORO,94,128,121,134,04-19-2020
19,AR- LITTLE ROCK,82,144,136,151,04-19-2020
21,AR- SPRINGDALE,86,64,60,67,04-19-2020
22,AR- TEXARKANA,89,96,91,100,04-19-2020
23,CA- ORANGE CO.,80,64,60,67,04-19-2020
25,CA- BAKERSFIELD,80,32,30,33,04-19-2020
31,CA- CHICO,92,80,76,84,04-19-2020
33,CA- CONTRA COSTA CO.,83,64,60,67,04-19-2020
43,CA- FRESNO,84,96,91,100,04-19-2020
56,CA- LOS ANGELES,80,48,45,50,04-19-2020
58,CA- MODESTO,89,160,152,168,04-19-2020
62,CA- NAPA,104,144,136,151,04-19-2020
65,CA- ALAMEDA CO.,84,144,136,151,04-19-2020
69,CA- PALM SPR/RANCHO MIR.,93,144,136,151,04-19-2020
73,CA- REDDING,91,128,121,134,04-19-2020
77,CA- SACRAMENTO,80,32,30,33,04-19-2020
78,CA- SALINAS,98,144,136,151,04-19-2020
79,CA- SAN BERNARDINO,80,16,15,16,04-19-2020
80,CA- SAN DIEGO,81,96,91,100,04-19-2020
81,CA- SAN FRANCISCO,82,112,106,117,04-19-2020
82,CA- SAN JOSE,83,112,106,117,04-19-2020
83,CA- SAN LUIS OBISPO,115,160,152,168,04-19-2020
85,CA- SAN MATEO CO.,82,80,76,84,04-19-2020
86,CA- SANTA BARBARA,84,48,45,50,04-19-2020
87,CA- SANTA CRUZ,106,96,91,100,04-19-2020
89,CA- SANTA ROSA,84,80,76,84,04-19-2020
91,CA- STOCKTON,86,64,60,67,04-19-2020
96,CA- VENTURA,84,64,60,67,04-19-2020
101,CO- BOULDER,83,16,15,16,04-19-2020
102,CO- COLORADO SPRINGS,93,144,136,151,04-19-2020
103,CO- DENVER,81,64,60,67,04-19-2020
104,CO- FORT COLLINS,105,160,152,168,04-19-2020
105,CO- GRAND JUNCTION,96,128,121,134,04-19-2020
106,CO- GREELEY,88,64,60,67,04-19-2020
107,CO- PUEBLO,98,144,136,151,04-19-2020
109,CT- BRIDGEPORT,82,48,45,50,04-19-2020
110,CT- HARTFORD,82,80,76,84,04-19-2020
111,CT- NEW HAVEN,83,128,121,134,04-19-2020
112,DE- WILMINGTON,82,48,45,50,04-19-2020
113,DC- WASHINGTON,81,64,60,67,04-19-2020
115,FL- BRADENTON,82,16,15,16,04-19-2020
116,FL- CLEARWATER,83,64,60,67,04-19-2020
118,FL- FORT LAUDERDALE,81,160,152,168,04-19-2020
119,FL- FORT MYERS,83,144,136,151,04-19-2020
120,FL- GAINESVILLE,86,128,121,134,04-19-2020
122,FL- HUDSON,85,64,60,67,04-19-2020
123,FL- JACKSONVILLE,80,48,45,50,04-19-2020
124,FL- LAKELAND,81,16,15,16,04-19-2020
127,FL- MIAMI,81,128,121,134,04-19-2020
129,FL- OCALA,83,48,45,50,04-19-2020
130,FL- ORLANDO,81,112,106,117,04-19-2020
131,FL- ORMOND BEACH,84,80,76,84,04-19-2020
133,FL- PANAMA CITY,87,48,45,50,04-19-2020
134,FL- PENSACOLA,82,64,60,67,04-19-2020
137,FL- SARASOTA,88,128,121,134,04-19-2020
139,FL- ST PETERSBURG,90,160,152,168,04-19-2020
140,FL- TALLAHASSEE,83,96,91,100,04-19-2020
141,FL- TAMPA,80,32,30,33,04-19-2020
142,GA- ALBANY,89,96,91,100,04-19-2020
144,GA- ATLANTA,80,80,76,84,04-19-2020
145,GA- AUGUSTA,81,32,30,33,04-19-2020
146,GA- COLUMBUS,90,128,121,134,04-19-2020
147,GA- MACON,85,112,106,117,04-19-2020
148,GA- ROME,99,144,136,151,04-19-2020
149,GA- SAVANNAH,83,80,76,84,04-19-2020
151,ID- BOISE,86,128,121,134,04-19-2020
152,ID- IDAHO FALLS,100,96,91,100,04-19-2020
154,IL- AURORA,101,112,106,117,04-19-2020
155,IL- BLUE ISLAND,85,144,136,151,04-19-2020
156,IL- CHICAGO,80,16,15,16,04-19-2020
158,IL- ELGIN,94,160,152,168,04-19-2020
161,IL- EVANSTON,84,112,106,117,04-19-2020
163,IL- HINSDALE,94,160,152,168,04-19-2020
164,IL- JOLIET,86,80,76,84,04-19-2020
166,IL- MELROSE PARK,80,16,15,16,04-19-2020
170,IL- PEORIA,86,112,106,117,04-19-2020
171,IL- ROCKFORD,83,48,45,50,04-19-2020
172,IL- SPRINGFIELD,86,160,152,168,04-19-2020
173,IL- URBANA,93,144,136,151,04-19-2020
175,IL- BLOOMINGTON,121,112,106,117,04-19-2020
179,IN- EVANSVILLE,83,64,60,67,04-19-2020
180,IN- FORT WAYNE,83,80,76,84,04-19-2020
181,IN- GARY,88,128,121,134,04-19-2020
183,IN- INDIANAPOLIS,81,80,76,84,04-19-2020
184,IN- LAFAYETTE,84,32,30,33,04-19-2020
185,IN- MUNCIE,118,160,152,168,04-19-2020
186,IN- MUNSTER,86,80,76,84,04-19-2020
187,IN- SOUTH BEND,85,80,76,84,04-19-2020
188,IN- TERRE HAUTE,91,64,60,67,04-19-2020
190,IA- CEDAR RAPIDS,94,160,152,168,04-19-2020
191,IA- DAVENPORT,80,16,15,16,04-19-2020
192,IA- DES MOINES,82,80,76,84,04-19-2020
193,IA- DUBUQUE,94,80,76,84,04-19-2020
194,IA- IOWA CITY,84,96,91,100,04-19-2020
195,IA- MASON CITY,88,64,60,67,04-19-2020
196,IA- SIOUX CITY,94,160,152,168,04-19-2020
197,IA- WATERLOO,92,80,76,84,04-19-2020
200,KS- TOPEKA,82,32,30,33,04-19-2020
201,KS- WICHITA,80,32,30,33,04-19-2020
203,KY- COVINGTON,84,48,45,50,04-19-2020
204,KY- LEXINGTON,80,32,30,33,04-19-2020
205,KY- LOUISVILLE,81,96,91,100,04-19-2020
207,KY- OWENSBORO,90,48,45,50,04-19-2020
208,KY- PADUCAH,86,112,106,117,04-19-2020
209,LA- ALEXANDRIA,86,64,60,67,04-19-2020
210,LA- BATON ROUGE,86,160,152,168,04-19-2020
212,LA- HOUMA,93,96,91,100,04-19-2020
213,LA- LAFAYETTE,85,112,106,117,04-19-2020
214,LA- LAKE CHARLES,87,64,60,67,04-19-2020
216,LA- METAIRIE,91,112,106,117,04-19-2020
217,LA- MONROE,93,128,121,134,04-19-2020
218,LA- NEW ORLEANS,82,64,60,67,04-19-2020
219,LA- SHREVEPORT,82,64,60,67,04-19-2020
220,LA- SLIDELL,92,64,60,67,04-19-2020
221,ME- BANGOR,88,96,91,100,04-19-2020
222,ME- PORTLAND,84,112,106,117,04-19-2020
223,MD- BALTIMORE,80,16,15,16,04-19-2020
225,MD- SALISBURY,85,48,45,50,04-19-2020
226,MD- TAKOMA PARK,88,112,106,117,04-19-2020
227,MA- BOSTON,81,160,152,168,04-19-2020
230,MA- SPRINGFIELD,86,112,106,117,04-19-2020
231,MA- WORCESTER,83,64,60,67,04-19-2020
232,MI- ANN ARBOR,81,64,60,67,04-19-2020
233,MI- DEARBORN,87,128,121,134,04-19-2020
234,MI- DETROIT,81,64,60,67,04-19-2020
235,MI- FLINT,81,16,15,16,04-19-2020
236,MI- GRAND RAPIDS,82,48,45,50,04-19-2020
238,MI- KALAMAZOO,83,48,45,50,04-19-2020
239,MI- LANSING,81,16,15,16,04-19-2020
240,MI- MARQUETTE,112,160,152,168,04-19-2020
242,MI- MUSKEGON,85,32,30,33,04-19-2020
243,MI- PETOSKEY,84,16,15,16,04-19-2020
244,MI- PONTIAC,86,80,76,84,04-19-2020
245,MI- ROYAL OAK,84,112,106,117,04-19-2020
246,MI- SAGINAW,86,128,121,134,04-19-2020
248,MI- ST JOSEPH,106,80,76,84,04-19-2020
249,MI- TRAVERSE CITY,83,16,15,16,04-19-2020
250,MN- DULUTH,91,128,121,134,04-19-2020
251,MN- MINNEAPOLIS,81,160,152,168,04-19-2020
253,MN- ROCHESTER,84,112,106,117,04-19-2020
254,MN- ST CLOUD,82,16,15,16,04-19-2020
256,MN- ST PAUL,87,160,152,168,04-19-2020
257,MS- GULFPORT,84,32,30,33,04-19-2020
258,MS- HATTIESBURG,81,16,15,16,04-19-2020
259,MS- JACKSON,81,48,45,50,04-19-2020
