HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,28,26,29,04-13-2020
2,AL- DOTHAN,80,4,3,4,04-13-2020
5,AL- HUNTSVILLE,82,40,38,42,04-13-2020
6,AL- MOBILE,81,36,34,37,04-13-2020
7,AL- MONTGOMERY,82,32,30,33,04-13-2020
9,AL- TUSCALOOSA,81,12,11,12,04-13-2020
11,AZ- MESA,82,40,38,42,04-13-2020
12,AZ- PHOENIX,80,16,15,16,04-13-2020
14,AZ- SUN CITY,83,32,30,33,04-13-2020
15,AZ- TUCSON,80,20,19,21,04-13-2020
16,AR- FORT SMITH,81,16,15,16,04-13-2020
18,AR- JONESBORO,83,28,26,29,04-13-2020
19,AR- LITTLE ROCK,80,32,30,33,04-13-2020
21,AR- SPRINGDALE,83,32,30,33,04-13-2020
22,AR- TEXARKANA,83,32,30,33,04-13-2020
23,CA- ORANGE CO.,80,40,38,42,04-13-2020
25,CA- BAKERSFIELD,80,4,3,4,04-13-2020
31,CA- CHICO,85,36,34,37,04-13-2020
33,CA- CONTRA COSTA CO.,80,8,7,8,04-13-2020
43,CA- FRESNO,81,28,26,29,04-13-2020
56,CA- LOS ANGELES,80,20,19,21,04-13-2020
58,CA- MODESTO,81,28,26,29,04-13-2020
62,CA- NAPA,80,4,3,4,04-13-2020
65,CA- ALAMEDA CO.,80,28,26,29,04-13-2020
69,CA- PALM SPR/RANCHO MIR.,80,4,3,4,04-13-2020
73,CA- REDDING,80,4,3,4,04-13-2020
77,CA- SACRAMENTO,80,16,15,16,04-13-2020
78,CA- SALINAS,85,40,38,42,04-13-2020
79,CA- SAN BERNARDINO,80,36,34,37,04-13-2020
80,CA- SAN DIEGO,80,28,26,29,04-13-2020
81,CA- SAN FRANCISCO,80,24,22,25,04-13-2020
82,CA- SAN JOSE,80,16,15,16,04-13-2020
83,CA- SAN LUIS OBISPO,81,8,7,8,04-13-2020
85,CA- SAN MATEO CO.,80,8,7,8,04-13-2020
86,CA- SANTA BARBARA,83,36,34,37,04-13-2020
87,CA- SANTA CRUZ,83,12,11,12,04-13-2020
89,CA- SANTA ROSA,80,16,15,16,04-13-2020
91,CA- STOCKTON,82,28,26,29,04-13-2020
96,CA- VENTURA,81,24,22,25,04-13-2020
101,CO- BOULDER,84,20,19,21,04-13-2020
102,CO- COLORADO SPRINGS,83,36,34,37,04-13-2020
103,CO- DENVER,80,4,3,4,04-13-2020
104,CO- FORT COLLINS,81,12,11,12,04-13-2020
105,CO- GRAND JUNCTION,84,36,34,37,04-13-2020
106,CO- GREELEY,85,40,38,42,04-13-2020
107,CO- PUEBLO,84,32,30,33,04-13-2020
109,CT- BRIDGEPORT,80,16,15,16,04-13-2020
110,CT- HARTFORD,80,4,3,4,04-13-2020
111,CT- NEW HAVEN,80,8,7,8,04-13-2020
112,DE- WILMINGTON,81,28,26,29,04-13-2020
113,DC- WASHINGTON,80,28,26,29,04-13-2020
115,FL- BRADENTON,85,36,34,37,04-13-2020
116,FL- CLEARWATER,80,8,7,8,04-13-2020
118,FL- FORT LAUDERDALE,80,8,7,8,04-13-2020
119,FL- FORT MYERS,80,28,26,29,04-13-2020
120,FL- GAINESVILLE,80,16,15,16,04-13-2020
122,FL- HUDSON,81,16,15,16,04-13-2020
123,FL- JACKSONVILLE,80,40,38,42,04-13-2020
124,FL- LAKELAND,80,8,7,8,04-13-2020
