HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,90,85,94,04-20-2020
2,AL- DOTHAN,81,18,17,18,04-20-2020
5,AL- HUNTSVILLE,85,108,102,113,04-20-2020
6,AL- MOBILE,80,18,17,18,04-20-2020
7,AL- MONTGOMERY,86,108,102,113,04-20-2020
9,AL- TUSCALOOSA,85,54,51,56,04-20-2020
11,AZ- MESA,81,36,34,37,04-20-2020
12,AZ- PHOENIX,80,18,17,18,04-20-2020
14,AZ- SUN CITY,95,126,119,132,04-20-2020
15,AZ- TUCSON,83,90,85,94,04-20-2020
16,AR- FORT SMITH,85,72,68,75,04-20-2020
18,AR- JONESBORO,97,162,153,170,04-20-2020
19,AR- LITTLE ROCK,81,72,68,75,04-20-2020
21,AR- SPRINGDALE,86,72,68,75,04-20-2020
22,AR- TEXARKANA,87,72,68,75,04-20-2020
23,CA- ORANGE CO.,81,90,85,94,04-20-2020
25,CA- BAKERSFIELD,84,180,171,189,04-20-2020
31,CA- CHICO,105,162,153,170,04-20-2020
33,CA- CONTRA COSTA CO.,88,180,171,189,04-20-2020
43,CA- FRESNO,82,54,51,56,04-20-2020
56,CA- LOS ANGELES,80,108,102,113,04-20-2020
58,CA- MODESTO,83,54,51,56,04-20-2020
62,CA- NAPA,86,36,34,37,04-20-2020
65,CA- ALAMEDA CO.,82,72,68,75,04-20-2020
69,CA- PALM SPR/RANCHO MIR.,91,126,119,132,04-20-2020
73,CA- REDDING,89,108,102,113,04-20-2020
77,CA- SACRAMENTO,81,90,85,94,04-20-2020
78,CA- SALINAS,100,162,153,170,04-20-2020
79,CA- SAN BERNARDINO,81,108,102,113,04-20-2020
80,CA- SAN DIEGO,82,144,136,151,04-20-2020
81,CA- SAN FRANCISCO,81,54,51,56,04-20-2020
82,CA- SAN JOSE,82,90,85,94,04-20-2020
83,CA- SAN LUIS OBISPO,91,54,51,56,04-20-2020
85,CA- SAN MATEO CO.,85,144,136,151,04-20-2020
86,CA- SANTA BARBARA,89,90,85,94,04-20-2020
87,CA- SANTA CRUZ,90,36,34,37,04-20-2020
89,CA- SANTA ROSA,87,144,136,151,04-20-2020
91,CA- STOCKTON,93,144,136,151,04-20-2020
96,CA- VENTURA,85,90,85,94,04-20-2020
101,CO- BOULDER,117,180,171,189,04-20-2020
102,CO- COLORADO SPRINGS,97,180,171,189,04-20-2020
103,CO- DENVER,82,108,102,113,04-20-2020
104,CO- FORT COLLINS,96,108,102,113,04-20-2020
105,CO- GRAND JUNCTION,100,162,153,170,04-20-2020
106,CO- GREELEY,89,72,68,75,04-20-2020
107,CO- PUEBLO,93,108,102,113,04-20-2020
109,CT- BRIDGEPORT,89,162,153,170,04-20-2020
110,CT- HARTFORD,83,108,102,113,04-20-2020
111,CT- NEW HAVEN,83,144,136,151,04-20-2020
112,DE- WILMINGTON,86,126,119,132,04-20-2020
113,DC- WASHINGTON,80,36,34,37,04-20-2020
115,FL- BRADENTON,82,18,17,18,04-20-2020
116,FL- CLEARWATER,88,144,136,151,04-20-2020
118,FL- FORT LAUDERDALE,81,90,85,94,04-20-2020
119,FL- FORT MYERS,83,144,136,151,04-20-2020
120,FL- GAINESVILLE,84,90,85,94,04-20-2020
122,FL- HUDSON,81,18,17,18,04-20-2020
123,FL- JACKSONVILLE,81,90,85,94,04-20-2020
124,FL- LAKELAND,91,126,119,132,04-20-2020
127,FL- MIAMI,80,90,85,94,04-20-2020
129,FL- OCALA,86,90,85,94,04-20-2020
130,FL- ORLANDO,80,18,17,18,04-20-2020
131,FL- ORMOND BEACH,84,72,68,75,04-20-2020
133,FL- PANAMA CITY,96,108,102,113,04-20-2020
134,FL- PENSACOLA,86,144,136,151,04-20-2020
137,FL- SARASOTA,88,126,119,132,04-20-2020
139,FL- ST PETERSBURG,89,144,136,151,04-20-2020
140,FL- TALLAHASSEE,82,54,51,56,04-20-2020
141,FL- TAMPA,80,36,34,37,04-20-2020
142,GA- ALBANY,88,90,85,94,04-20-2020
144,GA- ATLANTA,80,36,34,37,04-20-2020
145,GA- AUGUSTA,82,54,51,56,04-20-2020
146,GA- COLUMBUS,84,54,51,56,04-20-2020
147,GA- MACON,85,126,119,132,04-20-2020
148,GA- ROME,89,72,68,75,04-20-2020
149,GA- SAVANNAH,88,180,171,189,04-20-2020
151,ID- BOISE,83,72,68,75,04-20-2020
152,ID- IDAHO FALLS,91,54,51,56,04-20-2020
154,IL- AURORA,90,54,51,56,04-20-2020
155,IL- BLUE ISLAND,82,54,51,56,04-20-2020
156,IL- CHICAGO,80,36,34,37,04-20-2020
158,IL- ELGIN,94,162,153,170,04-20-2020
161,IL- EVANSTON,87,180,171,189,04-20-2020
163,IL- HINSDALE,93,144,136,151,04-20-2020
164,IL- JOLIET,84,54,51,56,04-20-2020
166,IL- MELROSE PARK,82,90,85,94,04-20-2020
170,IL- PEORIA,84,90,85,94,04-20-2020
171,IL- ROCKFORD,85,90,85,94,04-20-2020
172,IL- SPRINGFIELD,84,126,119,132,04-20-2020
173,IL- URBANA,93,144,136,151,04-20-2020
175,IL- BLOOMINGTON,93,36,34,37,04-20-2020
179,IN- EVANSVILLE,84,90,85,94,04-20-2020
180,IN- FORT WAYNE,85,126,119,132,04-20-2020
181,IN- GARY,81,18,17,18,04-20-2020
183,IN- INDIANAPOLIS,80,36,34,37,04-20-2020
184,IN- LAFAYETTE,97,126,119,132,04-20-2020
185,IN- MUNCIE,101,90,85,94,04-20-2020
186,IN- MUNSTER,83,36,34,37,04-20-2020
187,IN- SOUTH BEND,84,72,68,75,04-20-2020
188,IN- TERRE HAUTE,90,54,51,56,04-20-2020
190,IA- CEDAR RAPIDS,83,36,34,37,04-20-2020
191,IA- DAVENPORT,83,72,68,75,04-20-2020
192,IA- DES MOINES,85,180,171,189,04-20-2020
193,IA- DUBUQUE,103,126,119,132,04-20-2020
194,IA- IOWA CITY,85,108,102,113,04-20-2020
195,IA- MASON CITY,87,54,51,56,04-20-2020
196,IA- SIOUX CITY,91,126,119,132,04-20-2020
