HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,72,68,75,04-23-2020
2,AL- DOTHAN,83,48,45,50,04-23-2020
5,AL- HUNTSVILLE,83,72,68,75,04-23-2020
6,AL- MOBILE,84,120,114,126,04-23-2020
7,AL- MONTGOMERY,92,192,182,201,04-23-2020
9,AL- TUSCALOOSA,84,48,45,50,04-23-2020
11,AZ- MESA,88,168,159,176,04-23-2020
12,AZ- PHOENIX,82,216,205,226,04-23-2020
14,AZ- SUN CITY,88,72,68,75,04-23-2020
15,AZ- TUCSON,80,24,22,25,04-23-2020
16,AR- FORT SMITH,94,192,182,201,04-23-2020
18,AR- JONESBORO,90,96,91,100,04-23-2020
19,AR- LITTLE ROCK,82,120,114,126,04-23-2020
21,AR- SPRINGDALE,100,216,205,226,04-23-2020
22,AR- TEXARKANA,82,24,22,25,04-23-2020
23,CA- ORANGE CO.,82,216,205,226,04-23-2020
25,CA- BAKERSFIELD,84,168,159,176,04-23-2020
31,CA- CHICO,102,144,136,151,04-23-2020
33,CA- CONTRA COSTA CO.,83,72,68,75,04-23-2020
43,CA- FRESNO,89,216,205,226,04-23-2020
56,CA- LOS ANGELES,80,96,91,100,04-23-2020
58,CA- MODESTO,88,144,136,151,04-23-2020
62,CA- NAPA,92,72,68,75,04-23-2020
65,CA- ALAMEDA CO.,84,168,159,176,04-23-2020
69,CA- PALM SPR/RANCHO MIR.,100,216,205,226,04-23-2020
73,CA- REDDING,93,144,136,151,04-23-2020
77,CA- SACRAMENTO,82,120,114,126,04-23-2020
78,CA- SALINAS,101,168,159,176,04-23-2020
79,CA- SAN BERNARDINO,81,72,68,75,04-23-2020
80,CA- SAN DIEGO,81,120,114,126,04-23-2020
81,CA- SAN FRANCISCO,84,240,228,252,04-23-2020
82,CA- SAN JOSE,87,240,228,252,04-23-2020
83,CA- SAN LUIS OBISPO,85,24,22,25,04-23-2020
85,CA- SAN MATEO CO.,86,168,159,176,04-23-2020
86,CA- SANTA BARBARA,89,96,91,100,04-23-2020
87,CA- SANTA CRUZ,133,192,182,201,04-23-2020
89,CA- SANTA ROSA,82,48,45,50,04-23-2020
91,CA- STOCKTON,82,24,22,25,04-23-2020
96,CA- VENTURA,84,72,68,75,04-23-2020
101,CO- BOULDER,125,216,205,226,04-23-2020
102,CO- COLORADO SPRINGS,86,72,68,75,04-23-2020
103,CO- DENVER,83,144,136,151,04-23-2020
104,CO- FORT COLLINS,83,24,22,25,04-23-2020
105,CO- GRAND JUNCTION,83,24,22,25,04-23-2020
106,CO- GREELEY,110,240,228,252,04-23-2020
107,CO- PUEBLO,95,120,114,126,04-23-2020
109,CT- BRIDGEPORT,81,24,22,25,04-23-2020
110,CT- HARTFORD,85,168,159,176,04-23-2020
111,CT- NEW HAVEN,82,96,91,100,04-23-2020
112,DE- WILMINGTON,83,72,68,75,04-23-2020
113,DC- WASHINGTON,81,96,91,100,04-23-2020
115,FL- BRADENTON,110,216,205,226,04-23-2020
116,FL- CLEARWATER,85,96,91,100,04-23-2020
118,FL- FORT LAUDERDALE,81,144,136,151,04-23-2020
119,FL- FORT MYERS,80,24,22,25,04-23-2020
120,FL- GAINESVILLE,91,216,205,226,04-23-2020
122,FL- HUDSON,93,168,159,176,04-23-2020
123,FL- JACKSONVILLE,83,168,159,176,04-23-2020
124,FL- LAKELAND,102,240,228,252,04-23-2020
127,FL- MIAMI,80,24,22,25,04-23-2020
129,FL- OCALA,87,96,91,100,04-23-2020
130,FL- ORLANDO,81,120,114,126,04-23-2020
131,FL- ORMOND BEACH,82,48,45,50,04-23-2020
133,FL- PANAMA CITY,98,120,114,126,04-23-2020
134,FL- PENSACOLA,82,48,45,50,04-23-2020
137,FL- SARASOTA,81,24,22,25,04-23-2020
139,FL- ST PETERSBURG,89,144,136,151,04-23-2020
140,FL- TALLAHASSEE,87,192,182,201,04-23-2020
141,FL- TAMPA,85,240,228,252,04-23-2020
142,GA- ALBANY,84,48,45,50,04-23-2020
144,GA- ATLANTA,81,120,114,126,04-23-2020
