date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-10-2021,36,36,36
01-11-2021,34,33,36
01-12-2021,34,33,34
01-13-2021,33,32,33
01-14-2021,32,32,33
01-15-2021,33,33,34
01-16-2021,34,33,35
01-17-2021,34,33,34
01-18-2021,31,29,33
01-19-2021,32,31,34
01-20-2021,32,32,33
01-21-2021,32,32,34
01-22-2021,33,32,34
01-23-2021,33,32,36
01-24-2021,33,32,37
01-25-2021,34,32,37
01-26-2021,34,32,38
01-27-2021,35,31,39
01-28-2021,34,31,40
01-29-2021,35,31,41
01-30-2021,36,31,44
01-31-2021,36,30,46
02-01-2021,36,30,46
02-02-2021,36,30,47
02-03-2021,37,30,49
02-04-2021,38,29,51
02-05-2021,38,29,51
02-06-2021,39,29,54
02-07-2021,40,28,56
02-08-2021,40,28,57
02-09-2021,41,28,59
02-10-2021,41,28,61
02-11-2021,42,28,62
02-12-2021,42,27,63
02-13-2021,43,27,66
02-14-2021,43,27,68
02-15-2021,43,25,68
02-16-2021,43,25,69
02-17-2021,44,24,70
02-18-2021,44,23,72
02-19-2021,44,23,74
02-20-2021,44,22,74
02-21-2021,43,22,76
02-22-2021,43,20,76
02-23-2021,42,20,76
02-24-2021,41,20,77
02-25-2021,41,20,78
02-26-2021,41,18,79
02-27-2021,41,18,78
02-28-2021,40,18,79
03-01-2021,40,18,79
03-02-2021,39,18,81
03-03-2021,39,18,81
03-04-2021,39,18,81
03-05-2021,39,18,83
03-06-2021,38,18,82
03-07-2021,36,17,82
03-08-2021,36,17,83
03-09-2021,36,16,84
03-10-2021,35,16,83
03-11-2021,35,15,84
03-12-2021,34,15,84
03-13-2021,34,15,84
