date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,3460,3311,3651
10-05-2020,3480,3318,3657
10-06-2020,3571,3410,3745
10-07-2020,3701,3634,3862
10-08-2020,3761,3707,3918
10-09-2020,3823,3762,3985
10-10-2020,3924,3871,4089
10-11-2020,3965,3824,4132
10-12-2020,4107,3965,4253
10-13-2020,4216,4076,4383
10-14-2020,4320,4178,4481
10-15-2020,4464,4316,4637
10-16-2020,4498,4357,4654
10-17-2020,4550,4387,4766
10-18-2020,4649,4460,4885
10-19-2020,4751,4519,5051
10-20-2020,4848,4569,5230
10-21-2020,4935,4598,5417
10-22-2020,5044,4622,5635
10-23-2020,5131,4636,5855
10-24-2020,5238,4665,6070
10-25-2020,5322,4655,6314
10-26-2020,5423,4641,6582
10-27-2020,5513,4640,6876
10-28-2020,5587,4602,7154
10-29-2020,5685,4558,7441
10-30-2020,5779,4505,7720
10-31-2020,5850,4450,8054
11-01-2020,5917,4381,8386
11-02-2020,6058,4389,8731
11-03-2020,6184,4396,9076
11-04-2020,6282,4393,9456
11-05-2020,6401,4379,9847
11-06-2020,6495,4385,10222
11-07-2020,6609,4383,10626
11-08-2020,6746,4361,11056
11-09-2020,6870,4343,11499
11-10-2020,6977,4321,11946
11-11-2020,7089,4296,12416
11-12-2020,7203,4291,12905
11-13-2020,7304,4272,13389
11-14-2020,7412,4262,13893
11-15-2020,7514,4235,14427
11-16-2020,7617,4220,14941
11-17-2020,7722,4197,15455
11-18-2020,7820,4169,16014
11-19-2020,7913,4147,16535
11-20-2020,7989,4121,17088
11-21-2020,8067,4070,17626
11-22-2020,8157,4041,18174
11-23-2020,8238,4008,18723
11-24-2020,8309,3970,19288
11-25-2020,8361,3927,19828
11-26-2020,8410,3883,20357
11-27-2020,8439,3837,20883
11-28-2020,8492,3795,21417
11-29-2020,8255,3559,21351
11-30-2020,8294,3508,21838
12-01-2020,8021,3328,21614
12-02-2020,8042,3278,22054
12-03-2020,7737,3144,21728
12-04-2020,7718,3075,22058
12-05-2020,7437,2939,21522
