HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-01-2020,7845,4102,NA,600,120,NA,8445,4222,NA,45000
2,AL- DOTHAN,05-01-2020,953,627,NA,375,37,NA,1328,664,NA,33750
5,AL- HUNTSVILLE,05-01-2020,1730,910,NA,150,30,NA,1880,940,NA,28125
6,AL- MOBILE,05-01-2020,2782,1406,NA,75,22,NA,2857,1428,NA,5625
7,AL- MONTGOMERY,05-01-2020,796,698,NA,750,75,NA,1546,773,NA,33750
9,AL- TUSCALOOSA,05-01-2020,698,439,NA,300,60,NA,998,499,NA,16875
11,AZ- MESA,05-01-2020,1455,833,NA,525,157,NA,1980,990,NA,39375
12,AZ- PHOENIX,05-01-2020,6975,3607,NA,600,180,NA,7575,3787,NA,50625
14,AZ- SUN CITY,05-01-2020,510,375,NA,300,30,NA,810,405,NA,33750
15,AZ- TUCSON,05-01-2020,1924,1142,NA,600,120,NA,2524,1262,NA,22500
16,AR- FORT SMITH,05-01-2020,831,505,NA,450,135,NA,1281,640,NA,56250
18,AR- JONESBORO,05-01-2020,679,407,NA,225,45,NA,904,452,NA,50625
19,AR- LITTLE ROCK,05-01-2020,5097,2684,NA,675,202,NA,5772,2886,NA,28125
21,AR- SPRINGDALE,05-01-2020,682,491,NA,375,37,NA,1057,528,NA,28125
22,AR- TEXARKANA,05-01-2020,680,400,NA,300,90,NA,980,490,NA,50625
23,CA- ORANGE CO.,05-01-2020,7201,3735,NA,450,90,NA,7651,3825,NA,11250
25,CA- BAKERSFIELD,05-01-2020,3016,1628,NA,600,180,NA,3616,1808,NA,11250
31,CA- CHICO,05-01-2020,490,305,NA,150,15,NA,640,320,NA,39375
33,CA- CONTRA COSTA CO.,05-01-2020,1403,821,NA,600,180,NA,2003,1001,NA,39375
43,CA- FRESNO,05-01-2020,1983,1081,NA,300,60,NA,2283,1141,NA,45000
56,CA- LOS ANGELES,05-01-2020,24053,12176,NA,750,225,NA,24803,12401,NA,5625
58,CA- MODESTO,05-01-2020,1569,844,NA,150,15,NA,1719,859,NA,33750
62,CA- NAPA,05-01-2020,0,89,NA,675,202,NA,582,291,NA,33750
65,CA- ALAMEDA CO.,05-01-2020,2929,1644,NA,450,45,NA,3379,1689,NA,16875
69,CA- PALM SPR/RANCHO MIR.,05-01-2020,303,301,NA,750,225,NA,1053,526,NA,45000
73,CA- REDDING,05-01-2020,407,474,NA,675,67,NA,1082,541,NA,33750
77,CA- SACRAMENTO,05-01-2020,4559,2347,NA,225,45,NA,4784,2392,NA,22500
78,CA- SALINAS,05-01-2020,193,336,NA,600,60,NA,793,396,NA,45000
79,CA- SAN BERNARDINO,05-01-2020,5557,2846,NA,225,45,NA,5782,2891,NA,22500
80,CA- SAN DIEGO,05-01-2020,6433,3336,NA,600,180,NA,7033,3516,NA,28125
81,CA- SAN FRANCISCO,05-01-2020,4698,2424,NA,375,112,NA,5073,2536,NA,5625
82,CA- SAN JOSE,05-01-2020,2801,1446,NA,225,67,NA,3026,1513,NA,33750
83,CA- SAN LUIS OBISPO,05-01-2020,156,198,NA,300,30,NA,456,228,NA,45000
85,CA- SAN MATEO CO.,05-01-2020,1946,1123,NA,750,225,NA,2696,1348,NA,5625
86,CA- SANTA BARBARA,05-01-2020,291,348,NA,675,135,NA,966,483,NA,28125
87,CA- SANTA CRUZ,05-01-2020,134,157,NA,225,22,NA,359,179,NA,39375
89,CA- SANTA ROSA,05-01-2020,1711,900,NA,150,30,NA,1861,930,NA,56250
91,CA- STOCKTON,05-01-2020,613,396,NA,450,135,NA,1063,531,NA,5625
96,CA- VENTURA,05-01-2020,898,584,NA,675,202,NA,1573,786,NA,39375
101,CO- BOULDER,05-01-2020,175,207,NA,300,30,NA,475,237,NA,45000
102,CO- COLORADO SPRINGS,05-01-2020,885,502,NA,150,15,NA,1035,517,NA,56250
