HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,648,615,680,05-02-2020
2,AL- DOTHAN,88,552,524,579,05-02-2020
5,AL- HUNTSVILLE,87,804,763,844,05-02-2020
6,AL- MOBILE,85,744,706,781,05-02-2020
7,AL- MONTGOMERY,89,720,684,756,05-02-2020
9,AL- TUSCALOOSA,94,648,615,680,05-02-2020
11,AZ- MESA,86,744,706,781,05-02-2020
12,AZ- PHOENIX,81,780,741,819,05-02-2020
14,AZ- SUN CITY,97,708,672,743,05-02-2020
15,AZ- TUCSON,85,648,615,680,05-02-2020
16,AR- FORT SMITH,90,672,638,705,05-02-2020
18,AR- JONESBORO,95,756,718,793,05-02-2020
19,AR- LITTLE ROCK,82,696,661,730,05-02-2020
21,AR- SPRINGDALE,93,624,592,655,05-02-2020
22,AR- TEXARKANA,92,720,684,756,05-02-2020
23,CA- ORANGE CO.,81,696,661,730,05-02-2020
25,CA- BAKERSFIELD,83,744,706,781,05-02-2020
31,CA- CHICO,102,684,649,718,05-02-2020
33,CA- CONTRA COSTA CO.,87,732,695,768,05-02-2020
43,CA- FRESNO,85,780,741,819,05-02-2020
56,CA- LOS ANGELES,80,888,843,932,05-02-2020
58,CA- MODESTO,87,684,649,718,05-02-2020
62,CA- NAPA,102,660,627,693,05-02-2020
65,CA- ALAMEDA CO.,84,744,706,781,05-02-2020
69,CA- PALM SPR/RANCHO MIR.,92,600,570,630,05-02-2020
73,CA- REDDING,91,672,638,705,05-02-2020
77,CA- SACRAMENTO,83,708,672,743,05-02-2020
78,CA- SALINAS,98,768,729,806,05-02-2020
79,CA- SAN BERNARDINO,82,648,615,680,05-02-2020
80,CA- SAN DIEGO,81,792,752,831,05-02-2020
81,CA- SAN FRANCISCO,82,768,729,806,05-02-2020
82,CA- SAN JOSE,84,816,775,856,05-02-2020
83,CA- SAN LUIS OBISPO,111,744,706,781,05-02-2020
85,CA- SAN MATEO CO.,85,768,729,806,05-02-2020
