HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,03-28-2020,8403,4210,NA,42,12,NA,8445,4222,NA,196
2,AL- DOTHAN,03-28-2020,1272,653,NA,56,11,NA,1328,664,NA,392
5,AL- HUNTSVILLE,03-28-2020,1817,934,NA,63,6,NA,1880,940,NA,49
6,AL- MOBILE,03-28-2020,2787,1414,NA,70,14,NA,2857,1428,NA,490
7,AL- MONTGOMERY,03-28-2020,1539,772,NA,7,1,NA,1546,773,NA,441
9,AL- TUSCALOOSA,03-28-2020,991,499,NA,7,0,NA,998,499,NA,294
11,AZ- MESA,03-28-2020,1973,990,NA,7,0,NA,1980,990,NA,392
12,AZ- PHOENIX,03-28-2020,7554,3783,NA,21,4,NA,7575,3787,NA,490
14,AZ- SUN CITY,03-28-2020,775,402,NA,35,3,NA,810,405,NA,490
15,AZ- TUCSON,03-28-2020,2503,1256,NA,21,6,NA,2524,1262,NA,294
16,AR- FORT SMITH,03-28-2020,1232,626,NA,49,14,NA,1281,640,NA,490
18,AR- JONESBORO,03-28-2020,834,438,NA,70,14,NA,904,452,NA,294
19,AR- LITTLE ROCK,03-28-2020,5702,2872,NA,70,14,NA,5772,2886,NA,147
21,AR- SPRINGDALE,03-28-2020,1043,524,NA,14,4,NA,1057,528,NA,392
22,AR- TEXARKANA,03-28-2020,959,484,NA,21,6,NA,980,490,NA,147
23,CA- ORANGE CO.,03-28-2020,7623,3823,NA,28,2,NA,7651,3825,NA,49
25,CA- BAKERSFIELD,03-28-2020,3581,1805,NA,35,3,NA,3616,1808,NA,49
31,CA- CHICO,03-28-2020,619,318,NA,21,2,NA,640,320,NA,441
33,CA- CONTRA COSTA CO.,03-28-2020,1954,987,NA,49,14,NA,2003,1001,NA,49
43,CA- FRESNO,03-28-2020,2220,1135,NA,63,6,NA,2283,1141,NA,196
56,CA- LOS ANGELES,03-28-2020,24796,12399,NA,7,2,NA,24803,12401,NA,490
58,CA- MODESTO,03-28-2020,1649,845,NA,70,14,NA,1719,859,NA,441
62,CA- NAPA,03-28-2020,547,288,NA,35,3,NA,582,291,NA,441
65,CA- ALAMEDA CO.,03-28-2020,3358,1683,NA,21,6,NA,3379,1689,NA,98
69,CA- PALM SPR/RANCHO MIR.,03-28-2020,1025,518,NA,28,8,NA,1053,526,NA,147
73,CA- REDDING,03-28-2020,1068,537,NA,14,4,NA,1082,541,NA,441
77,CA- SACRAMENTO,03-28-2020,4756,2390,NA,28,2,NA,4784,2392,NA,245
78,CA- SALINAS,03-28-2020,730,378,NA,63,18,NA,793,396,NA,245
79,CA- SAN BERNARDINO,03-28-2020,5740,2883,NA,42,8,NA,5782,2891,NA,343
80,CA- SAN DIEGO,03-28-2020,6970,3498,NA,63,18,NA,7033,3516,NA,49
81,CA- SAN FRANCISCO,03-28-2020,5003,2522,NA,70,14,NA,5073,2536,NA,343
82,CA- SAN JOSE,03-28-2020,2970,1502,NA,56,11,NA,3026,1513,NA,441
83,CA- SAN LUIS OBISPO,03-28-2020,421,225,NA,35,3,NA,456,228,NA,392
85,CA- SAN MATEO CO.,03-28-2020,2661,1341,NA,35,7,NA,2696,1348,NA,343
86,CA- SANTA BARBARA,03-28-2020,938,475,NA,28,8,NA,966,483,NA,490
87,CA- SANTA CRUZ,03-28-2020,310,165,NA,49,14,NA,359,179,NA,294
89,CA- SANTA ROSA,03-28-2020,1833,928,NA,28,2,NA,1861,930,NA,392
91,CA- STOCKTON,03-28-2020,1021,523,NA,42,8,NA,1063,531,NA,392
96,CA- VENTURA,03-28-2020,1559,785,NA,14,1,NA,1573,786,NA,294
101,CO- BOULDER,03-28-2020,419,221,NA,56,16,NA,475,237,NA,196
102,CO- COLORADO SPRINGS,03-28-2020,1014,511,NA,21,6,NA,1035,517,NA,98
103,CO- DENVER,03-28-2020,4707,2374,NA,70,14,NA,4777,2388,NA,343
104,CO- FORT COLLINS,03-28-2020,611,314,NA,28,5,NA,639,319,NA,196
105,CO- GRAND JUNCTION,03-28-2020,743,392,NA,49,4,NA,792,396,NA,490
106,CO- GREELEY,03-28-2020,714,382,NA,63,6,NA,777,388,NA,441
107,CO- PUEBLO,03-28-2020,749,385,NA,49,14,NA,798,399,NA,490
109,CT- BRIDGEPORT,03-28-2020,1667,845,NA,28,2,NA,1695,847,NA,294
110,CT- HARTFORD,03-28-2020,3207,1614,NA,49,14,NA,3256,1628,NA,147
111,CT- NEW HAVEN,03-28-2020,3824,1921,NA,28,5,NA,3852,1926,NA,343
112,DE- WILMINGTON,03-28-2020,1827,921,NA,35,10,NA,1862,931,NA,49
113,DC- WASHINGTON,03-28-2020,5468,2740,NA,21,4,NA,5489,2744,NA,343
115,FL- BRADENTON,03-28-2020,653,343,NA,56,11,NA,709,354,NA,392
116,FL- CLEARWATER,03-28-2020,1581,807,NA,56,11,NA,1637,818,NA,147
118,FL- FORT LAUDERDALE,03-28-2020,8678,4343,NA,21,6,NA,8699,4349,NA,343
119,FL- FORT MYERS,03-28-2020,3798,1905,NA,28,8,NA,3826,1913,NA,98
120,FL- GAINESVILLE,03-28-2020,1792,911,NA,49,9,NA,1841,920,NA,245
122,FL- HUDSON,03-28-2020,1196,610,NA,56,16,NA,1252,626,NA,245
123,FL- JACKSONVILLE,03-28-2020,4877,2449,NA,35,7,NA,4912,2456,NA,490
124,FL- LAKELAND,03-28-2020,1061,533,NA,7,1,NA,1068,534,NA,49
127,FL- MIAMI,03-28-2020,10726,5375,NA,56,16,NA,10782,5391,NA,343
129,FL- OCALA,03-28-2020,1361,683,NA,7,1,NA,1368,684,NA,245
130,FL- ORLANDO,03-28-2020,10291,5159,NA,70,21,NA,10361,5180,NA,245
131,FL- ORMOND BEACH,03-28-2020,1633,823,NA,21,4,NA,1654,827,NA,98
133,FL- PANAMA CITY,03-28-2020,643,328,NA,21,4,NA,664,332,NA,98
134,FL- PENSACOLA,03-28-2020,2307,1170,NA,42,4,NA,2349,1174,NA,98
137,FL- SARASOTA,03-28-2020,1417,720,NA,28,2,NA,1445,722,NA,147
139,FL- ST PETERSBURG,03-28-2020,1563,789,NA,35,10,NA,1598,799,NA,147
140,FL- TALLAHASSEE,03-28-2020,2648,1339,NA,49,9,NA,2697,1348,NA,147
141,FL- TAMPA,03-28-2020,4190,2123,NA,70,7,NA,4260,2130,NA,343
142,GA- ALBANY,03-28-2020,993,517,NA,70,14,NA,1063,531,NA,392
144,GA- ATLANTA,03-28-2020,11923,5978,NA,56,11,NA,11979,5989,NA,294
145,GA- AUGUSTA,03-28-2020,2385,1220,NA,70,7,NA,2455,1227,NA,245
146,GA- COLUMBUS,03-28-2020,1189,608,NA,70,21,NA,1259,629,NA,343
147,GA- MACON,03-28-2020,2180,1113,NA,56,5,NA,2236,1118,NA,49
148,GA- ROME,03-28-2020,704,358,NA,28,8,NA,732,366,NA,49
149,GA- SAVANNAH,03-28-2020,2037,1025,NA,21,4,NA,2058,1029,NA,490
151,ID- BOISE,03-28-2020,2070,1036,NA,7,2,NA,2077,1038,NA,441
152,ID- IDAHO FALLS,03-28-2020,440,228,NA,21,2,NA,461,230,NA,49
154,IL- AURORA,03-28-2020,457,242,NA,70,21,NA,527,263,NA,343
155,IL- BLUE ISLAND,03-28-2020,2473,1262,NA,63,6,NA,2536,1268,NA,343
156,IL- CHICAGO,03-28-2020,8553,4279,NA,7,1,NA,8560,4280,NA,49
158,IL- ELGIN,03-28-2020,1065,541,NA,21,2,NA,1086,543,NA,490
161,IL- EVANSTON,03-28-2020,2360,1192,NA,56,16,NA,2416,1208,NA,343
163,IL- HINSDALE,03-28-2020,1065,547,NA,35,3,NA,1100,550,NA,49
164,IL- JOLIET,03-28-2020,1284,651,NA,42,12,NA,1326,663,NA,49
166,IL- MELROSE PARK,03-28-2020,3052,1543,NA,42,4,NA,3094,1547,NA,294
170,IL- PEORIA,03-28-2020,1789,922,NA,70,7,NA,1859,929,NA,49
171,IL- ROCKFORD,03-28-2020,1503,760,NA,28,5,NA,1531,765,NA,392
172,IL- SPRINGFIELD,03-28-2020,2503,1260,NA,42,12,NA,2545,1272,NA,98
173,IL- URBANA,03-28-2020,983,503,NA,56,16,NA,1039,519,NA,490
175,IL- BLOOMINGTON,03-28-2020,232,126,NA,35,7,NA,267,133,NA,441
179,IN- EVANSVILLE,03-28-2020,2003,1010,NA,42,12,NA,2045,1022,NA,392
180,IN- FORT WAYNE,03-28-2020,2163,1097,NA,49,9,NA,2212,1106,NA,441
181,IN- GARY,03-28-2020,1492,752,NA,14,1,NA,1506,753,NA,490
183,IN- INDIANAPOLIS,03-28-2020,6361,3197,NA,56,11,NA,6417,3208,NA,441
184,IN- LAFAYETTE,03-28-2020,685,365,NA,56,5,NA,741,370,NA,196
185,IN- MUNCIE,03-28-2020,370,200,NA,49,9,NA,419,209,NA,245
186,IN- MUNSTER,03-28-2020,1147,575,NA,7,2,NA,1154,577,NA,441
187,IN- SOUTH BEND,03-28-2020,1494,754,NA,35,10,NA,1529,764,NA,294
188,IN- TERRE HAUTE,03-28-2020,511,261,NA,28,8,NA,539,269,NA,245
190,IA- CEDAR RAPIDS,03-28-2020,1088,553,NA,28,5,NA,1116,558,NA,343
191,IA- DAVENPORT,03-28-2020,2153,1104,NA,70,7,NA,2223,1111,NA,147
192,IA- DES MOINES,03-28-2020,3223,1639,NA,70,7,NA,3293,1646,NA,245
