HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,160,152,168,04-17-2020
2,AL- DOTHAN,82,32,30,33,04-17-2020
5,AL- HUNTSVILLE,87,144,136,151,04-17-2020
6,AL- MOBILE,81,32,30,33,04-17-2020
7,AL- MONTGOMERY,89,144,136,151,04-17-2020
9,AL- TUSCALOOSA,86,64,60,67,04-17-2020
11,AZ- MESA,82,48,45,50,04-17-2020
12,AZ- PHOENIX,80,32,30,33,04-17-2020
14,AZ- SUN CITY,87,64,60,67,04-17-2020
15,AZ- TUCSON,83,80,76,84,04-17-2020
16,AR- FORT SMITH,88,112,106,117,04-17-2020
18,AR- JONESBORO,81,16,15,16,04-17-2020
19,AR- LITTLE ROCK,81,112,106,117,04-17-2020
21,AR- SPRINGDALE,95,160,152,168,04-17-2020
22,AR- TEXARKANA,94,144,136,151,04-17-2020
23,CA- ORANGE CO.,81,96,91,100,04-17-2020
25,CA- BAKERSFIELD,83,144,136,151,04-17-2020
31,CA- CHICO,105,160,152,168,04-17-2020
33,CA- CONTRA COSTA CO.,82,48,45,50,04-17-2020
43,CA- FRESNO,86,144,136,151,04-17-2020
56,CA- LOS ANGELES,80,160,152,168,04-17-2020
58,CA- MODESTO,89,160,152,168,04-17-2020
62,CA- NAPA,82,16,15,16,04-17-2020
65,CA- ALAMEDA CO.,81,64,60,67,04-17-2020
69,CA- PALM SPR/RANCHO MIR.,84,48,45,50,04-17-2020
73,CA- REDDING,82,32,30,33,04-17-2020
77,CA- SACRAMENTO,82,128,121,134,04-17-2020
78,CA- SALINAS,90,80,76,84,04-17-2020
79,CA- SAN BERNARDINO,80,32,30,33,04-17-2020
80,CA- SAN DIEGO,81,80,76,84,04-17-2020
81,CA- SAN FRANCISCO,81,96,91,100,04-17-2020
82,CA- SAN JOSE,81,32,30,33,04-17-2020
83,CA- SAN LUIS OBISPO,104,112,106,117,04-17-2020
85,CA- SAN MATEO CO.,82,64,60,67,04-17-2020
86,CA- SANTA BARBARA,86,64,60,67,04-17-2020
87,CA- SANTA CRUZ,124,160,152,168,04-17-2020
89,CA- SANTA ROSA,80,16,15,16,04-17-2020
91,CA- STOCKTON,92,128,121,134,04-17-2020
96,CA- VENTURA,89,144,136,151,04-17-2020
101,CO- BOULDER,96,80,76,84,04-17-2020
102,CO- COLORADO SPRINGS,81,16,15,16,04-17-2020
103,CO- DENVER,81,80,76,84,04-17-2020
104,CO- FORT COLLINS,97,112,106,117,04-17-2020
105,CO- GRAND JUNCTION,92,96,91,100,04-17-2020
106,CO- GREELEY,84,32,30,33,04-17-2020
107,CO- PUEBLO,92,96,91,100,04-17-2020
109,CT- BRIDGEPORT,83,64,60,67,04-17-2020
110,CT- HARTFORD,84,144,136,151,04-17-2020
111,CT- NEW HAVEN,80,16,15,16,04-17-2020
112,DE- WILMINGTON,83,64,60,67,04-17-2020
113,DC- WASHINGTON,81,96,91,100,04-17-2020
115,FL- BRADENTON,102,160,152,168,04-17-2020
116,FL- CLEARWATER,80,16,15,16,04-17-2020
118,FL- FORT LAUDERDALE,81,112,106,117,04-17-2020
119,FL- FORT MYERS,82,112,106,117,04-17-2020
120,FL- GAINESVILLE,86,128,121,134,04-17-2020
122,FL- HUDSON,86,80,76,84,04-17-2020
123,FL- JACKSONVILLE,80,16,15,16,04-17-2020
124,FL- LAKELAND,93,144,136,151,04-17-2020
127,FL- MIAMI,80,32,30,33,04-17-2020
129,FL- OCALA,89,128,121,134,04-17-2020
130,FL- ORLANDO,80,48,45,50,04-17-2020
131,FL- ORMOND BEACH,81,32,30,33,04-17-2020
133,FL- PANAMA CITY,101,144,136,151,04-17-2020
134,FL- PENSACOLA,84,112,106,117,04-17-2020
