HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-06-2020,8190,4171,NA,255,51,NA,8445,4222,NA,57800
2,AL- DOTHAN,05-06-2020,1158,613,NA,170,51,NA,1328,664,NA,50575
5,AL- HUNTSVILLE,05-06-2020,1370,838,NA,510,102,NA,1880,940,NA,21675
6,AL- MOBILE,05-06-2020,2432,1386,NA,425,42,NA,2857,1428,NA,21675
7,AL- MONTGOMERY,05-06-2020,866,569,NA,680,204,NA,1546,773,NA,50575
9,AL- TUSCALOOSA,05-06-2020,318,363,NA,680,136,NA,998,499,NA,36125
11,AZ- MESA,05-06-2020,1725,914,NA,255,76,NA,1980,990,NA,7225
12,AZ- PHOENIX,05-06-2020,7490,3779,NA,85,8,NA,7575,3787,NA,72250
14,AZ- SUN CITY,05-06-2020,0,320,NA,850,85,NA,810,405,NA,28900
15,AZ- TUCSON,05-06-2020,1929,1143,NA,595,119,NA,2524,1262,NA,50575
16,AR- FORT SMITH,05-06-2020,1111,606,NA,170,34,NA,1281,640,NA,7225
18,AR- JONESBORO,05-06-2020,309,274,NA,595,178,NA,904,452,NA,72250
19,AR- LITTLE ROCK,05-06-2020,5092,2682,NA,680,204,NA,5772,2886,NA,7225
21,AR- SPRINGDALE,05-06-2020,207,273,NA,850,255,NA,1057,528,NA,72250
22,AR- TEXARKANA,05-06-2020,215,337,NA,765,153,NA,980,490,NA,65025
23,CA- ORANGE CO.,05-06-2020,6886,3596,NA,765,229,NA,7651,3825,NA,57800
25,CA- BAKERSFIELD,05-06-2020,3446,1757,NA,170,51,NA,3616,1808,NA,72250
31,CA- CHICO,05-06-2020,0,235,NA,850,85,NA,640,320,NA,72250
33,CA- CONTRA COSTA CO.,05-06-2020,1408,823,NA,595,178,NA,2003,1001,NA,50575
43,CA- FRESNO,05-06-2020,1773,1090,NA,510,51,NA,2283,1141,NA,7225
56,CA- LOS ANGELES,05-06-2020,24378,12316,NA,425,85,NA,24803,12401,NA,50575
58,CA- MODESTO,05-06-2020,1634,834,NA,85,25,NA,1719,859,NA,7225
62,CA- NAPA,05-06-2020,0,138,NA,765,153,NA,582,291,NA,14450
65,CA- ALAMEDA CO.,05-06-2020,2954,1562,NA,425,127,NA,3379,1689,NA,21675
69,CA- PALM SPR/RANCHO MIR.,05-06-2020,203,441,NA,850,85,NA,1053,526,NA,43350
73,CA- REDDING,05-06-2020,657,456,NA,425,85,NA,1082,541,NA,7225
77,CA- SACRAMENTO,05-06-2020,4529,2367,NA,255,25,NA,4784,2392,NA,50575
78,CA- SALINAS,05-06-2020,28,320,NA,765,76,NA,793,396,NA,14450
79,CA- SAN BERNARDINO,05-06-2020,5017,2738,NA,765,153,NA,5782,2891,NA,65025
80,CA- SAN DIEGO,05-06-2020,6353,3380,NA,680,136,NA,7033,3516,NA,65025
81,CA- SAN FRANCISCO,05-06-2020,4733,2468,NA,340,68,NA,5073,2536,NA,43350
82,CA- SAN JOSE,05-06-2020,2176,1428,NA,850,85,NA,3026,1513,NA,21675
83,CA- SAN LUIS OBISPO,05-06-2020,0,126,NA,510,102,NA,456,228,NA,14450
85,CA- SAN MATEO CO.,05-06-2020,2526,1297,NA,170,51,NA,2696,1348,NA,72250
86,CA- SANTA BARBARA,05-06-2020,116,398,NA,850,85,NA,966,483,NA,7225
87,CA- SANTA CRUZ,05-06-2020,104,128,NA,255,51,NA,359,179,NA,65025
89,CA- SANTA ROSA,05-06-2020,1691,913,NA,170,17,NA,1861,930,NA,14450
91,CA- STOCKTON,05-06-2020,468,412,NA,595,119,NA,1063,531,NA,65025
96,CA- VENTURA,05-06-2020,1148,659,NA,425,127,NA,1573,786,NA,36125
101,CO- BOULDER,05-06-2020,0,169,NA,680,68,NA,475,237,NA,14450
102,CO- COLORADO SPRINGS,05-06-2020,185,432,NA,850,85,NA,1035,517,NA,36125
103,CO- DENVER,05-06-2020,4437,2354,NA,340,34,NA,4777,2388,NA,7225
104,CO- FORT COLLINS,05-06-2020,44,141,NA,595,178,NA,639,319,NA,65025
105,CO- GRAND JUNCTION,05-06-2020,622,362,NA,170,34,NA,792,396,NA,36125
106,CO- GREELEY,05-06-2020,352,346,NA,425,42,NA,777,388,NA,43350
107,CO- PUEBLO,05-06-2020,118,331,NA,680,68,NA,798,399,NA,28900
109,CT- BRIDGEPORT,05-06-2020,1610,839,NA,85,8,NA,1695,847,NA,28900
110,CT- HARTFORD,05-06-2020,2831,1501,NA,425,127,NA,3256,1628,NA,14450
111,CT- NEW HAVEN,05-06-2020,3682,1892,NA,170,34,NA,3852,1926,NA,28900
112,DE- WILMINGTON,05-06-2020,1182,795,NA,680,136,NA,1862,931,NA,28900
113,DC- WASHINGTON,05-06-2020,4639,2574,NA,850,170,NA,5489,2744,NA,14450
115,FL- BRADENTON,05-06-2020,369,320,NA,340,34,NA,709,354,NA,57800
116,FL- CLEARWATER,05-06-2020,1382,767,NA,255,51,NA,1637,818,NA,36125
118,FL- FORT LAUDERDALE,05-06-2020,8529,4315,NA,170,34,NA,8699,4349,NA,36125
119,FL- FORT MYERS,05-06-2020,3656,1879,NA,170,34,NA,3826,1913,NA,7225
120,FL- GAINESVILLE,05-06-2020,1331,767,NA,510,153,NA,1841,920,NA,7225
122,FL- HUDSON,05-06-2020,912,558,NA,340,68,NA,1252,626,NA,28900
123,FL- JACKSONVILLE,05-06-2020,4147,2227,NA,765,229,NA,4912,2456,NA,72250
124,FL- LAKELAND,05-06-2020,813,509,NA,255,25,NA,1068,534,NA,43350
127,FL- MIAMI,05-06-2020,10612,5340,NA,170,51,NA,10782,5391,NA,43350
129,FL- OCALA,05-06-2020,603,455,NA,765,229,NA,1368,684,NA,72250
130,FL- ORLANDO,05-06-2020,9936,5053,NA,425,127,NA,10361,5180,NA,57800
131,FL- ORMOND BEACH,05-06-2020,1059,649,NA,595,178,NA,1654,827,NA,36125
133,FL- PANAMA CITY,05-06-2020,409,281,NA,255,51,NA,664,332,NA,72250
134,FL- PENSACOLA,05-06-2020,1669,1106,NA,680,68,NA,2349,1174,NA,57800
137,FL- SARASOTA,05-06-2020,935,620,NA,510,102,NA,1445,722,NA,7225
139,FL- ST PETERSBURG,05-06-2020,1173,757,NA,425,42,NA,1598,799,NA,50575
140,FL- TALLAHASSEE,05-06-2020,2017,1144,NA,680,204,NA,2697,1348,NA,72250
141,FL- TAMPA,05-06-2020,3495,1901,NA,765,229,NA,4260,2130,NA,36125
142,GA- ALBANY,05-06-2020,298,378,NA,765,153,NA,1063,531,NA,36125
144,GA- ATLANTA,05-06-2020,11639,5921,NA,340,68,NA,11979,5989,NA,72250
145,GA- AUGUSTA,05-06-2020,2115,1193,NA,340,34,NA,2455,1227,NA,28900
146,GA- COLUMBUS,05-06-2020,749,476,NA,510,153,NA,1259,629,NA,72250
147,GA- MACON,05-06-2020,1811,991,NA,425,127,NA,2236,1118,NA,43350
148,GA- ROME,05-06-2020,0,196,NA,850,170,NA,732,366,NA,57800
149,GA- SAVANNAH,05-06-2020,1293,953,NA,765,76,NA,2058,1029,NA,7225
151,ID- BOISE,05-06-2020,1312,809,NA,765,229,NA,2077,1038,NA,72250
152,ID- IDAHO FALLS,05-06-2020,0,145,NA,850,85,NA,461,230,NA,36125
154,IL- AURORA,05-06-2020,272,212,NA,255,51,NA,527,263,NA,28900
155,IL- BLUE ISLAND,05-06-2020,1771,1115,NA,765,153,NA,2536,1268,NA,28900
156,IL- CHICAGO,05-06-2020,8050,4127,NA,510,153,NA,8560,4280,NA,43350
158,IL- ELGIN,05-06-2020,321,390,NA,765,153,NA,1086,543,NA,43350
161,IL- EVANSTON,05-06-2020,1566,953,NA,850,255,NA,2416,1208,NA,14450
163,IL- HINSDALE,05-06-2020,420,346,NA,680,204,NA,1100,550,NA,7225
164,IL- JOLIET,05-06-2020,901,578,NA,425,85,NA,1326,663,NA,65025
166,IL- MELROSE PARK,05-06-2020,2499,1369,NA,595,178,NA,3094,1547,NA,14450
170,IL- PEORIA,05-06-2020,1689,912,NA,170,17,NA,1859,929,NA,7225
171,IL- ROCKFORD,05-06-2020,1021,612,NA,510,153,NA,1531,765,NA,7225
172,IL- SPRINGFIELD,05-06-2020,1865,1204,NA,680,68,NA,2545,1272,NA,7225
173,IL- URBANA,05-06-2020,784,494,NA,255,25,NA,1039,519,NA,28900
175,IL- BLOOMINGTON,05-06-2020,12,108,NA,255,25,NA,267,133,NA,65025
179,IN- EVANSVILLE,05-06-2020,1705,988,NA,340,34,NA,2045,1022,NA,50575
180,IN- FORT WAYNE,05-06-2020,1787,1064,NA,425,42,NA,2212,1106,NA,43350
181,IN- GARY,05-06-2020,1081,668,NA,425,85,NA,1506,753,NA,14450
183,IN- INDIANAPOLIS,05-06-2020,5822,3089,NA,595,119,NA,6417,3208,NA,72250
184,IN- LAFAYETTE,05-06-2020,486,345,NA,255,25,NA,741,370,NA,50575
185,IN- MUNCIE,05-06-2020,334,192,NA,85,17,NA,419,209,NA,57800
186,IN- MUNSTER,05-06-2020,559,518,NA,595,59,NA,1154,577,NA,7225
187,IN- SOUTH BEND,05-06-2020,1189,662,NA,340,102,NA,1529,764,NA,36125
188,IN- TERRE HAUTE,05-06-2020,369,235,NA,170,34,NA,539,269,NA,28900
190,IA- CEDAR RAPIDS,05-06-2020,606,456,NA,510,102,NA,1116,558,NA,36125
191,IA- DAVENPORT,05-06-2020,1798,1069,NA,425,42,NA,2223,1111,NA,28900
192,IA- DES MOINES,05-06-2020,2613,1578,NA,680,68,NA,3293,1646,NA,36125
193,IA- DUBUQUE,05-06-2020,205,170,NA,340,102,NA,545,272,NA,7225
194,IA- IOWA CITY,05-06-2020,1603,903,NA,340,68,NA,1943,971,NA,50575
195,IA- MASON CITY,05-06-2020,308,281,NA,425,85,NA,733,366,NA,28900
196,IA- SIOUX CITY,05-06-2020,707,481,NA,425,85,NA,1132,566,NA,21675
197,IA- WATERLOO,05-06-2020,0,234,NA,850,85,NA,639,319,NA,43350
200,KS- TOPEKA,05-06-2020,1462,748,NA,85,25,NA,1547,773,NA,7225
201,KS- WICHITA,05-06-2020,4695,2450,NA,255,25,NA,4950,2475,NA,72250
203,KY- COVINGTON,05-06-2020,336,397,NA,765,153,NA,1101,550,NA,28900
204,KY- LEXINGTON,05-06-2020,5121,2595,NA,85,8,NA,5206,2603,NA,72250
205,KY- LOUISVILLE,05-06-2020,4731,2400,NA,85,8,NA,4816,2408,NA,7225
207,KY- OWENSBORO,05-06-2020,387,219,NA,85,17,NA,472,236,NA,21675
208,KY- PADUCAH,05-06-2020,1452,794,NA,170,17,NA,1622,811,NA,14450
209,LA- ALEXANDRIA,05-06-2020,396,317,NA,595,178,NA,991,495,NA,36125
210,LA- BATON ROUGE,05-06-2020,1970,1138,NA,510,102,NA,2480,1240,NA,43350
212,LA- HOUMA,05-06-2020,0,180,NA,850,170,NA,701,350,NA,57800
213,LA- LAFAYETTE,05-06-2020,1482,1013,NA,680,68,NA,2162,1081,NA,21675
214,LA- LAKE CHARLES,05-06-2020,15,347,NA,850,85,NA,865,432,NA,28900
216,LA- METAIRIE,05-06-2020,331,369,NA,680,136,NA,1011,505,NA,14450
217,LA- MONROE,05-06-2020,415,411,NA,510,51,NA,925,462,NA,57800
218,LA- NEW ORLEANS,05-06-2020,1830,1093,NA,595,119,NA,2425,1212,NA,72250
219,LA- SHREVEPORT,05-06-2020,1971,1139,NA,765,229,NA,2736,1368,NA,72250
220,LA- SLIDELL,05-06-2020,334,235,NA,170,17,NA,504,252,NA,43350
221,ME- BANGOR,05-06-2020,240,460,NA,850,85,NA,1090,545,NA,36125
222,ME- PORTLAND,05-06-2020,2370,1261,NA,255,51,NA,2625,1312,NA,28900
223,MD- BALTIMORE,05-06-2020,6660,3347,NA,85,25,NA,6745,3372,NA,36125
225,MD- SALISBURY,05-06-2020,597,400,NA,340,68,NA,937,468,NA,43350
226,MD- TAKOMA PARK,05-06-2020,1032,592,NA,255,51,NA,1287,643,NA,72250
227,MA- BOSTON,05-06-2020,10304,5288,NA,680,204,NA,10984,5492,NA,14450
230,MA- SPRINGFIELD,05-06-2020,1516,783,NA,85,17,NA,1601,800,NA,36125
231,MA- WORCESTER,05-06-2020,1132,719,NA,510,102,NA,1642,821,NA,65025
232,MI- ANN ARBOR,05-06-2020,2669,1454,NA,595,178,NA,3264,1632,NA,50575
233,MI- DEARBORN,05-06-2020,1219,780,NA,425,42,NA,1644,822,NA,72250
234,MI- DETROIT,05-06-2020,4319,2261,NA,340,68,NA,4659,2329,NA,7225
235,MI- FLINT,05-06-2020,901,621,NA,425,42,NA,1326,663,NA,14450
236,MI- GRAND RAPIDS,05-06-2020,2054,1078,NA,255,76,NA,2309,1154,NA,36125
238,MI- KALAMAZOO,05-06-2020,1137,670,NA,340,68,NA,1477,738,NA,21675
239,MI- LANSING,05-06-2020,940,648,NA,595,119,NA,1535,767,NA,21675
240,MI- MARQUETTE,05-06-2020,403,227,NA,85,17,NA,488,244,NA,7225
242,MI- MUSKEGON,05-06-2020,26,166,NA,510,102,NA,536,268,NA,65025
243,MI- PETOSKEY,05-06-2020,0,20,NA,765,153,NA,346,173,NA,36125
244,MI- PONTIAC,05-06-2020,589,414,NA,595,178,NA,1184,592,NA,43350
245,MI- ROYAL OAK,05-06-2020,1962,1117,NA,680,204,NA,2642,1321,NA,65025
246,MI- SAGINAW,05-06-2020,1586,895,NA,510,153,NA,2096,1048,NA,72250
248,MI- ST JOSEPH,05-06-2020,0,75,NA,765,76,NA,302,151,NA,14450
249,MI- TRAVERSE CITY,05-06-2020,0,178,NA,765,76,NA,509,254,NA,57800
250,MN- DULUTH,05-06-2020,1077,573,NA,85,8,NA,1162,581,NA,72250
251,MN- MINNEAPOLIS,05-06-2020,7665,4172,NA,850,85,NA,8515,4257,NA,43350
253,MN- ROCHESTER,05-06-2020,1749,1214,NA,850,85,NA,2599,1299,NA,65025
254,MN- ST CLOUD,05-06-2020,367,319,NA,340,34,NA,707,353,NA,21675
256,MN- ST PAUL,05-06-2020,2030,1091,NA,255,51,NA,2285,1142,NA,43350
257,MS- GULFPORT,05-06-2020,688,378,NA,85,8,NA,773,386,NA,57800
258,MS- HATTIESBURG,05-06-2020,955,580,NA,255,25,NA,1210,605,NA,7225
259,MS- JACKSON,05-06-2020,4226,2189,NA,255,51,NA,4481,2240,NA,28900
260,MS- MERIDIAN,05-06-2020,723,413,NA,255,76,NA,978,489,NA,72250
261,MS- OXFORD,05-06-2020,0,243,NA,765,76,NA,638,319,NA,21675
262,MS- TUPELO,05-06-2020,780,730,NA,850,85,NA,1630,815,NA,28900
263,MO- CAPE GIRARDEAU,05-06-2020,857,462,NA,170,51,NA,1027,513,NA,50575
264,MO- COLUMBIA,05-06-2020,1249,863,NA,595,59,NA,1844,922,NA,7225
267,MO- JOPLIN,05-06-2020,784,443,NA,170,34,NA,954,477,NA,7225
268,MO- KANSAS CITY,05-06-2020,7075,3707,NA,850,255,NA,7925,3962,NA,57800
270,MO- SPRINGFIELD,05-06-2020,1279,911,NA,680,68,NA,1959,979,NA,21675
273,MO- ST LOUIS,05-06-2020,11691,6049,NA,510,51,NA,12201,6100,NA,65025
274,MT- BILLINGS,05-06-2020,1529,1036,NA,680,68,NA,2209,1104,NA,21675
275,MT- GREAT FALLS,05-06-2020,720,385,NA,85,17,NA,805,402,NA,43350
276,MT- MISSOULA,05-06-2020,819,545,NA,340,34,NA,1159,579,NA,7225
277,NE- LINCOLN,05-06-2020,1752,901,NA,85,17,NA,1837,918,NA,21675
278,NE- OMAHA,05-06-2020,4617,2478,NA,850,255,NA,5467,2733,NA,72250
279,NV- LAS VEGAS,05-06-2020,3742,1973,NA,340,68,NA,4082,2041,NA,7225
280,NV- RENO,05-06-2020,1496,833,NA,425,127,NA,1921,960,NA,50575
281,NH- LEBANON,05-06-2020,206,332,NA,765,153,NA,971,485,NA,43350
282,NH- MANCHESTER,05-06-2020,1124,902,NA,850,85,NA,1974,987,NA,57800
283,NJ- CAMDEN,05-06-2020,7222,3917,NA,765,76,NA,7987,3993,NA,21675
284,NJ- HACKENSACK,05-06-2020,3644,1856,NA,85,8,NA,3729,1864,NA,65025
285,NJ- MORRISTOWN,05-06-2020,1758,947,NA,170,17,NA,1928,964,NA,72250
288,NJ- NEW BRUNSWICK,05-06-2020,2426,1281,NA,340,102,NA,2766,1383,NA,21675
289,NJ- NEWARK,05-06-2020,4521,2328,NA,340,102,NA,4861,2430,NA,36125
291,NJ- PATERSON,05-06-2020,328,419,NA,850,170,NA,1178,589,NA,36125
292,NJ- RIDGEWOOD,05-06-2020,367,311,NA,425,85,NA,792,396,NA,14450
