HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-08-2020,7733,4080,NA,712,142,NA,8445,4222,NA,79210
2,AL- DOTHAN,05-08-2020,616,522,NA,712,142,NA,1328,664,NA,39605
5,AL- HUNTSVILLE,05-08-2020,1524,869,NA,356,71,NA,1880,940,NA,63368
6,AL- MOBILE,05-08-2020,2323,1375,NA,534,53,NA,2857,1428,NA,15842
7,AL- MONTGOMERY,05-08-2020,1012,667,NA,534,106,NA,1546,773,NA,7921
9,AL- TUSCALOOSA,05-08-2020,553,366,NA,445,133,NA,998,499,NA,7921
11,AZ- MESA,05-08-2020,1446,830,NA,534,160,NA,1980,990,NA,23763
12,AZ- PHOENIX,05-08-2020,7130,3698,NA,445,89,NA,7575,3787,NA,47526
14,AZ- SUN CITY,05-08-2020,365,316,NA,445,89,NA,810,405,NA,7921
15,AZ- TUCSON,05-08-2020,1723,1182,NA,801,80,NA,2524,1262,NA,63368
16,AR- FORT SMITH,05-08-2020,569,569,NA,712,71,NA,1281,640,NA,15842
18,AR- JONESBORO,05-08-2020,370,292,NA,534,160,NA,904,452,NA,31684
19,AR- LITTLE ROCK,05-08-2020,5505,2860,NA,267,26,NA,5772,2886,NA,23763
21,AR- SPRINGDALE,05-08-2020,523,475,NA,534,53,NA,1057,528,NA,47526
22,AR- TEXARKANA,05-08-2020,446,437,NA,534,53,NA,980,490,NA,79210
23,CA- ORANGE CO.,05-08-2020,7028,3701,NA,623,124,NA,7651,3825,NA,23763
25,CA- BAKERSFIELD,05-08-2020,3527,1791,NA,89,17,NA,3616,1808,NA,39605
31,CA- CHICO,05-08-2020,0,249,NA,712,71,NA,640,320,NA,39605
33,CA- CONTRA COSTA CO.,05-08-2020,1291,859,NA,712,142,NA,2003,1001,NA,39605
43,CA- FRESNO,05-08-2020,1393,963,NA,890,178,NA,2283,1141,NA,7921
56,CA- LOS ANGELES,05-08-2020,24447,12295,NA,356,106,NA,24803,12401,NA,23763
58,CA- MODESTO,05-08-2020,1096,673,NA,623,186,NA,1719,859,NA,23763
62,CA- NAPA,05-08-2020,137,202,NA,445,89,NA,582,291,NA,71289
65,CA- ALAMEDA CO.,05-08-2020,2489,1600,NA,890,89,NA,3379,1689,NA,23763
69,CA- PALM SPR/RANCHO MIR.,05-08-2020,608,482,NA,445,44,NA,1053,526,NA,23763
73,CA- REDDING,05-08-2020,637,497,NA,445,44,NA,1082,541,NA,39605
77,CA- SACRAMENTO,05-08-2020,3983,2152,NA,801,240,NA,4784,2392,NA,7921
78,CA- SALINAS,05-08-2020,526,343,NA,267,53,NA,793,396,NA,47526
