HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,512,486,537,04-18-2020
2,AL- DOTHAN,87,552,524,579,04-18-2020
5,AL- HUNTSVILLE,85,544,516,571,04-18-2020
6,AL- MOBILE,83,624,592,655,04-18-2020
7,AL- MONTGOMERY,85,536,509,562,04-18-2020
9,AL- TUSCALOOSA,89,584,554,613,04-18-2020
11,AZ- MESA,84,528,501,554,04-18-2020
12,AZ- PHOENIX,81,632,600,663,04-18-2020
14,AZ- SUN CITY,90,592,562,621,04-18-2020
15,AZ- TUCSON,83,504,478,529,04-18-2020
16,AR- FORT SMITH,87,600,570,630,04-18-2020
18,AR- JONESBORO,89,496,471,520,04-18-2020
19,AR- LITTLE ROCK,81,472,448,495,04-18-2020
21,AR- SPRINGDALE,88,552,524,579,04-18-2020
22,AR- TEXARKANA,89,568,539,596,04-18-2020
23,CA- ORANGE CO.,81,640,608,672,04-18-2020
25,CA- BAKERSFIELD,82,464,440,487,04-18-2020
31,CA- CHICO,95,560,532,588,04-18-2020
33,CA- CONTRA COSTA CO.,84,560,532,588,04-18-2020
43,CA- FRESNO,83,536,509,562,04-18-2020
56,CA- LOS ANGELES,80,528,501,554,04-18-2020
58,CA- MODESTO,85,528,501,554,04-18-2020
62,CA- NAPA,95,416,395,436,04-18-2020
65,CA- ALAMEDA CO.,82,584,554,613,04-18-2020
69,CA- PALM SPR/RANCHO MIR.,89,512,486,537,04-18-2020
73,CA- REDDING,88,536,509,562,04-18-2020
77,CA- SACRAMENTO,82,568,539,596,04-18-2020
78,CA- SALINAS,89,464,440,487,04-18-2020
79,CA- SAN BERNARDINO,81,536,509,562,04-18-2020
80,CA- SAN DIEGO,81,528,501,554,04-18-2020
81,CA- SAN FRANCISCO,81,600,570,630,04-18-2020
82,CA- SAN JOSE,83,496,471,520,04-18-2020
83,CA- SAN LUIS OBISPO,97,512,486,537,04-18-2020
85,CA- SAN MATEO CO.,83,520,494,546,04-18-2020
86,CA- SANTA BARBARA,88,552,524,579,04-18-2020
87,CA- SANTA CRUZ,102,480,456,504,04-18-2020
89,CA- SANTA ROSA,85,568,539,596,04-18-2020
91,CA- STOCKTON,89,640,608,672,04-18-2020
96,CA- VENTURA,85,512,486,537,04-18-2020
101,CO- BOULDER,100,584,554,613,04-18-2020
102,CO- COLORADO SPRINGS,87,480,456,504,04-18-2020
103,CO- DENVER,81,584,554,613,04-18-2020
104,CO- FORT COLLINS,93,488,463,512,04-18-2020
105,CO- GRAND JUNCTION,92,536,509,562,04-18-2020
106,CO- GREELEY,92,536,509,562,04-18-2020
107,CO- PUEBLO,92,488,463,512,04-18-2020
109,CT- BRIDGEPORT,84,472,448,495,04-18-2020
110,CT- HARTFORD,82,544,516,571,04-18-2020
111,CT- NEW HAVEN,82,464,440,487,04-18-2020
112,DE- WILMINGTON,85,536,509,562,04-18-2020
113,DC- WASHINGTON,81,480,456,504,04-18-2020
115,FL- BRADENTON,92,576,547,604,04-18-2020
116,FL- CLEARWATER,85,536,509,562,04-18-2020
118,FL- FORT LAUDERDALE,81,584,554,613,04-18-2020
119,FL- FORT MYERS,82,560,532,588,04-18-2020
120,FL- GAINESVILLE,85,536,509,562,04-18-2020
