HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,126,119,132,04-16-2020
2,AL- DOTHAN,90,140,133,147,04-16-2020
5,AL- HUNTSVILLE,87,140,133,147,04-16-2020
6,AL- MOBILE,83,98,93,102,04-16-2020
7,AL- MONTGOMERY,81,28,26,29,04-16-2020
9,AL- TUSCALOOSA,88,84,79,88,04-16-2020
11,AZ- MESA,82,56,53,58,04-16-2020
12,AZ- PHOENIX,80,70,66,73,04-16-2020
14,AZ- SUN CITY,97,140,133,147,04-16-2020
15,AZ- TUCSON,83,84,79,88,04-16-2020
16,AR- FORT SMITH,84,56,53,58,04-16-2020
18,AR- JONESBORO,93,126,119,132,04-16-2020
19,AR- LITTLE ROCK,81,70,66,73,04-16-2020
21,AR- SPRINGDALE,87,84,79,88,04-16-2020
22,AR- TEXARKANA,88,84,79,88,04-16-2020
23,CA- ORANGE CO.,80,28,26,29,04-16-2020
25,CA- BAKERSFIELD,81,42,39,44,04-16-2020
31,CA- CHICO,84,28,26,29,04-16-2020
33,CA- CONTRA COSTA CO.,82,42,39,44,04-16-2020
43,CA- FRESNO,81,42,39,44,04-16-2020
56,CA- LOS ANGELES,80,98,93,102,04-16-2020
58,CA- MODESTO,80,14,13,14,04-16-2020
62,CA- NAPA,89,56,53,58,04-16-2020
65,CA- ALAMEDA CO.,80,14,13,14,04-16-2020
69,CA- PALM SPR/RANCHO MIR.,90,112,106,117,04-16-2020
73,CA- REDDING,91,126,119,132,04-16-2020
77,CA- SACRAMENTO,82,140,133,147,04-16-2020
78,CA- SALINAS,92,98,93,102,04-16-2020
79,CA- SAN BERNARDINO,81,70,66,73,04-16-2020
80,CA- SAN DIEGO,80,28,26,29,04-16-2020
81,CA- SAN FRANCISCO,80,28,26,29,04-16-2020
82,CA- SAN JOSE,83,98,93,102,04-16-2020
83,CA- SAN LUIS OBISPO,107,126,119,132,04-16-2020
85,CA- SAN MATEO CO.,80,14,13,14,04-16-2020
86,CA- SANTA BARBARA,88,84,79,88,04-16-2020
87,CA- SANTA CRUZ,107,98,93,102,04-16-2020
89,CA- SANTA ROSA,85,98,93,102,04-16-2020
91,CA- STOCKTON,83,42,39,44,04-16-2020
96,CA- VENTURA,86,98,93,102,04-16-2020
101,CO- BOULDER,94,70,66,73,04-16-2020
102,CO- COLORADO SPRINGS,92,126,119,132,04-16-2020
103,CO- DENVER,81,56,53,58,04-16-2020
104,CO- FORT COLLINS,86,42,39,44,04-16-2020
105,CO- GRAND JUNCTION,92,98,93,102,04-16-2020
106,CO- GREELEY,83,28,26,29,04-16-2020
107,CO- PUEBLO,97,140,133,147,04-16-2020
109,CT- BRIDGEPORT,83,56,53,58,04-16-2020
110,CT- HARTFORD,83,98,93,102,04-16-2020
111,CT- NEW HAVEN,82,98,93,102,04-16-2020
112,DE- WILMINGTON,82,42,39,44,04-16-2020
113,DC- WASHINGTON,81,70,66,73,04-16-2020
115,FL- BRADENTON,97,126,119,132,04-16-2020
116,FL- CLEARWATER,85,98,93,102,04-16-2020
118,FL- FORT LAUDERDALE,81,140,133,147,04-16-2020
119,FL- FORT MYERS,81,42,39,44,04-16-2020
120,FL- GAINESVILLE,86,126,119,132,04-16-2020
122,FL- HUDSON,86,84,79,88,04-16-2020
123,FL- JACKSONVILLE,81,56,53,58,04-16-2020
124,FL- LAKELAND,86,70,66,73,04-16-2020
127,FL- MIAMI,81,126,119,132,04-16-2020
129,FL- OCALA,83,42,39,44,04-16-2020
130,FL- ORLANDO,80,14,13,14,04-16-2020
131,FL- ORMOND BEACH,85,98,93,102,04-16-2020
133,FL- PANAMA CITY,88,56,53,58,04-16-2020
134,FL- PENSACOLA,82,70,66,73,04-16-2020
137,FL- SARASOTA,80,14,13,14,04-16-2020
139,FL- ST PETERSBURG,87,112,106,117,04-16-2020
140,FL- TALLAHASSEE,80,14,13,14,04-16-2020
141,FL- TAMPA,81,56,53,58,04-16-2020
142,GA- ALBANY,93,140,133,147,04-16-2020
144,GA- ATLANTA,80,112,106,117,04-16-2020
145,GA- AUGUSTA,83,98,93,102,04-16-2020
146,GA- COLUMBUS,83,42,39,44,04-16-2020
147,GA- MACON,85,112,106,117,04-16-2020
148,GA- ROME,97,126,119,132,04-16-2020
149,GA- SAVANNAH,86,126,119,132,04-16-2020
151,ID- BOISE,84,98,93,102,04-16-2020
152,ID- IDAHO FALLS,95,70,66,73,04-16-2020
154,IL- AURORA,85,28,26,29,04-16-2020
155,IL- BLUE ISLAND,81,28,26,29,04-16-2020
156,IL- CHICAGO,80,42,39,44,04-16-2020
158,IL- ELGIN,91,126,119,132,04-16-2020
161,IL- EVANSTON,85,126,119,132,04-16-2020
163,IL- HINSDALE,87,84,79,88,04-16-2020
164,IL- JOLIET,81,14,13,14,04-16-2020
166,IL- MELROSE PARK,82,70,66,73,04-16-2020
170,IL- PEORIA,84,84,79,88,04-16-2020
171,IL- ROCKFORD,82,42,39,44,04-16-2020
172,IL- SPRINGFIELD,82,70,66,73,04-16-2020
173,IL- URBANA,85,56,53,58,04-16-2020
175,IL- BLOOMINGTON,95,42,39,44,04-16-2020
179,IN- EVANSVILLE,81,28,26,29,04-16-2020
180,IN- FORT WAYNE,83,70,66,73,04-16-2020
181,IN- GARY,87,112,106,117,04-16-2020
