HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-03-2020,8366,4215,NA,79,7,NA,8445,4222,NA,49928
2,AL- DOTHAN,05-03-2020,538,427,NA,790,237,NA,1328,664,NA,56169
5,AL- HUNTSVILLE,05-03-2020,1248,814,NA,632,126,NA,1880,940,NA,31205
6,AL- MOBILE,05-03-2020,2304,1373,NA,553,55,NA,2857,1428,NA,49928
7,AL- MONTGOMERY,05-03-2020,1467,766,NA,79,7,NA,1546,773,NA,18723
9,AL- TUSCALOOSA,05-03-2020,603,460,NA,395,39,NA,998,499,NA,49928
11,AZ- MESA,05-03-2020,1506,896,NA,474,94,NA,1980,990,NA,18723
12,AZ- PHOENIX,05-03-2020,7417,3740,NA,158,47,NA,7575,3787,NA,49928
14,AZ- SUN CITY,05-03-2020,178,342,NA,632,63,NA,810,405,NA,37446
15,AZ- TUCSON,05-03-2020,2208,1168,NA,316,94,NA,2524,1262,NA,43687
16,AR- FORT SMITH,05-03-2020,886,561,NA,395,79,NA,1281,640,NA,18723
18,AR- JONESBORO,05-03-2020,430,310,NA,474,142,NA,904,452,NA,56169
19,AR- LITTLE ROCK,05-03-2020,5456,2792,NA,316,94,NA,5772,2886,NA,12482
21,AR- SPRINGDALE,05-03-2020,583,481,NA,474,47,NA,1057,528,NA,37446
22,AR- TEXARKANA,05-03-2020,585,451,NA,395,39,NA,980,490,NA,56169
23,CA- ORANGE CO.,05-03-2020,7177,3683,NA,474,142,NA,7651,3825,NA,6241
25,CA- BAKERSFIELD,05-03-2020,3221,1769,NA,395,39,NA,3616,1808,NA,43687
31,CA- CHICO,05-03-2020,166,178,NA,474,142,NA,640,320,NA,49928
33,CA- CONTRA COSTA CO.,05-03-2020,1371,875,NA,632,126,NA,2003,1001,NA,62410
43,CA- FRESNO,05-03-2020,2204,1126,NA,79,15,NA,2283,1141,NA,6241
56,CA- LOS ANGELES,05-03-2020,24487,12338,NA,316,63,NA,24803,12401,NA,6241
58,CA- MODESTO,05-03-2020,1166,694,NA,553,165,NA,1719,859,NA,6241
62,CA- NAPA,05-03-2020,424,276,NA,158,15,NA,582,291,NA,6241
65,CA- ALAMEDA CO.,05-03-2020,2668,1476,NA,711,213,NA,3379,1689,NA,62410
69,CA- PALM SPR/RANCHO MIR.,05-03-2020,263,447,NA,790,79,NA,1053,526,NA,6241
73,CA- REDDING,05-03-2020,450,415,NA,632,126,NA,1082,541,NA,43687
77,CA- SACRAMENTO,05-03-2020,4626,2345,NA,158,47,NA,4784,2392,NA,49928
