HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,82,1008,957,1058,05-23-2020
2,AL- DOTHAN,96,1206,1145,1266,05-23-2020
5,AL- HUNTSVILLE,91,1026,974,1077,05-23-2020
6,AL- MOBILE,87,1098,1043,1152,05-23-2020
7,AL- MONTGOMERY,93,1062,1008,1115,05-23-2020
9,AL- TUSCALOOSA,94,900,855,945,05-23-2020
11,AZ- MESA,90,1116,1060,1171,05-23-2020
12,AZ- PHOENIX,82,1170,1111,1228,05-23-2020
14,AZ- SUN CITY,104,1188,1128,1247,05-23-2020
15,AZ- TUCSON,88,936,889,982,05-23-2020
16,AR- FORT SMITH,96,1170,1111,1228,05-23-2020
18,AR- JONESBORO,101,1224,1162,1285,05-23-2020
19,AR- LITTLE ROCK,83,1296,1231,1360,05-23-2020
21,AR- SPRINGDALE,97,900,855,945,05-23-2020
22,AR- TEXARKANA,100,990,940,1039,05-23-2020
23,CA- ORANGE CO.,82,936,889,982,05-23-2020
25,CA- BAKERSFIELD,85,972,923,1020,05-23-2020
31,CA- CHICO,113,1080,1026,1134,05-23-2020
33,CA- CONTRA COSTA CO.,90,1008,957,1058,05-23-2020
43,CA- FRESNO,89,1116,1060,1171,05-23-2020
56,CA- LOS ANGELES,80,1026,974,1077,05-23-2020
58,CA- MODESTO,92,936,889,982,05-23-2020
62,CA- NAPA,114,1080,1026,1134,05-23-2020
65,CA- ALAMEDA CO.,86,1080,1026,1134,05-23-2020
69,CA- PALM SPR/RANCHO MIR.,97,882,837,926,05-23-2020
73,CA- REDDING,99,1206,1145,1266,05-23-2020
77,CA- SACRAMENTO,84,1206,1145,1266,05-23-2020
78,CA- SALINAS,107,972,923,1020,05-23-2020
79,CA- SAN BERNARDINO,83,1134,1077,1190,05-23-2020
80,CA- SAN DIEGO,82,1170,1111,1228,05-23-2020
81,CA- SAN FRANCISCO,84,1134,1077,1190,05-23-2020
82,CA- SAN JOSE,87,1242,1179,1304,05-23-2020
83,CA- SAN LUIS OBISPO,127,972,923,1020,05-23-2020
85,CA- SAN MATEO CO.,85,828,786,869,05-23-2020
86,CA- SANTA BARBARA,102,1206,1145,1266,05-23-2020
87,CA- SANTA CRUZ,140,1044,991,1096,05-23-2020
89,CA- SANTA ROSA,91,1026,974,1077,05-23-2020
91,CA- STOCKTON,100,1062,1008,1115,05-23-2020
96,CA- VENTURA,90,828,786,869,05-23-2020
101,CO- BOULDER,125,1134,1077,1190,05-23-2020
102,CO- COLORADO SPRINGS,100,1044,991,1096,05-23-2020
103,CO- DENVER,84,1116,1060,1171,05-23-2020
104,CO- FORT COLLINS,113,1098,1043,1152,05-23-2020
105,CO- GRAND JUNCTION,107,1152,1094,1209,05-23-2020
106,CO- GREELEY,105,1080,1026,1134,05-23-2020
107,CO- PUEBLO,104,1008,957,1058,05-23-2020
109,CT- BRIDGEPORT,92,1080,1026,1134,05-23-2020
110,CT- HARTFORD,86,1008,957,1058,05-23-2020
111,CT- NEW HAVEN,85,1134,1077,1190,05-23-2020
112,DE- WILMINGTON,90,936,889,982,05-23-2020
113,DC- WASHINGTON,83,1098,1043,1152,05-23-2020
115,FL- BRADENTON,110,1170,1111,1228,05-23-2020
116,FL- CLEARWATER,93,1278,1214,1341,05-23-2020
118,FL- FORT LAUDERDALE,82,1044,991,1096,05-23-2020
119,FL- FORT MYERS,85,1008,957,1058,05-23-2020
120,FL- GAINESVILLE,91,1296,1231,1360,05-23-2020
122,FL- HUDSON,97,1044,991,1096,05-23-2020
123,FL- JACKSONVILLE,84,1008,957,1058,05-23-2020
124,FL- LAKELAND,98,972,923,1020,05-23-2020
127,FL- MIAMI,81,882,837,926,05-23-2020
129,FL- OCALA,95,1098,1043,1152,05-23-2020
130,FL- ORLANDO,82,1044,991,1096,05-23-2020
131,FL- ORMOND BEACH,91,1098,1043,1152,05-23-2020
133,FL- PANAMA CITY,109,1170,1111,1228,05-23-2020
134,FL- PENSACOLA,89,1044,991,1096,05-23-2020
137,FL- SARASOTA,94,1098,1043,1152,05-23-2020
139,FL- ST PETERSBURG,93,1026,974,1077,05-23-2020
140,FL- TALLAHASSEE,88,1080,1026,1134,05-23-2020
141,FL- TAMPA,84,1026,974,1077,05-23-2020
142,GA- ALBANY,96,954,906,1001,05-23-2020
144,GA- ATLANTA,81,1170,1111,1228,05-23-2020
145,GA- AUGUSTA,87,954,906,1001,05-23-2020
146,GA- COLUMBUS,97,1134,1077,1190,05-23-2020
147,GA- MACON,89,1008,957,1058,05-23-2020
148,GA- ROME,104,918,872,963,05-23-2020
149,GA- SAVANNAH,89,1080,1026,1134,05-23-2020
151,ID- BOISE,89,990,940,1039,05-23-2020
152,ID- IDAHO FALLS,122,936,889,982,05-23-2020
154,IL- AURORA,120,1044,991,1096,05-23-2020
155,IL- BLUE ISLAND,88,1224,1162,1285,05-23-2020
156,IL- CHICAGO,82,1260,1197,1323,05-23-2020
158,IL- ELGIN,98,1044,991,1096,05-23-2020
161,IL- EVANSTON,88,1062,1008,1115,05-23-2020
163,IL- HINSDALE,99,1170,1111,1228,05-23-2020
164,IL- JOLIET,96,1170,1111,1228,05-23-2020
