HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,04-30-2020,7788,4157,NA,657,65,NA,8445,4222,NA,47961
2,AL- DOTHAN,04-30-2020,598,591,NA,730,73,NA,1328,664,NA,53290
5,AL- HUNTSVILLE,04-30-2020,1296,882,NA,584,58,NA,1880,940,NA,21316
6,AL- MOBILE,04-30-2020,2492,1319,NA,365,109,NA,2857,1428,NA,37303
7,AL- MONTGOMERY,04-30-2020,1473,752,NA,73,21,NA,1546,773,NA,31974
9,AL- TUSCALOOSA,04-30-2020,414,441,NA,584,58,NA,998,499,NA,37303
11,AZ- MESA,04-30-2020,1542,947,NA,438,43,NA,1980,990,NA,10658
12,AZ- PHOENIX,04-30-2020,7356,3744,NA,219,43,NA,7575,3787,NA,42632
14,AZ- SUN CITY,04-30-2020,664,362,NA,146,43,NA,810,405,NA,53290
15,AZ- TUCSON,04-30-2020,2013,1211,NA,511,51,NA,2524,1262,NA,10658
16,AR- FORT SMITH,04-30-2020,916,567,NA,365,73,NA,1281,640,NA,26645
18,AR- JONESBORO,04-30-2020,758,438,NA,146,14,NA,904,452,NA,53290
19,AR- LITTLE ROCK,04-30-2020,5407,2813,NA,365,73,NA,5772,2886,NA,21316
21,AR- SPRINGDALE,04-30-2020,619,441,NA,438,87,NA,1057,528,NA,26645
22,AR- TEXARKANA,04-30-2020,615,417,NA,365,73,NA,980,490,NA,15987
23,CA- ORANGE CO.,04-30-2020,6921,3606,NA,730,219,NA,7651,3825,NA,53290
25,CA- BAKERSFIELD,04-30-2020,3397,1743,NA,219,65,NA,3616,1808,NA,47961
31,CA- CHICO,04-30-2020,56,145,NA,584,175,NA,640,320,NA,10658
33,CA- CONTRA COSTA CO.,04-30-2020,1857,958,NA,146,43,NA,2003,1001,NA,37303
43,CA- FRESNO,04-30-2020,2210,1134,NA,73,7,NA,2283,1141,NA,31974
56,CA- LOS ANGELES,04-30-2020,24438,12292,NA,365,109,NA,24803,12401,NA,53290
58,CA- MODESTO,04-30-2020,1354,823,NA,365,36,NA,1719,859,NA,37303
62,CA- NAPA,04-30-2020,0,218,NA,730,73,NA,582,291,NA,31974
65,CA- ALAMEDA CO.,04-30-2020,2722,1558,NA,657,131,NA,3379,1689,NA,42632
69,CA- PALM SPR/RANCHO MIR.,04-30-2020,907,512,NA,146,14,NA,1053,526,NA,21316
73,CA- REDDING,04-30-2020,644,498,NA,438,43,NA,1082,541,NA,26645
77,CA- SACRAMENTO,04-30-2020,4492,2334,NA,292,58,NA,4784,2392,NA,47961
78,CA- SALINAS,04-30-2020,574,353,NA,219,43,NA,793,396,NA,21316
79,CA- SAN BERNARDINO,04-30-2020,5490,2804,NA,292,87,NA,5782,2891,NA,21316
80,CA- SAN DIEGO,04-30-2020,6595,3429,NA,438,87,NA,7033,3516,NA,5329
81,CA- SAN FRANCISCO,04-30-2020,4635,2405,NA,438,131,NA,5073,2536,NA,5329
82,CA- SAN JOSE,04-30-2020,2588,1382,NA,438,131,NA,3026,1513,NA,5329
83,CA- SAN LUIS OBISPO,04-30-2020,91,119,NA,365,109,NA,456,228,NA,37303
85,CA- SAN MATEO CO.,04-30-2020,1966,1275,NA,730,73,NA,2696,1348,NA,37303
86,CA- SANTA BARBARA,04-30-2020,747,418,NA,219,65,NA,966,483,NA,47961
87,CA- SANTA CRUZ,04-30-2020,67,121,NA,292,58,NA,359,179,NA,31974
89,CA- SANTA ROSA,04-30-2020,1350,879,NA,511,51,NA,1861,930,NA,37303
91,CA- STOCKTON,04-30-2020,771,444,NA,292,87,NA,1063,531,NA,21316
96,CA- VENTURA,04-30-2020,916,589,NA,657,197,NA,1573,786,NA,5329
101,CO- BOULDER,04-30-2020,0,172,NA,657,65,NA,475,237,NA,15987
102,CO- COLORADO SPRINGS,04-30-2020,597,474,NA,438,43,NA,1035,517,NA,53290
103,CO- DENVER,04-30-2020,4193,2330,NA,584,58,NA,4777,2388,NA,26645
104,CO- FORT COLLINS,04-30-2020,347,290,NA,292,29,NA,639,319,NA,5329
105,CO- GRAND JUNCTION,04-30-2020,646,367,NA,146,29,NA,792,396,NA,15987
106,CO- GREELEY,04-30-2020,193,213,NA,584,175,NA,777,388,NA,47961
107,CO- PUEBLO,04-30-2020,360,268,NA,438,131,NA,798,399,NA,42632
109,CT- BRIDGEPORT,04-30-2020,1330,738,NA,365,109,NA,1695,847,NA,47961
110,CT- HARTFORD,04-30-2020,2964,1541,NA,292,87,NA,3256,1628,NA,10658
111,CT- NEW HAVEN,04-30-2020,3195,1861,NA,657,65,NA,3852,1926,NA,53290
112,DE- WILMINGTON,04-30-2020,1132,858,NA,730,73,NA,1862,931,NA,31974
113,DC- WASHINGTON,04-30-2020,4978,2693,NA,511,51,NA,5489,2744,NA,5329
115,FL- BRADENTON,04-30-2020,125,238,NA,584,116,NA,709,354,NA,31974
116,FL- CLEARWATER,04-30-2020,1199,775,NA,438,43,NA,1637,818,NA,53290
118,FL- FORT LAUDERDALE,04-30-2020,7969,4130,NA,730,219,NA,8699,4349,NA,47961
119,FL- FORT MYERS,04-30-2020,3680,1884,NA,146,29,NA,3826,1913,NA,31974
120,FL- GAINESVILLE,04-30-2020,1403,833,NA,438,87,NA,1841,920,NA,42632
122,FL- HUDSON,04-30-2020,522,553,NA,730,73,NA,1252,626,NA,26645
123,FL- JACKSONVILLE,04-30-2020,4182,2383,NA,730,73,NA,4912,2456,NA,15987
124,FL- LAKELAND,04-30-2020,776,476,NA,292,58,NA,1068,534,NA,53290
127,FL- MIAMI,04-30-2020,10198,5275,NA,584,116,NA,10782,5391,NA,15987
129,FL- OCALA,04-30-2020,1222,655,NA,146,29,NA,1368,684,NA,26645
130,FL- ORLANDO,04-30-2020,10215,5166,NA,146,14,NA,10361,5180,NA,53290
131,FL- ORMOND BEACH,04-30-2020,924,754,NA,730,73,NA,1654,827,NA,26645
133,FL- PANAMA CITY,04-30-2020,445,289,NA,219,43,NA,664,332,NA,10658
134,FL- PENSACOLA,04-30-2020,2276,1167,NA,73,7,NA,2349,1174,NA,47961
137,FL- SARASOTA,04-30-2020,861,606,NA,584,116,NA,1445,722,NA,37303
139,FL- ST PETERSBURG,04-30-2020,1525,792,NA,73,7,NA,1598,799,NA,37303
140,FL- TALLAHASSEE,04-30-2020,2332,1312,NA,365,36,NA,2697,1348,NA,31974
141,FL- TAMPA,04-30-2020,4041,2065,NA,219,65,NA,4260,2130,NA,47961
142,GA- ALBANY,04-30-2020,771,502,NA,292,29,NA,1063,531,NA,42632
144,GA- ATLANTA,04-30-2020,11395,5873,NA,584,116,NA,11979,5989,NA,47961
145,GA- AUGUSTA,04-30-2020,2163,1198,NA,292,29,NA,2455,1227,NA,37303
146,GA- COLUMBUS,04-30-2020,1186,622,NA,73,7,NA,1259,629,NA,37303
147,GA- MACON,04-30-2020,1506,972,NA,730,146,NA,2236,1118,NA,15987
148,GA- ROME,04-30-2020,148,250,NA,584,116,NA,732,366,NA,15987
149,GA- SAVANNAH,04-30-2020,1474,854,NA,584,175,NA,2058,1029,NA,31974
151,ID- BOISE,04-30-2020,1420,973,NA,657,65,NA,2077,1038,NA,53290
152,ID- IDAHO FALLS,04-30-2020,388,216,NA,73,14,NA,461,230,NA,42632
154,IL- AURORA,04-30-2020,0,147,NA,584,116,NA,527,263,NA,47961
155,IL- BLUE ISLAND,04-30-2020,1952,1093,NA,584,175,NA,2536,1268,NA,42632
156,IL- CHICAGO,04-30-2020,8268,4251,NA,292,29,NA,8560,4280,NA,37303
158,IL- ELGIN,04-30-2020,721,507,NA,365,36,NA,1086,543,NA,15987
161,IL- EVANSTON,04-30-2020,1832,1033,NA,584,175,NA,2416,1208,NA,31974
163,IL- HINSDALE,04-30-2020,443,419,NA,657,131,NA,1100,550,NA,5329
164,IL- JOLIET,04-30-2020,1253,649,NA,73,14,NA,1326,663,NA,37303
166,IL- MELROSE PARK,04-30-2020,2948,1533,NA,146,14,NA,3094,1547,NA,26645
170,IL- PEORIA,04-30-2020,1275,813,NA,584,116,NA,1859,929,NA,15987
171,IL- ROCKFORD,04-30-2020,1093,722,NA,438,43,NA,1531,765,NA,10658
172,IL- SPRINGFIELD,04-30-2020,2399,1243,NA,146,29,NA,2545,1272,NA,53290
173,IL- URBANA,04-30-2020,601,432,NA,438,87,NA,1039,519,NA,53290
175,IL- BLOOMINGTON,04-30-2020,121,90,NA,146,43,NA,267,133,NA,31974
179,IN- EVANSVILLE,04-30-2020,1899,979,NA,146,43,NA,2045,1022,NA,5329
180,IN- FORT WAYNE,04-30-2020,1993,1041,NA,219,65,NA,2212,1106,NA,10658
181,IN- GARY,04-30-2020,995,651,NA,511,102,NA,1506,753,NA,26645
183,IN- INDIANAPOLIS,04-30-2020,5760,3143,NA,657,65,NA,6417,3208,NA,31974
184,IN- LAFAYETTE,04-30-2020,595,327,NA,146,43,NA,741,370,NA,15987
185,IN- MUNCIE,04-30-2020,200,188,NA,219,21,NA,419,209,NA,26645
186,IN- MUNSTER,04-30-2020,497,512,NA,657,65,NA,1154,577,NA,10658
187,IN- SOUTH BEND,04-30-2020,1383,750,NA,146,14,NA,1529,764,NA,42632
188,IN- TERRE HAUTE,04-30-2020,247,211,NA,292,58,NA,539,269,NA,26645
190,IA- CEDAR RAPIDS,04-30-2020,970,515,NA,146,43,NA,1116,558,NA,21316
191,IA- DAVENPORT,04-30-2020,2077,1097,NA,146,14,NA,2223,1111,NA,42632
192,IA- DES MOINES,04-30-2020,3001,1588,NA,292,58,NA,3293,1646,NA,21316
193,IA- DUBUQUE,04-30-2020,399,243,NA,146,29,NA,545,272,NA,5329
194,IA- IOWA CITY,04-30-2020,1505,840,NA,438,131,NA,1943,971,NA,53290
195,IA- MASON CITY,04-30-2020,660,345,NA,73,21,NA,733,366,NA,21316
196,IA- SIOUX CITY,04-30-2020,986,552,NA,146,14,NA,1132,566,NA,5329
197,IA- WATERLOO,04-30-2020,420,254,NA,219,65,NA,639,319,NA,53290
200,KS- TOPEKA,04-30-2020,817,700,NA,730,73,NA,1547,773,NA,10658
201,KS- WICHITA,04-30-2020,4512,2344,NA,438,131,NA,4950,2475,NA,26645
203,KY- COVINGTON,04-30-2020,590,448,NA,511,102,NA,1101,550,NA,37303
204,KY- LEXINGTON,04-30-2020,4695,2552,NA,511,51,NA,5206,2603,NA,53290
205,KY- LOUISVILLE,04-30-2020,4597,2365,NA,219,43,NA,4816,2408,NA,5329
207,KY- OWENSBORO,04-30-2020,0,120,NA,584,116,NA,472,236,NA,47961
208,KY- PADUCAH,04-30-2020,1111,760,NA,511,51,NA,1622,811,NA,5329
209,LA- ALEXANDRIA,04-30-2020,407,320,NA,584,175,NA,991,495,NA,42632
210,LA- BATON ROUGE,04-30-2020,1823,1043,NA,657,197,NA,2480,1240,NA,53290
212,LA- HOUMA,04-30-2020,44,219,NA,657,131,NA,701,350,NA,26645
213,LA- LAFAYETTE,04-30-2020,2089,1060,NA,73,21,NA,2162,1081,NA,10658
214,LA- LAKE CHARLES,04-30-2020,135,213,NA,730,219,NA,865,432,NA,31974
216,LA- METAIRIE,04-30-2020,427,447,NA,584,58,NA,1011,505,NA,42632
217,LA- MONROE,04-30-2020,633,433,NA,292,29,NA,925,462,NA,47961
218,LA- NEW ORLEANS,04-30-2020,1914,1110,NA,511,102,NA,2425,1212,NA,5329
219,LA- SHREVEPORT,04-30-2020,2152,1252,NA,584,116,NA,2736,1368,NA,21316
220,LA- SLIDELL,04-30-2020,0,187,NA,657,65,NA,504,252,NA,42632
221,ME- BANGOR,04-30-2020,506,487,NA,584,58,NA,1090,545,NA,26645
222,ME- PORTLAND,04-30-2020,2479,1298,NA,146,14,NA,2625,1312,NA,21316
223,MD- BALTIMORE,04-30-2020,6453,3343,NA,292,29,NA,6745,3372,NA,53290
225,MD- SALISBURY,04-30-2020,645,439,NA,292,29,NA,937,468,NA,10658
226,MD- TAKOMA PARK,04-30-2020,922,570,NA,365,73,NA,1287,643,NA,21316
227,MA- BOSTON,04-30-2020,10254,5346,NA,730,146,NA,10984,5492,NA,5329
230,MA- SPRINGFIELD,04-30-2020,1017,625,NA,584,175,NA,1601,800,NA,53290
231,MA- WORCESTER,04-30-2020,1058,763,NA,584,58,NA,1642,821,NA,37303
232,MI- ANN ARBOR,04-30-2020,3045,1567,NA,219,65,NA,3264,1632,NA,26645
233,MI- DEARBORN,04-30-2020,987,625,NA,657,197,NA,1644,822,NA,21316
234,MI- DETROIT,04-30-2020,4367,2242,NA,292,87,NA,4659,2329,NA,15987
235,MI- FLINT,04-30-2020,1034,634,NA,292,29,NA,1326,663,NA,37303
236,MI- GRAND RAPIDS,04-30-2020,2090,1089,NA,219,65,NA,2309,1154,NA,21316
238,MI- KALAMAZOO,04-30-2020,1185,680,NA,292,58,NA,1477,738,NA,47961
239,MI- LANSING,04-30-2020,1389,738,NA,146,29,NA,1535,767,NA,31974
240,MI- MARQUETTE,04-30-2020,0,142,NA,511,102,NA,488,244,NA,15987
242,MI- MUSKEGON,04-30-2020,98,225,NA,438,43,NA,536,268,NA,10658
243,MI- PETOSKEY,04-30-2020,0,71,NA,511,102,NA,346,173,NA,15987
244,MI- PONTIAC,04-30-2020,746,461,NA,438,131,NA,1184,592,NA,37303
245,MI- ROYAL OAK,04-30-2020,2277,1285,NA,365,36,NA,2642,1321,NA,10658
246,MI- SAGINAW,04-30-2020,1877,1027,NA,219,21,NA,2096,1048,NA,37303
248,MI- ST JOSEPH,04-30-2020,0,108,NA,438,43,NA,302,151,NA,5329
249,MI- TRAVERSE CITY,04-30-2020,363,211,NA,146,43,NA,509,254,NA,37303
250,MN- DULUTH,04-30-2020,505,516,NA,657,65,NA,1162,581,NA,31974
251,MN- MINNEAPOLIS,04-30-2020,8296,4192,NA,219,65,NA,8515,4257,NA,37303
253,MN- ROCHESTER,04-30-2020,1869,1080,NA,730,219,NA,2599,1299,NA,47961
254,MN- ST CLOUD,04-30-2020,561,310,NA,146,43,NA,707,353,NA,47961
256,MN- ST PAUL,04-30-2020,1993,1084,NA,292,58,NA,2285,1142,NA,26645
257,MS- GULFPORT,04-30-2020,189,270,NA,584,116,NA,773,386,NA,37303
258,MS- HATTIESBURG,04-30-2020,918,576,NA,292,29,NA,1210,605,NA,21316
259,MS- JACKSON,04-30-2020,4043,2153,NA,438,87,NA,4481,2240,NA,37303
260,MS- MERIDIAN,04-30-2020,905,468,NA,73,21,NA,978,489,NA,10658
261,MS- OXFORD,04-30-2020,0,246,NA,730,73,NA,638,319,NA,53290
262,MS- TUPELO,04-30-2020,1119,764,NA,511,51,NA,1630,815,NA,42632
263,MO- CAPE GIRARDEAU,04-30-2020,735,455,NA,292,58,NA,1027,513,NA,42632
264,MO- COLUMBIA,04-30-2020,1698,908,NA,146,14,NA,1844,922,NA,10658
267,MO- JOPLIN,04-30-2020,443,375,NA,511,102,NA,954,477,NA,31974
268,MO- KANSAS CITY,04-30-2020,7341,3846,NA,584,116,NA,7925,3962,NA,21316
270,MO- SPRINGFIELD,04-30-2020,1813,936,NA,146,43,NA,1959,979,NA,42632
273,MO- ST LOUIS,04-30-2020,11763,6013,NA,438,87,NA,12201,6100,NA,26645
274,MT- BILLINGS,04-30-2020,2136,1097,NA,73,7,NA,2209,1104,NA,47961
275,MT- GREAT FALLS,04-30-2020,586,359,NA,219,43,NA,805,402,NA,10658
276,MT- MISSOULA,04-30-2020,1086,572,NA,73,7,NA,1159,579,NA,26645
277,NE- LINCOLN,04-30-2020,1545,889,NA,292,29,NA,1837,918,NA,47961
278,NE- OMAHA,04-30-2020,4883,2617,NA,584,116,NA,5467,2733,NA,42632
279,NV- LAS VEGAS,04-30-2020,3717,2005,NA,365,36,NA,4082,2041,NA,42632
280,NV- RENO,04-30-2020,1702,895,NA,219,65,NA,1921,960,NA,10658
281,NH- LEBANON,04-30-2020,314,354,NA,657,131,NA,971,485,NA,47961
282,NH- MANCHESTER,04-30-2020,1463,936,NA,511,51,NA,1974,987,NA,10658
283,NJ- CAMDEN,04-30-2020,7476,3891,NA,511,102,NA,7987,3993,NA,21316
284,NJ- HACKENSACK,04-30-2020,3510,1843,NA,219,21,NA,3729,1864,NA,10658
285,NJ- MORRISTOWN,04-30-2020,1271,899,NA,657,65,NA,1928,964,NA,5329
288,NJ- NEW BRUNSWICK,04-30-2020,2255,1332,NA,511,51,NA,2766,1383,NA,31974
289,NJ- NEWARK,04-30-2020,4131,2357,NA,730,73,NA,4861,2430,NA,21316
291,NJ- PATERSON,04-30-2020,1105,582,NA,73,7,NA,1178,589,NA,42632
292,NJ- RIDGEWOOD,04-30-2020,427,360,NA,365,36,NA,792,396,NA,10658
293,NM- ALBUQUERQUE,04-30-2020,3067,1650,NA,292,29,NA,3359,1679,NA,26645
295,NY- ALBANY,04-30-2020,4272,2333,NA,657,131,NA,4929,2464,NA,37303
296,NY- BINGHAMTON,04-30-2020,783,435,NA,146,29,NA,929,464,NA,31974
297,NY- BRONX,04-30-2020,2963,1679,NA,657,131,NA,3620,1810,NA,53290
299,NY- BUFFALO,04-30-2020,3303,1710,NA,292,87,NA,3595,1797,NA,47961
300,NY- ELMIRA,04-30-2020,347,319,NA,730,219,NA,1077,538,NA,42632
301,NY- EAST LONG ISLAND,04-30-2020,10647,5440,NA,292,29,NA,10939,5469,NA,15987
