HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-11-2020,7970,4080,NA,475,142,NA,8445,4222,NA,36100
2,AL- DOTHAN,05-11-2020,853,569,NA,475,95,NA,1328,664,NA,90250
5,AL- HUNTSVILLE,05-11-2020,1595,855,NA,285,85,NA,1880,940,NA,9025
6,AL- MOBILE,05-11-2020,1907,1238,NA,950,190,NA,2857,1428,NA,9025
7,AL- MONTGOMERY,05-11-2020,786,697,NA,760,76,NA,1546,773,NA,27075
9,AL- TUSCALOOSA,05-11-2020,428,385,NA,570,114,NA,998,499,NA,18050
11,AZ- MESA,05-11-2020,1030,895,NA,950,95,NA,1980,990,NA,54150
12,AZ- PHOENIX,05-11-2020,6625,3597,NA,950,190,NA,7575,3787,NA,9025
14,AZ- SUN CITY,05-11-2020,50,329,NA,760,76,NA,810,405,NA,9025
15,AZ- TUCSON,05-11-2020,2429,1234,NA,95,28,NA,2524,1262,NA,81225
16,AR- FORT SMITH,05-11-2020,1186,612,NA,95,28,NA,1281,640,NA,90250
18,AR- JONESBORO,05-11-2020,334,338,NA,570,114,NA,904,452,NA,81225
19,AR- LITTLE ROCK,05-11-2020,4917,2715,NA,855,171,NA,5772,2886,NA,72200
21,AR- SPRINGDALE,05-11-2020,772,471,NA,285,57,NA,1057,528,NA,36100
22,AR- TEXARKANA,05-11-2020,600,376,NA,380,114,NA,980,490,NA,36100
23,CA- ORANGE CO.,05-11-2020,6891,3749,NA,760,76,NA,7651,3825,NA,9025
25,CA- BAKERSFIELD,05-11-2020,2666,1713,NA,950,95,NA,3616,1808,NA,63175
31,CA- CHICO,05-11-2020,450,301,NA,190,19,NA,640,320,NA,18050
33,CA- CONTRA COSTA CO.,05-11-2020,1813,944,NA,190,57,NA,2003,1001,NA,72200
43,CA- FRESNO,05-11-2020,1903,1103,NA,380,38,NA,2283,1141,NA,18050
56,CA- LOS ANGELES,05-11-2020,23853,12211,NA,950,190,NA,24803,12401,NA,81225
58,CA- MODESTO,05-11-2020,959,783,NA,760,76,NA,1719,859,NA,36100
62,CA- NAPA,05-11-2020,487,282,NA,95,9,NA,582,291,NA,54150
65,CA- ALAMEDA CO.,05-11-2020,3189,1670,NA,190,19,NA,3379,1689,NA,9025
69,CA- PALM SPR/RANCHO MIR.,05-11-2020,863,507,NA,190,19,NA,1053,526,NA,54150
73,CA- REDDING,05-11-2020,607,399,NA,475,142,NA,1082,541,NA,45125
77,CA- SACRAMENTO,05-11-2020,3834,2297,NA,950,95,NA,4784,2392,NA,54150
78,CA- SALINAS,05-11-2020,413,282,NA,380,114,NA,793,396,NA,63175
79,CA- SAN BERNARDINO,05-11-2020,5307,2844,NA,475,47,NA,5782,2891,NA,90250
80,CA- SAN DIEGO,05-11-2020,6558,3469,NA,475,47,NA,7033,3516,NA,72200
81,CA- SAN FRANCISCO,05-11-2020,4313,2308,NA,760,228,NA,5073,2536,NA,9025
82,CA- SAN JOSE,05-11-2020,2171,1342,NA,855,171,NA,3026,1513,NA,81225
83,CA- SAN LUIS OBISPO,05-11-2020,0,95,NA,665,133,NA,456,228,NA,72200
85,CA- SAN MATEO CO.,05-11-2020,2601,1329,NA,95,19,NA,2696,1348,NA,90250
86,CA- SANTA BARBARA,05-11-2020,111,312,NA,855,171,NA,966,483,NA,90250
87,CA- SANTA CRUZ,05-11-2020,0,8,NA,855,171,NA,359,179,NA,9025
89,CA- SANTA ROSA,05-11-2020,1766,911,NA,95,19,NA,1861,930,NA,54150
91,CA- STOCKTON,05-11-2020,778,503,NA,285,28,NA,1063,531,NA,18050
96,CA- VENTURA,05-11-2020,718,701,NA,855,85,NA,1573,786,NA,18050
101,CO- BOULDER,05-11-2020,380,228,NA,95,9,NA,475,237,NA,36100
102,CO- COLORADO SPRINGS,05-11-2020,275,441,NA,760,76,NA,1035,517,NA,72200
103,CO- DENVER,05-11-2020,3827,2293,NA,950,95,NA,4777,2388,NA,18050
104,CO- FORT COLLINS,05-11-2020,354,262,NA,285,57,NA,639,319,NA,90250
105,CO- GRAND JUNCTION,05-11-2020,697,377,NA,95,19,NA,792,396,NA,18050
106,CO- GREELEY,05-11-2020,302,246,NA,475,142,NA,777,388,NA,9025
107,CO- PUEBLO,05-11-2020,0,114,NA,950,285,NA,798,399,NA,45125
109,CT- BRIDGEPORT,05-11-2020,745,657,NA,950,190,NA,1695,847,NA,45125
110,CT- HARTFORD,05-11-2020,2306,1438,NA,950,190,NA,3256,1628,NA,63175
111,CT- NEW HAVEN,05-11-2020,3757,1898,NA,95,28,NA,3852,1926,NA,81225
112,DE- WILMINGTON,05-11-2020,1292,874,NA,570,57,NA,1862,931,NA,54150
113,DC- WASHINGTON,05-11-2020,5109,2706,NA,380,38,NA,5489,2744,NA,27075
115,FL- BRADENTON,05-11-2020,0,69,NA,950,285,NA,709,354,NA,27075
116,FL- CLEARWATER,05-11-2020,877,666,NA,760,152,NA,1637,818,NA,54150
118,FL- FORT LAUDERDALE,05-11-2020,7749,4254,NA,950,95,NA,8699,4349,NA,72200
119,FL- FORT MYERS,05-11-2020,3636,1875,NA,190,38,NA,3826,1913,NA,36100
120,FL- GAINESVILLE,05-11-2020,1366,873,NA,475,47,NA,1841,920,NA,18050
122,FL- HUDSON,05-11-2020,682,455,NA,570,171,NA,1252,626,NA,90250
123,FL- JACKSONVILLE,05-11-2020,4627,2371,NA,285,85,NA,4912,2456,NA,18050
124,FL- LAKELAND,05-11-2020,878,515,NA,190,19,NA,1068,534,NA,45125
127,FL- MIAMI,05-11-2020,10022,5163,NA,760,228,NA,10782,5391,NA,90250
129,FL- OCALA,05-11-2020,1273,656,NA,95,28,NA,1368,684,NA,9025
130,FL- ORLANDO,05-11-2020,9411,4990,NA,950,190,NA,10361,5180,NA,18050
131,FL- ORMOND BEACH,05-11-2020,989,694,NA,665,133,NA,1654,827,NA,81225
133,FL- PANAMA CITY,05-11-2020,189,190,NA,475,142,NA,664,332,NA,18050
134,FL- PENSACOLA,05-11-2020,1589,946,NA,760,228,NA,2349,1174,NA,81225
137,FL- SARASOTA,05-11-2020,685,494,NA,760,228,NA,1445,722,NA,45125
139,FL- ST PETERSBURG,05-11-2020,743,628,NA,855,171,NA,1598,799,NA,90250
140,FL- TALLAHASSEE,05-11-2020,1747,1158,NA,950,190,NA,2697,1348,NA,27075
141,FL- TAMPA,05-11-2020,3405,2045,NA,855,85,NA,4260,2130,NA,90250
142,GA- ALBANY,05-11-2020,208,275,NA,855,256,NA,1063,531,NA,72200
144,GA- ATLANTA,05-11-2020,11789,5970,NA,190,19,NA,11979,5989,NA,18050
145,GA- AUGUSTA,05-11-2020,2170,1199,NA,285,28,NA,2455,1227,NA,90250
146,GA- COLUMBUS,05-11-2020,1069,572,NA,190,57,NA,1259,629,NA,18050
147,GA- MACON,05-11-2020,1666,1061,NA,570,57,NA,2236,1118,NA,72200
148,GA- ROME,05-11-2020,352,328,NA,380,38,NA,732,366,NA,72200
149,GA- SAVANNAH,05-11-2020,1963,1020,NA,95,9,NA,2058,1029,NA,27075
151,ID- BOISE,05-11-2020,1412,905,NA,665,133,NA,2077,1038,NA,18050
152,ID- IDAHO FALLS,05-11-2020,271,173,NA,190,57,NA,461,230,NA,63175
154,IL- AURORA,05-11-2020,147,225,NA,380,38,NA,527,263,NA,63175
155,IL- BLUE ISLAND,05-11-2020,2061,1126,NA,475,142,NA,2536,1268,NA,72200
156,IL- CHICAGO,05-11-2020,8370,4223,NA,190,57,NA,8560,4280,NA,54150
158,IL- ELGIN,05-11-2020,896,486,NA,190,57,NA,1086,543,NA,54150
161,IL- EVANSTON,05-11-2020,1846,1151,NA,570,57,NA,2416,1208,NA,36100
163,IL- HINSDALE,05-11-2020,435,484,NA,665,66,NA,1100,550,NA,18050
164,IL- JOLIET,05-11-2020,1231,654,NA,95,9,NA,1326,663,NA,27075
166,IL- MELROSE PARK,05-11-2020,2999,1528,NA,95,19,NA,3094,1547,NA,54150
170,IL- PEORIA,05-11-2020,1669,872,NA,190,57,NA,1859,929,NA,9025
171,IL- ROCKFORD,05-11-2020,676,680,NA,855,85,NA,1531,765,NA,18050
172,IL- SPRINGFIELD,05-11-2020,1785,1120,NA,760,152,NA,2545,1272,NA,90250
173,IL- URBANA,05-11-2020,89,424,NA,950,95,NA,1039,519,NA,27075
175,IL- BLOOMINGTON,05-11-2020,172,124,NA,95,9,NA,267,133,NA,9025
179,IN- EVANSVILLE,05-11-2020,1570,927,NA,475,95,NA,2045,1022,NA,36100
180,IN- FORT WAYNE,05-11-2020,1642,992,NA,570,114,NA,2212,1106,NA,27075
181,IN- GARY,05-11-2020,1126,715,NA,380,38,NA,1506,753,NA,54150
183,IN- INDIANAPOLIS,05-11-2020,5847,3151,NA,570,57,NA,6417,3208,NA,63175
184,IN- LAFAYETTE,05-11-2020,0,218,NA,760,152,NA,741,370,NA,81225
185,IN- MUNCIE,05-11-2020,134,124,NA,285,85,NA,419,209,NA,45125
186,IN- MUNSTER,05-11-2020,679,530,NA,475,47,NA,1154,577,NA,54150
187,IN- SOUTH BEND,05-11-2020,1244,736,NA,285,28,NA,1529,764,NA,18050
188,IN- TERRE HAUTE,05-11-2020,64,174,NA,475,95,NA,539,269,NA,36100
190,IA- CEDAR RAPIDS,05-11-2020,451,425,NA,665,133,NA,1116,558,NA,72200
191,IA- DAVENPORT,05-11-2020,1463,1035,NA,760,76,NA,2223,1111,NA,45125
192,IA- DES MOINES,05-11-2020,2438,1475,NA,855,171,NA,3293,1646,NA,54150
193,IA- DUBUQUE,05-11-2020,355,234,NA,190,38,NA,545,272,NA,45125
194,IA- IOWA CITY,05-11-2020,993,781,NA,950,190,NA,1943,971,NA,63175
195,IA- MASON CITY,05-11-2020,638,357,NA,95,9,NA,733,366,NA,90250
196,IA- SIOUX CITY,05-11-2020,847,509,NA,285,57,NA,1132,566,NA,36100
197,IA- WATERLOO,05-11-2020,69,262,NA,570,57,NA,639,319,NA,54150
200,KS- TOPEKA,05-11-2020,1357,716,NA,190,57,NA,1547,773,NA,9025
201,KS- WICHITA,05-11-2020,4570,2399,NA,380,76,NA,4950,2475,NA,36100
203,KY- COVINGTON,05-11-2020,911,493,NA,190,57,NA,1101,550,NA,54150
204,KY- LEXINGTON,05-11-2020,5111,2575,NA,95,28,NA,5206,2603,NA,90250
205,KY- LOUISVILLE,05-11-2020,4531,2351,NA,285,57,NA,4816,2408,NA,54150
207,KY- OWENSBORO,05-11-2020,0,160,NA,760,76,NA,472,236,NA,18050
208,KY- PADUCAH,05-11-2020,1147,669,NA,475,142,NA,1622,811,NA,36100
209,LA- ALEXANDRIA,05-11-2020,611,381,NA,380,114,NA,991,495,NA,54150
210,LA- BATON ROUGE,05-11-2020,1815,1107,NA,665,133,NA,2480,1240,NA,72200
212,LA- HOUMA,05-11-2020,606,341,NA,95,9,NA,701,350,NA,90250
