HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-07-2020,8358,4214,NA,87,8,NA,8445,4222,NA,15138
2,AL- DOTHAN,05-07-2020,806,560,NA,522,104,NA,1328,664,NA,22707
5,AL- HUNTSVILLE,05-07-2020,1445,810,NA,435,130,NA,1880,940,NA,60552
6,AL- MOBILE,05-07-2020,2683,1411,NA,174,17,NA,2857,1428,NA,15138
7,AL- MONTGOMERY,05-07-2020,1111,730,NA,435,43,NA,1546,773,NA,37845
9,AL- TUSCALOOSA,05-07-2020,302,430,NA,696,69,NA,998,499,NA,45414
11,AZ- MESA,05-07-2020,1806,956,NA,174,34,NA,1980,990,NA,68121
12,AZ- PHOENIX,05-07-2020,7227,3718,NA,348,69,NA,7575,3787,NA,37845
14,AZ- SUN CITY,05-07-2020,636,353,NA,174,52,NA,810,405,NA,68121
15,AZ- TUCSON,05-07-2020,2176,1193,NA,348,69,NA,2524,1262,NA,60552
16,AR- FORT SMITH,05-07-2020,759,588,NA,522,52,NA,1281,640,NA,37845
18,AR- JONESBORO,05-07-2020,295,331,NA,609,121,NA,904,452,NA,68121
19,AR- LITTLE ROCK,05-07-2020,5250,2834,NA,522,52,NA,5772,2886,NA,22707
21,AR- SPRINGDALE,05-07-2020,361,459,NA,696,69,NA,1057,528,NA,75690
22,AR- TEXARKANA,05-07-2020,371,369,NA,609,121,NA,980,490,NA,30276
23,CA- ORANGE CO.,05-07-2020,6955,3686,NA,696,139,NA,7651,3825,NA,30276
25,CA- BAKERSFIELD,05-07-2020,3529,1782,NA,87,26,NA,3616,1808,NA,37845
31,CA- CHICO,05-07-2020,0,59,NA,870,261,NA,640,320,NA,52983
33,CA- CONTRA COSTA CO.,05-07-2020,1481,845,NA,522,156,NA,2003,1001,NA,7569
43,CA- FRESNO,05-07-2020,1674,959,NA,609,182,NA,2283,1141,NA,30276
56,CA- LOS ANGELES,05-07-2020,24194,12280,NA,609,121,NA,24803,12401,NA,30276
58,CA- MODESTO,05-07-2020,1023,790,NA,696,69,NA,1719,859,NA,30276
62,CA- NAPA,05-07-2020,60,239,NA,522,52,NA,582,291,NA,15138
65,CA- ALAMEDA CO.,05-07-2020,2683,1481,NA,696,208,NA,3379,1689,NA,15138
69,CA- PALM SPR/RANCHO MIR.,05-07-2020,879,492,NA,174,34,NA,1053,526,NA,22707
73,CA- REDDING,05-07-2020,212,367,NA,870,174,NA,1082,541,NA,22707
77,CA- SACRAMENTO,05-07-2020,4001,2314,NA,783,78,NA,4784,2392,NA,15138
78,CA- SALINAS,05-07-2020,97,257,NA,696,139,NA,793,396,NA,45414
79,CA- SAN BERNARDINO,05-07-2020,5260,2839,NA,522,52,NA,5782,2891,NA,22707
80,CA- SAN DIEGO,05-07-2020,6685,3412,NA,348,104,NA,7033,3516,NA,75690
81,CA- SAN FRANCISCO,05-07-2020,4290,2458,NA,783,78,NA,5073,2536,NA,75690
82,CA- SAN JOSE,05-07-2020,2765,1461,NA,261,52,NA,3026,1513,NA,30276
83,CA- SAN LUIS OBISPO,05-07-2020,0,159,NA,696,69,NA,456,228,NA,7569
85,CA- SAN MATEO CO.,05-07-2020,2522,1314,NA,174,34,NA,2696,1348,NA,60552
86,CA- SANTA BARBARA,05-07-2020,96,309,NA,870,174,NA,966,483,NA,45414
87,CA- SANTA CRUZ,05-07-2020,272,162,NA,87,17,NA,359,179,NA,68121
89,CA- SANTA ROSA,05-07-2020,1165,722,NA,696,208,NA,1861,930,NA,22707
91,CA- STOCKTON,05-07-2020,280,297,NA,783,234,NA,1063,531,NA,37845
96,CA- VENTURA,05-07-2020,964,665,NA,609,121,NA,1573,786,NA,37845
101,CO- BOULDER,05-07-2020,0,177,NA,609,60,NA,475,237,NA,52983
102,CO- COLORADO SPRINGS,05-07-2020,426,335,NA,609,182,NA,1035,517,NA,22707
103,CO- DENVER,05-07-2020,4168,2328,NA,609,60,NA,4777,2388,NA,22707
104,CO- FORT COLLINS,05-07-2020,552,293,NA,87,26,NA,639,319,NA,22707
105,CO- GRAND JUNCTION,05-07-2020,705,370,NA,87,26,NA,792,396,NA,45414
106,CO- GREELEY,05-07-2020,0,214,NA,870,174,NA,777,388,NA,22707
107,CO- PUEBLO,05-07-2020,102,330,NA,696,69,NA,798,399,NA,45414
109,CT- BRIDGEPORT,05-07-2020,825,673,NA,870,174,NA,1695,847,NA,7569
110,CT- HARTFORD,05-07-2020,2908,1559,NA,348,69,NA,3256,1628,NA,60552
111,CT- NEW HAVEN,05-07-2020,3243,1805,NA,609,121,NA,3852,1926,NA,22707
112,DE- WILMINGTON,05-07-2020,1601,853,NA,261,78,NA,1862,931,NA,75690
113,DC- WASHINGTON,05-07-2020,5054,2701,NA,435,43,NA,5489,2744,NA,30276
115,FL- BRADENTON,05-07-2020,361,320,NA,348,34,NA,709,354,NA,37845
116,FL- CLEARWATER,05-07-2020,941,749,NA,696,69,NA,1637,818,NA,52983
118,FL- FORT LAUDERDALE,05-07-2020,8177,4297,NA,522,52,NA,8699,4349,NA,22707
119,FL- FORT MYERS,05-07-2020,3652,1896,NA,174,17,NA,3826,1913,NA,37845
120,FL- GAINESVILLE,05-07-2020,1232,738,NA,609,182,NA,1841,920,NA,68121
122,FL- HUDSON,05-07-2020,1078,609,NA,174,17,NA,1252,626,NA,22707
123,FL- JACKSONVILLE,05-07-2020,4303,2335,NA,609,121,NA,4912,2456,NA,30276
124,FL- LAKELAND,05-07-2020,720,430,NA,348,104,NA,1068,534,NA,15138
127,FL- MIAMI,05-07-2020,10086,5252,NA,696,139,NA,10782,5391,NA,7569
129,FL- OCALA,05-07-2020,1020,580,NA,348,104,NA,1368,684,NA,30276
130,FL- ORLANDO,05-07-2020,9839,5024,NA,522,156,NA,10361,5180,NA,22707
131,FL- ORMOND BEACH,05-07-2020,1219,784,NA,435,43,NA,1654,827,NA,37845
133,FL- PANAMA CITY,05-07-2020,316,263,NA,348,69,NA,664,332,NA,45414
134,FL- PENSACOLA,05-07-2020,1827,1122,NA,522,52,NA,2349,1174,NA,52983
137,FL- SARASOTA,05-07-2020,1271,670,NA,174,52,NA,1445,722,NA,75690
139,FL- ST PETERSBURG,05-07-2020,1511,773,NA,87,26,NA,1598,799,NA,68121
140,FL- TALLAHASSEE,05-07-2020,2088,1227,NA,609,121,NA,2697,1348,NA,30276
141,FL- TAMPA,05-07-2020,4086,2078,NA,174,52,NA,4260,2130,NA,68121
142,GA- ALBANY,05-07-2020,628,488,NA,435,43,NA,1063,531,NA,52983
144,GA- ATLANTA,05-07-2020,11805,5972,NA,174,17,NA,11979,5989,NA,22707
145,GA- AUGUSTA,05-07-2020,2194,1149,NA,261,78,NA,2455,1227,NA,75690
146,GA- COLUMBUS,05-07-2020,737,525,NA,522,104,NA,1259,629,NA,68121
147,GA- MACON,05-07-2020,1714,1066,NA,522,52,NA,2236,1118,NA,30276
148,GA- ROME,05-07-2020,384,332,NA,348,34,NA,732,366,NA,37845
149,GA- SAVANNAH,05-07-2020,1536,873,NA,522,156,NA,2058,1029,NA,37845
151,ID- BOISE,05-07-2020,1555,882,NA,522,156,NA,2077,1038,NA,30276
152,ID- IDAHO FALLS,05-07-2020,0,126,NA,522,104,NA,461,230,NA,52983
154,IL- AURORA,05-07-2020,440,255,NA,87,8,NA,527,263,NA,52983
155,IL- BLUE ISLAND,05-07-2020,1666,1094,NA,870,174,NA,2536,1268,NA,7569
156,IL- CHICAGO,05-07-2020,7777,4124,NA,783,156,NA,8560,4280,NA,15138
158,IL- ELGIN,05-07-2020,477,483,NA,609,60,NA,1086,543,NA,68121
161,IL- EVANSTON,05-07-2020,1894,1104,NA,522,104,NA,2416,1208,NA,37845
163,IL- HINSDALE,05-07-2020,317,394,NA,783,156,NA,1100,550,NA,22707
164,IL- JOLIET,05-07-2020,456,489,NA,870,174,NA,1326,663,NA,37845
166,IL- MELROSE PARK,05-07-2020,2485,1487,NA,609,60,NA,3094,1547,NA,7569
170,IL- PEORIA,05-07-2020,1250,747,NA,609,182,NA,1859,929,NA,52983
171,IL- ROCKFORD,05-07-2020,1183,696,NA,348,69,NA,1531,765,NA,7569
172,IL- SPRINGFIELD,05-07-2020,1936,1090,NA,609,182,NA,2545,1272,NA,37845
173,IL- URBANA,05-07-2020,430,459,NA,609,60,NA,1039,519,NA,75690
175,IL- BLOOMINGTON,05-07-2020,0,12,NA,609,121,NA,267,133,NA,15138
179,IN- EVANSVILLE,05-07-2020,1262,788,NA,783,234,NA,2045,1022,NA,7569
180,IN- FORT WAYNE,05-07-2020,2125,1098,NA,87,8,NA,2212,1106,NA,52983
181,IN- GARY,05-07-2020,636,666,NA,870,87,NA,1506,753,NA,37845
183,IN- INDIANAPOLIS,05-07-2020,5982,3078,NA,435,130,NA,6417,3208,NA,52983
184,IN- LAFAYETTE,05-07-2020,0,292,NA,783,78,NA,741,370,NA,52983
185,IN- MUNCIE,05-07-2020,0,79,NA,435,130,NA,419,209,NA,37845
186,IN- MUNSTER,05-07-2020,893,499,NA,261,78,NA,1154,577,NA,37845
187,IN- SOUTH BEND,05-07-2020,1355,712,NA,174,52,NA,1529,764,NA,15138
188,IN- TERRE HAUTE,05-07-2020,0,8,NA,870,261,NA,539,269,NA,30276
190,IA- CEDAR RAPIDS,05-07-2020,246,471,NA,870,87,NA,1116,558,NA,22707
191,IA- DAVENPORT,05-07-2020,2049,1059,NA,174,52,NA,2223,1111,NA,60552
192,IA- DES MOINES,05-07-2020,3032,1568,NA,261,78,NA,3293,1646,NA,60552
193,IA- DUBUQUE,05-07-2020,284,194,NA,261,78,NA,545,272,NA,15138
194,IA- IOWA CITY,05-07-2020,1508,841,NA,435,130,NA,1943,971,NA,75690
195,IA- MASON CITY,05-07-2020,0,105,NA,870,261,NA,733,366,NA,52983
196,IA- SIOUX CITY,05-07-2020,784,532,NA,348,34,NA,1132,566,NA,37845
197,IA- WATERLOO,05-07-2020,204,232,NA,435,87,NA,639,319,NA,52983
200,KS- TOPEKA,05-07-2020,1025,617,NA,522,156,NA,1547,773,NA,68121
