HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-04-2020,7797,4158,NA,648,64,NA,8445,4222,NA,32805
2,AL- DOTHAN,05-04-2020,1085,616,NA,243,48,NA,1328,664,NA,13122
5,AL- HUNTSVILLE,05-04-2020,1799,924,NA,81,16,NA,1880,940,NA,26244
6,AL- MOBILE,05-04-2020,2614,1380,NA,243,48,NA,2857,1428,NA,32805
7,AL- MONTGOMERY,05-04-2020,1384,757,NA,162,16,NA,1546,773,NA,26244
9,AL- TUSCALOOSA,05-04-2020,431,329,NA,567,170,NA,998,499,NA,13122
11,AZ- MESA,05-04-2020,1251,772,NA,729,218,NA,1980,990,NA,13122
12,AZ- PHOENIX,05-04-2020,7413,3771,NA,162,16,NA,7575,3787,NA,65610
14,AZ- SUN CITY,05-04-2020,486,308,NA,324,97,NA,810,405,NA,13122
15,AZ- TUCSON,05-04-2020,2281,1190,NA,243,72,NA,2524,1262,NA,39366
16,AR- FORT SMITH,05-04-2020,795,543,NA,486,97,NA,1281,640,NA,45927
18,AR- JONESBORO,05-04-2020,94,209,NA,810,243,NA,904,452,NA,19683
19,AR- LITTLE ROCK,05-04-2020,5286,2789,NA,486,97,NA,5772,2886,NA,32805
21,AR- SPRINGDALE,05-04-2020,976,520,NA,81,8,NA,1057,528,NA,39366
22,AR- TEXARKANA,05-04-2020,575,369,NA,405,121,NA,980,490,NA,19683
23,CA- ORANGE CO.,05-04-2020,7570,3801,NA,81,24,NA,7651,3825,NA,19683
25,CA- BAKERSFIELD,05-04-2020,3535,1800,NA,81,8,NA,3616,1808,NA,45927
31,CA- CHICO,05-04-2020,0,239,NA,810,81,NA,640,320,NA,6561
33,CA- CONTRA COSTA CO.,05-04-2020,1355,937,NA,648,64,NA,2003,1001,NA,45927
43,CA- FRESNO,05-04-2020,2121,1125,NA,162,16,NA,2283,1141,NA,6561
56,CA- LOS ANGELES,05-04-2020,24236,12231,NA,567,170,NA,24803,12401,NA,65610
58,CA- MODESTO,05-04-2020,1071,730,NA,648,129,NA,1719,859,NA,52488
62,CA- NAPA,05-04-2020,258,259,NA,324,32,NA,582,291,NA,6561
65,CA- ALAMEDA CO.,05-04-2020,3136,1665,NA,243,24,NA,3379,1689,NA,13122
69,CA- PALM SPR/RANCHO MIR.,05-04-2020,891,494,NA,162,32,NA,1053,526,NA,13122
73,CA- REDDING,05-04-2020,839,517,NA,243,24,NA,1082,541,NA,65610
77,CA- SACRAMENTO,05-04-2020,4217,2222,NA,567,170,NA,4784,2392,NA,52488
78,CA- SALINAS,05-04-2020,388,315,NA,405,81,NA,793,396,NA,6561
79,CA- SAN BERNARDINO,05-04-2020,5053,2746,NA,729,145,NA,5782,2891,NA,26244
80,CA- SAN DIEGO,05-04-2020,6709,3419,NA,324,97,NA,7033,3516,NA,32805
81,CA- SAN FRANCISCO,05-04-2020,4830,2464,NA,243,72,NA,5073,2536,NA,19683
82,CA- SAN JOSE,05-04-2020,2216,1270,NA,810,243,NA,3026,1513,NA,59049
83,CA- SAN LUIS OBISPO,05-04-2020,0,99,NA,648,129,NA,456,228,NA,39366
85,CA- SAN MATEO CO.,05-04-2020,2534,1300,NA,162,48,NA,2696,1348,NA,19683
86,CA- SANTA BARBARA,05-04-2020,480,338,NA,486,145,NA,966,483,NA,45927
87,CA- SANTA CRUZ,05-04-2020,278,171,NA,81,8,NA,359,179,NA,59049
89,CA- SANTA ROSA,05-04-2020,1051,849,NA,810,81,NA,1861,930,NA,52488
91,CA- STOCKTON,05-04-2020,415,467,NA,648,64,NA,1063,531,NA,39366
96,CA- VENTURA,05-04-2020,1411,738,NA,162,48,NA,1573,786,NA,45927
101,CO- BOULDER,05-04-2020,0,19,NA,729,218,NA,475,237,NA,26244
102,CO- COLORADO SPRINGS,05-04-2020,630,477,NA,405,40,NA,1035,517,NA,45927
103,CO- DENVER,05-04-2020,4048,2316,NA,729,72,NA,4777,2388,NA,26244
104,CO- FORT COLLINS,05-04-2020,72,149,NA,567,170,NA,639,319,NA,6561
105,CO- GRAND JUNCTION,05-04-2020,225,226,NA,567,170,NA,792,396,NA,6561
106,CO- GREELEY,05-04-2020,453,291,NA,324,97,NA,777,388,NA,26244
107,CO- PUEBLO,05-04-2020,150,205,NA,648,194,NA,798,399,NA,13122
109,CT- BRIDGEPORT,05-04-2020,1290,726,NA,405,121,NA,1695,847,NA,59049
110,CT- HARTFORD,05-04-2020,2932,1596,NA,324,32,NA,3256,1628,NA,6561
111,CT- NEW HAVEN,05-04-2020,3609,1854,NA,243,72,NA,3852,1926,NA,65610
112,DE- WILMINGTON,05-04-2020,1052,850,NA,810,81,NA,1862,931,NA,39366
113,DC- WASHINGTON,05-04-2020,5408,2720,NA,81,24,NA,5489,2744,NA,39366
115,FL- BRADENTON,05-04-2020,385,257,NA,324,97,NA,709,354,NA,65610
116,FL- CLEARWATER,05-04-2020,989,689,NA,648,129,NA,1637,818,NA,59049
118,FL- FORT LAUDERDALE,05-04-2020,8294,4268,NA,405,81,NA,8699,4349,NA,45927
119,FL- FORT MYERS,05-04-2020,3664,1865,NA,162,48,NA,3826,1913,NA,19683
120,FL- GAINESVILLE,05-04-2020,1436,839,NA,405,81,NA,1841,920,NA,26244
122,FL- HUDSON,05-04-2020,1009,578,NA,243,48,NA,1252,626,NA,65610
123,FL- JACKSONVILLE,05-04-2020,4345,2400,NA,567,56,NA,4912,2456,NA,39366
124,FL- LAKELAND,05-04-2020,582,389,NA,486,145,NA,1068,534,NA,26244
127,FL- MIAMI,05-04-2020,10620,5359,NA,162,32,NA,10782,5391,NA,45927
129,FL- OCALA,05-04-2020,1044,587,NA,324,97,NA,1368,684,NA,45927
130,FL- ORLANDO,05-04-2020,9632,5108,NA,729,72,NA,10361,5180,NA,26244
131,FL- ORMOND BEACH,05-04-2020,1492,779,NA,162,48,NA,1654,827,NA,6561
133,FL- PANAMA CITY,05-04-2020,583,308,NA,81,24,NA,664,332,NA,32805
134,FL- PENSACOLA,05-04-2020,2187,1158,NA,162,16,NA,2349,1174,NA,39366
