HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-14-2020,8041,4182,NA,404,40,NA,8445,4222,NA,10201
2,AL- DOTHAN,05-14-2020,1227,654,NA,101,10,NA,1328,664,NA,61206
5,AL- HUNTSVILLE,05-14-2020,1779,920,NA,101,20,NA,1880,940,NA,40804
6,AL- MOBILE,05-14-2020,2352,1378,NA,505,50,NA,2857,1428,NA,51005
7,AL- MONTGOMERY,05-14-2020,1041,672,NA,505,101,NA,1546,773,NA,81608
9,AL- TUSCALOOSA,05-14-2020,291,287,NA,707,212,NA,998,499,NA,91809
11,AZ- MESA,05-14-2020,1677,900,NA,303,90,NA,1980,990,NA,81608
12,AZ- PHOENIX,05-14-2020,7474,3757,NA,101,30,NA,7575,3787,NA,81608
14,AZ- SUN CITY,05-14-2020,709,395,NA,101,10,NA,810,405,NA,51005
15,AZ- TUCSON,05-14-2020,1817,1050,NA,707,212,NA,2524,1262,NA,40804
16,AR- FORT SMITH,05-14-2020,372,368,NA,909,272,NA,1281,640,NA,61206
18,AR- JONESBORO,05-14-2020,197,382,NA,707,70,NA,904,452,NA,102010
19,AR- LITTLE ROCK,05-14-2020,5570,2826,NA,202,60,NA,5772,2886,NA,102010
21,AR- SPRINGDALE,05-14-2020,47,326,NA,1010,202,NA,1057,528,NA,51005
22,AR- TEXARKANA,05-14-2020,677,460,NA,303,30,NA,980,490,NA,20402
23,CA- ORANGE CO.,05-14-2020,7449,3785,NA,202,40,NA,7651,3825,NA,102010
25,CA- BAKERSFIELD,05-14-2020,3010,1627,NA,606,181,NA,3616,1808,NA,30603
31,CA- CHICO,05-14-2020,539,290,NA,101,30,NA,640,320,NA,71407
33,CA- CONTRA COSTA CO.,05-14-2020,1397,820,NA,606,181,NA,2003,1001,NA,91809
43,CA- FRESNO,05-14-2020,1576,1000,NA,707,141,NA,2283,1141,NA,30603
56,CA- LOS ANGELES,05-14-2020,24197,12280,NA,606,121,NA,24803,12401,NA,51005
58,CA- MODESTO,05-14-2020,1315,779,NA,404,80,NA,1719,859,NA,40804
