HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-10-2020,8352,4204,NA,93,18,NA,8445,4222,NA,34596
2,AL- DOTHAN,05-10-2020,584,441,NA,744,223,NA,1328,664,NA,25947
5,AL- HUNTSVILLE,05-10-2020,1136,866,NA,744,74,NA,1880,940,NA,25947
6,AL- MOBILE,05-10-2020,1927,1149,NA,930,279,NA,2857,1428,NA,25947
7,AL- MONTGOMERY,05-10-2020,895,643,NA,651,130,NA,1546,773,NA,60543
9,AL- TUSCALOOSA,05-10-2020,905,472,NA,93,27,NA,998,499,NA,43245
11,AZ- MESA,05-10-2020,1515,897,NA,465,93,NA,1980,990,NA,17298
12,AZ- PHOENIX,05-10-2020,7389,3732,NA,186,55,NA,7575,3787,NA,60543
14,AZ- SUN CITY,05-10-2020,66,182,NA,744,223,NA,810,405,NA,51894
15,AZ- TUCSON,05-10-2020,2338,1225,NA,186,37,NA,2524,1262,NA,77841
16,AR- FORT SMITH,05-10-2020,816,501,NA,465,139,NA,1281,640,NA,17298
18,AR- JONESBORO,05-10-2020,160,378,NA,744,74,NA,904,452,NA,60543
19,AR- LITTLE ROCK,05-10-2020,5400,2812,NA,372,74,NA,5772,2886,NA,69192
21,AR- SPRINGDALE,05-10-2020,127,435,NA,930,93,NA,1057,528,NA,25947
22,AR- TEXARKANA,05-10-2020,143,407,NA,837,83,NA,980,490,NA,60543
23,CA- ORANGE CO.,05-10-2020,7558,3798,NA,93,27,NA,7651,3825,NA,25947
25,CA- BAKERSFIELD,05-10-2020,3151,1762,NA,465,46,NA,3616,1808,NA,60543
31,CA- CHICO,05-10-2020,175,227,NA,465,93,NA,640,320,NA,60543
33,CA- CONTRA COSTA CO.,05-10-2020,1166,918,NA,837,83,NA,2003,1001,NA,34596
43,CA- FRESNO,05-10-2020,1911,1104,NA,372,37,NA,2283,1141,NA,86490
56,CA- LOS ANGELES,05-10-2020,24152,12206,NA,651,195,NA,24803,12401,NA,69192
