HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,04-05-2020,8307,4195,NA,138,27,NA,8445,4222,NA,1587
2,AL- DOTHAN,04-05-2020,1098,618,NA,230,46,NA,1328,664,NA,3703
5,AL- HUNTSVILLE,04-05-2020,1788,913,NA,92,27,NA,1880,940,NA,529
6,AL- MOBILE,04-05-2020,2650,1387,NA,207,41,NA,2857,1428,NA,1587
7,AL- MONTGOMERY,04-05-2020,1362,718,NA,184,55,NA,1546,773,NA,5290
9,AL- TUSCALOOSA,04-05-2020,929,486,NA,69,13,NA,998,499,NA,4761
11,AZ- MESA,04-05-2020,1842,977,NA,138,13,NA,1980,990,NA,4761
12,AZ- PHOENIX,04-05-2020,7368,3725,NA,207,62,NA,7575,3787,NA,1058
14,AZ- SUN CITY,04-05-2020,626,350,NA,184,55,NA,810,405,NA,2116
15,AZ- TUCSON,04-05-2020,2294,1239,NA,230,23,NA,2524,1262,NA,3703
16,AR- FORT SMITH,04-05-2020,1120,592,NA,161,48,NA,1281,640,NA,5290
18,AR- JONESBORO,04-05-2020,697,390,NA,207,62,NA,904,452,NA,3174
19,AR- LITTLE ROCK,04-05-2020,5588,2850,NA,184,36,NA,5772,2886,NA,1587
21,AR- SPRINGDALE,04-05-2020,965,519,NA,92,9,NA,1057,528,NA,4761
22,AR- TEXARKANA,04-05-2020,750,444,NA,230,46,NA,980,490,NA,4232
23,CA- ORANGE CO.,04-05-2020,7559,3807,NA,92,18,NA,7651,3825,NA,4232
25,CA- BAKERSFIELD,04-05-2020,3547,1788,NA,69,20,NA,3616,1808,NA,3703
31,CA- CHICO,04-05-2020,617,314,NA,23,6,NA,640,320,NA,529
33,CA- CONTRA COSTA CO.,04-05-2020,1796,960,NA,207,41,NA,2003,1001,NA,3703
43,CA- FRESNO,04-05-2020,2145,1128,NA,138,13,NA,2283,1141,NA,1587
56,CA- LOS ANGELES,04-05-2020,24757,12388,NA,46,13,NA,24803,12401,NA,1587
58,CA- MODESTO,04-05-2020,1535,841,NA,184,18,NA,1719,859,NA,4232
