HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,80,32,31,32,04-24-2020
2,AL- DOTHAN,82,32,31,32,04-24-2020
5,AL- HUNTSVILLE,97,320,310,329,04-24-2020
6,AL- MOBILE,90,288,279,296,04-24-2020
7,AL- MONTGOMERY,94,224,217,230,04-24-2020
9,AL- TUSCALOOSA,89,96,93,98,04-24-2020
11,AZ- MESA,96,320,310,329,04-24-2020
12,AZ- PHOENIX,81,96,93,98,04-24-2020
14,AZ- SUN CITY,119,320,310,329,04-24-2020
15,AZ- TUCSON,83,96,93,98,04-24-2020
16,AR- FORT SMITH,102,288,279,296,04-24-2020
18,AR- JONESBORO,87,64,62,65,04-24-2020
19,AR- LITTLE ROCK,83,192,186,197,04-24-2020
21,AR- SPRINGDALE,86,64,62,65,04-24-2020
22,AR- TEXARKANA,109,288,279,296,04-24-2020
23,CA- ORANGE CO.,82,160,155,164,04-24-2020
25,CA- BAKERSFIELD,82,96,93,98,04-24-2020
31,CA- CHICO,125,288,279,296,04-24-2020
33,CA- CONTRA COSTA CO.,81,32,31,32,04-24-2020
43,CA- FRESNO,94,320,310,329,04-24-2020
56,CA- LOS ANGELES,80,64,62,65,04-24-2020
58,CA- MODESTO,85,96,93,98,04-24-2020
62,CA- NAPA,123,256,248,263,04-24-2020
65,CA- ALAMEDA CO.,87,256,248,263,04-24-2020
69,CA- PALM SPR/RANCHO MIR.,104,256,248,263,04-24-2020
73,CA- REDDING,85,64,62,65,04-24-2020
77,CA- SACRAMENTO,84,192,186,197,04-24-2020
78,CA- SALINAS,96,128,124,131,04-24-2020
79,CA- SAN BERNARDINO,80,32,31,32,04-24-2020
80,CA- SAN DIEGO,83,224,217,230,04-24-2020
81,CA- SAN FRANCISCO,85,256,248,263,04-24-2020
82,CA- SAN JOSE,89,288,279,296,04-24-2020
83,CA- SAN LUIS OBISPO,94,64,62,65,04-24-2020
85,CA- SAN MATEO CO.,81,32,31,32,04-24-2020
86,CA- SANTA BARBARA,113,320,310,329,04-24-2020
87,CA- SANTA CRUZ,160,288,279,296,04-24-2020
89,CA- SANTA ROSA,92,224,217,230,04-24-2020
91,CA- STOCKTON,95,160,155,164,04-24-2020
96,CA- VENTURA,94,224,217,230,04-24-2020
101,CO- BOULDER,147,320,310,329,04-24-2020
102,CO- COLORADO SPRINGS,104,256,248,263,04-24-2020
103,CO- DENVER,86,320,310,329,04-24-2020
104,CO- FORT COLLINS,105,160,155,164,04-24-2020
105,CO- GRAND JUNCTION,120,320,310,329,04-24-2020
106,CO- GREELEY,84,32,31,32,04-24-2020
107,CO- PUEBLO,108,224,217,230,04-24-2020
109,CT- BRIDGEPORT,98,320,310,329,04-24-2020
110,CT- HARTFORD,83,128,124,131,04-24-2020
111,CT- NEW HAVEN,87,288,279,296,04-24-2020
112,DE- WILMINGTON,97,320,310,329,04-24-2020
113,DC- WASHINGTON,85,320,310,329,04-24-2020
115,FL- BRADENTON,98,128,124,131,04-24-2020
116,FL- CLEARWATER,87,128,124,131,04-24-2020
118,FL- FORT LAUDERDALE,83,320,310,329,04-24-2020
119,FL- FORT MYERS,82,96,93,98,04-24-2020
120,FL- GAINESVILLE,93,256,248,263,04-24-2020
122,FL- HUDSON,87,96,93,98,04-24-2020
123,FL- JACKSONVILLE,85,256,248,263,04-24-2020
124,FL- LAKELAND,91,128,124,131,04-24-2020
127,FL- MIAMI,82,320,310,329,04-24-2020
129,FL- OCALA,94,192,186,197,04-24-2020
130,FL- ORLANDO,80,64,62,65,04-24-2020
131,FL- ORMOND BEACH,83,64,62,65,04-24-2020
133,FL- PANAMA CITY,128,320,310,329,04-24-2020
134,FL- PENSACOLA,85,128,124,131,04-24-2020
137,FL- SARASOTA,82,32,31,32,04-24-2020
139,FL- ST PETERSBURG,84,64,62,65,04-24-2020
