HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,156,151,160,04-21-2020
2,AL- DOTHAN,89,130,126,133,04-21-2020
5,AL- HUNTSVILLE,91,208,201,214,04-21-2020
6,AL- MOBILE,85,156,151,160,04-21-2020
7,AL- MONTGOMERY,81,26,25,26,04-21-2020
9,AL- TUSCALOOSA,106,260,252,267,04-21-2020
11,AZ- MESA,83,78,75,80,04-21-2020
12,AZ- PHOENIX,81,130,126,133,04-21-2020
14,AZ- SUN CITY,105,208,201,214,04-21-2020
15,AZ- TUCSON,89,234,226,241,04-21-2020
16,AR- FORT SMITH,82,26,25,26,04-21-2020
18,AR- JONESBORO,94,130,126,133,04-21-2020
19,AR- LITTLE ROCK,80,52,50,53,04-21-2020
21,AR- SPRINGDALE,92,130,126,133,04-21-2020
22,AR- TEXARKANA,106,260,252,267,04-21-2020
23,CA- ORANGE CO.,82,182,176,187,04-21-2020
25,CA- BAKERSFIELD,86,234,226,241,04-21-2020
31,CA- CHICO,84,26,25,26,04-21-2020
33,CA- CONTRA COSTA CO.,90,208,201,214,04-21-2020
43,CA- FRESNO,82,52,50,53,04-21-2020
56,CA- LOS ANGELES,81,260,252,267,04-21-2020
58,CA- MODESTO,93,234,226,241,04-21-2020
62,CA- NAPA,84,26,25,26,04-21-2020
65,CA- ALAMEDA CO.,83,104,100,107,04-21-2020
69,CA- PALM SPR/RANCHO MIR.,87,78,75,80,04-21-2020
73,CA- REDDING,104,260,252,267,04-21-2020
77,CA- SACRAMENTO,81,78,75,80,04-21-2020
78,CA- SALINAS,102,182,176,187,04-21-2020
79,CA- SAN BERNARDINO,80,52,50,53,04-21-2020
80,CA- SAN DIEGO,82,182,176,187,04-21-2020
81,CA- SAN FRANCISCO,81,52,50,53,04-21-2020
82,CA- SAN JOSE,87,234,226,241,04-21-2020
83,CA- SAN LUIS OBISPO,119,182,176,187,04-21-2020
85,CA- SAN MATEO CO.,88,234,226,241,04-21-2020
86,CA- SANTA BARBARA,90,104,100,107,04-21-2020
87,CA- SANTA CRUZ,94,52,50,53,04-21-2020
89,CA- SANTA ROSA,89,182,176,187,04-21-2020
91,CA- STOCKTON,97,182,176,187,04-21-2020
96,CA- VENTURA,93,208,201,214,04-21-2020
101,CO- BOULDER,112,156,151,160,04-21-2020
102,CO- COLORADO SPRINGS,82,26,25,26,04-21-2020
103,CO- DENVER,82,130,126,133,04-21-2020
104,CO- FORT COLLINS,92,78,75,80,04-21-2020
105,CO- GRAND JUNCTION,96,130,126,133,04-21-2020
106,CO- GREELEY,103,182,176,187,04-21-2020
107,CO- PUEBLO,96,130,126,133,04-21-2020
109,CT- BRIDGEPORT,87,130,126,133,04-21-2020
110,CT- HARTFORD,80,26,25,26,04-21-2020
111,CT- NEW HAVEN,84,156,151,160,04-21-2020
112,DE- WILMINGTON,89,182,176,187,04-21-2020
113,DC- WASHINGTON,83,208,201,214,04-21-2020
115,FL- BRADENTON,109,208,201,214,04-21-2020
116,FL- CLEARWATER,92,208,201,214,04-21-2020
118,FL- FORT LAUDERDALE,81,104,100,107,04-21-2020
119,FL- FORT MYERS,83,130,126,133,04-21-2020
120,FL- GAINESVILLE,92,234,226,241,04-21-2020
122,FL- HUDSON,82,26,25,26,04-21-2020
123,FL- JACKSONVILLE,81,52,50,53,04-21-2020
124,FL- LAKELAND,87,78,75,80,04-21-2020
127,FL- MIAMI,80,52,50,53,04-21-2020
129,FL- OCALA,91,156,151,160,04-21-2020
130,FL- ORLANDO,81,130,126,133,04-21-2020
131,FL- ORMOND BEACH,91,182,176,187,04-21-2020
133,FL- PANAMA CITY,103,156,151,160,04-21-2020
134,FL- PENSACOLA,87,182,176,187,04-21-2020
137,FL- SARASOTA,88,130,126,133,04-21-2020
139,FL- ST PETERSBURG,84,78,75,80,04-21-2020
140,FL- TALLAHASSEE,87,208,201,214,04-21-2020
141,FL- TAMPA,83,130,126,133,04-21-2020
142,GA- ALBANY,102,234,226,241,04-21-2020
144,GA- ATLANTA,81,234,226,241,04-21-2020
145,GA- AUGUSTA,87,182,176,187,04-21-2020
146,GA- COLUMBUS,88,104,100,107,04-21-2020
147,GA- MACON,82,52,50,53,04-21-2020
148,GA- ROME,90,78,75,80,04-21-2020
149,GA- SAVANNAH,86,130,126,133,04-21-2020
151,ID- BOISE,92,260,252,267,04-21-2020
152,ID- IDAHO FALLS,119,182,176,187,04-21-2020
154,IL- AURORA,89,52,50,53,04-21-2020
155,IL- BLUE ISLAND,81,26,25,26,04-21-2020
156,IL- CHICAGO,82,234,226,241,04-21-2020
158,IL- ELGIN,94,156,151,160,04-21-2020
161,IL- EVANSTON,86,156,151,160,04-21-2020
163,IL- HINSDALE,103,260,252,267,04-21-2020
164,IL- JOLIET,81,26,25,26,04-21-2020
166,IL- MELROSE PARK,84,130,126,133,04-21-2020
170,IL- PEORIA,89,182,176,187,04-21-2020
171,IL- ROCKFORD,90,156,151,160,04-21-2020
172,IL- SPRINGFIELD,88,208,201,214,04-21-2020
173,IL- URBANA,92,130,126,133,04-21-2020
175,IL- BLOOMINGTON,138,156,151,160,04-21-2020
179,IN- EVANSVILLE,92,260,252,267,04-21-2020
180,IN- FORT WAYNE,88,182,176,187,04-21-2020
181,IN- GARY,90,156,151,160,04-21-2020
183,IN- INDIANAPOLIS,81,104,100,107,04-21-2020
184,IN- LAFAYETTE,115,260,252,267,04-21-2020
185,IN- MUNCIE,129,208,201,214,04-21-2020
186,IN- MUNSTER,86,78,75,80,04-21-2020
187,IN- SOUTH BEND,83,52,50,53,04-21-2020
188,IN- TERRE HAUTE,113,182,176,187,04-21-2020
