HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,03-31-2020,8328,4187,NA,117,35,NA,8445,4222,NA,1352
2,AL- DOTHAN,03-31-2020,1198,625,NA,130,39,NA,1328,664,NA,1183
5,AL- HUNTSVILLE,03-31-2020,1789,931,NA,91,9,NA,1880,940,NA,845
6,AL- MOBILE,03-31-2020,2792,1415,NA,65,13,NA,2857,1428,NA,1690
7,AL- MONTGOMERY,03-31-2020,1442,753,NA,104,20,NA,1546,773,NA,1690
9,AL- TUSCALOOSA,03-31-2020,946,489,NA,52,10,NA,998,499,NA,1352
11,AZ- MESA,03-31-2020,1915,977,NA,65,13,NA,1980,990,NA,1183
12,AZ- PHOENIX,03-31-2020,7523,3782,NA,52,5,NA,7575,3787,NA,338
14,AZ- SUN CITY,03-31-2020,719,378,NA,91,27,NA,810,405,NA,1521
15,AZ- TUCSON,03-31-2020,2433,1244,NA,91,18,NA,2524,1262,NA,1014
16,AR- FORT SMITH,03-31-2020,1216,621,NA,65,19,NA,1281,640,NA,1521
18,AR- JONESBORO,03-31-2020,774,439,NA,130,13,NA,904,452,NA,1521
19,AR- LITTLE ROCK,03-31-2020,5759,2885,NA,13,1,NA,5772,2886,NA,1014
21,AR- SPRINGDALE,03-31-2020,1018,521,NA,39,7,NA,1057,528,NA,1690
22,AR- TEXARKANA,03-31-2020,850,451,NA,130,39,NA,980,490,NA,1014
23,CA- ORANGE CO.,03-31-2020,7599,3810,NA,52,15,NA,7651,3825,NA,1690
25,CA- BAKERSFIELD,03-31-2020,3577,1801,NA,39,7,NA,3616,1808,NA,1352
31,CA- CHICO,03-31-2020,601,317,NA,39,3,NA,640,320,NA,1690
33,CA- CONTRA COSTA CO.,03-31-2020,1990,999,NA,13,2,NA,2003,1001,NA,1352
43,CA- FRESNO,03-31-2020,2179,1131,NA,104,10,NA,2283,1141,NA,845
56,CA- LOS ANGELES,03-31-2020,24712,12374,NA,91,27,NA,24803,12401,NA,507
58,CA- MODESTO,03-31-2020,1641,852,NA,78,7,NA,1719,859,NA,676
62,CA- NAPA,03-31-2020,478,281,NA,104,10,NA,582,291,NA,338
