HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,03-30-2020,8368,4207,NA,77,15,NA,8445,4222,NA,1210
2,AL- DOTHAN,03-30-2020,1240,647,NA,88,17,NA,1328,664,NA,1210
5,AL- HUNTSVILLE,03-30-2020,1770,907,NA,110,33,NA,1880,940,NA,484
6,AL- MOBILE,03-30-2020,2747,1395,NA,110,33,NA,2857,1428,NA,726
7,AL- MONTGOMERY,03-30-2020,1469,766,NA,77,7,NA,1546,773,NA,968
9,AL- TUSCALOOSA,03-30-2020,932,480,NA,66,19,NA,998,499,NA,484
11,AZ- MESA,03-30-2020,1958,988,NA,22,2,NA,1980,990,NA,1089
12,AZ- PHOENIX,03-30-2020,7498,3772,NA,77,15,NA,7575,3787,NA,605
14,AZ- SUN CITY,03-30-2020,766,401,NA,44,4,NA,810,405,NA,242
15,AZ- TUCSON,03-30-2020,2447,1255,NA,77,7,NA,2524,1262,NA,363
16,AR- FORT SMITH,03-30-2020,1171,607,NA,110,33,NA,1281,640,NA,484
18,AR- JONESBORO,03-30-2020,860,444,NA,44,8,NA,904,452,NA,968
19,AR- LITTLE ROCK,03-30-2020,5673,2877,NA,99,9,NA,5772,2886,NA,726
21,AR- SPRINGDALE,03-30-2020,1013,515,NA,44,13,NA,1057,528,NA,121
22,AR- TEXARKANA,03-30-2020,936,486,NA,44,4,NA,980,490,NA,121
23,CA- ORANGE CO.,03-30-2020,7541,3792,NA,110,33,NA,7651,3825,NA,968
25,CA- BAKERSFIELD,03-30-2020,3594,1802,NA,22,6,NA,3616,1808,NA,484
31,CA- CHICO,03-30-2020,629,318,NA,11,2,NA,640,320,NA,726
33,CA- CONTRA COSTA CO.,03-30-2020,1981,999,NA,22,2,NA,2003,1001,NA,121
43,CA- FRESNO,03-30-2020,2250,1135,NA,33,6,NA,2283,1141,NA,1089
56,CA- LOS ANGELES,03-30-2020,24726,12394,NA,77,7,NA,24803,12401,NA,726
58,CA- MODESTO,03-30-2020,1664,848,NA,55,11,NA,1719,859,NA,847
62,CA- NAPA,03-30-2020,527,286,NA,55,5,NA,582,291,NA,242
65,CA- ALAMEDA CO.,03-30-2020,3324,1678,NA,55,11,NA,3379,1689,NA,121
69,CA- PALM SPR/RANCHO MIR.,03-30-2020,943,504,NA,110,22,NA,1053,526,NA,847
73,CA- REDDING,03-30-2020,1071,540,NA,11,1,NA,1082,541,NA,121
77,CA- SACRAMENTO,03-30-2020,4696,2375,NA,88,17,NA,4784,2392,NA,121
78,CA- SALINAS,03-30-2020,727,383,NA,66,13,NA,793,396,NA,484
79,CA- SAN BERNARDINO,03-30-2020,5727,2880,NA,55,11,NA,5782,2891,NA,968
80,CA- SAN DIEGO,03-30-2020,6956,3501,NA,77,15,NA,7033,3516,NA,242
81,CA- SAN FRANCISCO,03-30-2020,4974,2517,NA,99,19,NA,5073,2536,NA,968
82,CA- SAN JOSE,03-30-2020,2971,1497,NA,55,16,NA,3026,1513,NA,847
83,CA- SAN LUIS OBISPO,03-30-2020,379,205,NA,77,23,NA,456,228,NA,484
85,CA- SAN MATEO CO.,03-30-2020,2652,1340,NA,44,8,NA,2696,1348,NA,242
86,CA- SANTA BARBARA,03-30-2020,955,481,NA,11,2,NA,966,483,NA,726
87,CA- SANTA CRUZ,03-30-2020,271,162,NA,88,17,NA,359,179,NA,726
89,CA- SANTA ROSA,03-30-2020,1817,922,NA,44,8,NA,1861,930,NA,847
91,CA- STOCKTON,03-30-2020,1019,523,NA,44,8,NA,1063,531,NA,1210
96,CA- VENTURA,03-30-2020,1518,775,NA,55,11,NA,1573,786,NA,484
101,CO- BOULDER,03-30-2020,431,224,NA,44,13,NA,475,237,NA,726
102,CO- COLORADO SPRINGS,03-30-2020,969,511,NA,66,6,NA,1035,517,NA,847
103,CO- DENVER,03-30-2020,4766,2387,NA,11,1,NA,4777,2388,NA,363
104,CO- FORT COLLINS,03-30-2020,584,314,NA,55,5,NA,639,319,NA,1210
105,CO- GRAND JUNCTION,03-30-2020,770,394,NA,22,2,NA,792,396,NA,121
106,CO- GREELEY,03-30-2020,678,369,NA,99,19,NA,777,388,NA,726
107,CO- PUEBLO,03-30-2020,710,391,NA,88,8,NA,798,399,NA,121
109,CT- BRIDGEPORT,03-30-2020,1662,838,NA,33,9,NA,1695,847,NA,363
110,CT- HARTFORD,03-30-2020,3201,1612,NA,55,16,NA,3256,1628,NA,484
111,CT- NEW HAVEN,03-30-2020,3742,1915,NA,110,11,NA,3852,1926,NA,242
112,DE- WILMINGTON,03-30-2020,1796,912,NA,66,19,NA,1862,931,NA,847
113,DC- WASHINGTON,03-30-2020,5467,2740,NA,22,4,NA,5489,2744,NA,968
115,FL- BRADENTON,03-30-2020,599,343,NA,110,11,NA,709,354,NA,605
116,FL- CLEARWATER,03-30-2020,1626,816,NA,11,2,NA,1637,818,NA,1089
118,FL- FORT LAUDERDALE,03-30-2020,8589,4316,NA,110,33,NA,8699,4349,NA,847
119,FL- FORT MYERS,03-30-2020,3782,1909,NA,44,4,NA,3826,1913,NA,363
120,FL- GAINESVILLE,03-30-2020,1819,914,NA,22,6,NA,1841,920,NA,1089
122,FL- HUDSON,03-30-2020,1153,597,NA,99,29,NA,1252,626,NA,242
123,FL- JACKSONVILLE,03-30-2020,4857,2451,NA,55,5,NA,4912,2456,NA,484
124,FL- LAKELAND,03-30-2020,980,526,NA,88,8,NA,1068,534,NA,968
127,FL- MIAMI,03-30-2020,10716,5385,NA,66,6,NA,10782,5391,NA,484
129,FL- OCALA,03-30-2020,1258,662,NA,110,22,NA,1368,684,NA,847
130,FL- ORLANDO,03-30-2020,10295,5167,NA,66,13,NA,10361,5180,NA,605
131,FL- ORMOND BEACH,03-30-2020,1544,794,NA,110,33,NA,1654,827,NA,121
133,FL- PANAMA CITY,03-30-2020,609,327,NA,55,5,NA,664,332,NA,847
134,FL- PENSACOLA,03-30-2020,2294,1163,NA,55,11,NA,2349,1174,NA,484
137,FL- SARASOTA,03-30-2020,1357,696,NA,88,26,NA,1445,722,NA,726
139,FL- ST PETERSBURG,03-30-2020,1587,796,NA,11,3,NA,1598,799,NA,726
140,FL- TALLAHASSEE,03-30-2020,2664,1339,NA,33,9,NA,2697,1348,NA,968
141,FL- TAMPA,03-30-2020,4183,2107,NA,77,23,NA,4260,2130,NA,726
142,GA- ALBANY,03-30-2020,964,522,NA,99,9,NA,1063,531,NA,484
144,GA- ATLANTA,03-30-2020,11869,5967,NA,110,22,NA,11979,5989,NA,726
145,GA- AUGUSTA,03-30-2020,2411,1214,NA,44,13,NA,2455,1227,NA,363
146,GA- COLUMBUS,03-30-2020,1204,613,NA,55,16,NA,1259,629,NA,605
147,GA- MACON,03-30-2020,2192,1105,NA,44,13,NA,2236,1118,NA,121
148,GA- ROME,03-30-2020,699,357,NA,33,9,NA,732,366,NA,363
149,GA- SAVANNAH,03-30-2020,2025,1026,NA,33,3,NA,2058,1029,NA,484
151,ID- BOISE,03-30-2020,2022,1033,NA,55,5,NA,2077,1038,NA,484
152,ID- IDAHO FALLS,03-30-2020,384,215,NA,77,15,NA,461,230,NA,968
154,IL- AURORA,03-30-2020,439,255,NA,88,8,NA,527,263,NA,484
155,IL- BLUE ISLAND,03-30-2020,2503,1262,NA,33,6,NA,2536,1268,NA,484
156,IL- CHICAGO,03-30-2020,8538,4278,NA,22,2,NA,8560,4280,NA,968
158,IL- ELGIN,03-30-2020,976,521,NA,110,22,NA,1086,543,NA,968
161,IL- EVANSTON,03-30-2020,2350,1195,NA,66,13,NA,2416,1208,NA,242
163,IL- HINSDALE,03-30-2020,1012,524,NA,88,26,NA,1100,550,NA,1089
164,IL- JOLIET,03-30-2020,1238,655,NA,88,8,NA,1326,663,NA,847
166,IL- MELROSE PARK,03-30-2020,3072,1541,NA,22,6,NA,3094,1547,NA,726
170,IL- PEORIA,03-30-2020,1793,916,NA,66,13,NA,1859,929,NA,1089
171,IL- ROCKFORD,03-30-2020,1487,757,NA,44,8,NA,1531,765,NA,847
172,IL- SPRINGFIELD,03-30-2020,2490,1256,NA,55,16,NA,2545,1272,NA,605
173,IL- URBANA,03-30-2020,995,506,NA,44,13,NA,1039,519,NA,605
175,IL- BLOOMINGTON,03-30-2020,179,125,NA,88,8,NA,267,133,NA,847
179,IN- EVANSVILLE,03-30-2020,1968,1007,NA,77,15,NA,2045,1022,NA,363
180,IN- FORT WAYNE,03-30-2020,2190,1100,NA,22,6,NA,2212,1106,NA,605
181,IN- GARY,03-30-2020,1429,746,NA,77,7,NA,1506,753,NA,968
183,IN- INDIANAPOLIS,03-30-2020,6340,3185,NA,77,23,NA,6417,3208,NA,121
184,IN- LAFAYETTE,03-30-2020,653,362,NA,88,8,NA,741,370,NA,1089
185,IN- MUNCIE,03-30-2020,331,183,NA,88,26,NA,419,209,NA,1089
186,IN- MUNSTER,03-30-2020,1143,574,NA,11,3,NA,1154,577,NA,605
187,IN- SOUTH BEND,03-30-2020,1518,761,NA,11,3,NA,1529,764,NA,1210
188,IN- TERRE HAUTE,03-30-2020,506,263,NA,33,6,NA,539,269,NA,968
190,IA- CEDAR RAPIDS,03-30-2020,1050,552,NA,66,6,NA,1116,558,NA,1210
191,IA- DAVENPORT,03-30-2020,2157,1098,NA,66,13,NA,2223,1111,NA,847
192,IA- DES MOINES,03-30-2020,3194,1637,NA,99,9,NA,3293,1646,NA,605
193,IA- DUBUQUE,03-30-2020,479,266,NA,66,6,NA,545,272,NA,605
194,IA- IOWA CITY,03-30-2020,1932,968,NA,11,3,NA,1943,971,NA,121
195,IA- MASON CITY,03-30-2020,689,362,NA,44,4,NA,733,366,NA,242
196,IA- SIOUX CITY,03-30-2020,1022,533,NA,110,33,NA,1132,566,NA,968
197,IA- WATERLOO,03-30-2020,628,318,NA,11,1,NA,639,319,NA,1089
200,KS- TOPEKA,03-30-2020,1536,770,NA,11,3,NA,1547,773,NA,605
201,KS- WICHITA,03-30-2020,4840,2464,NA,110,11,NA,4950,2475,NA,968
203,KY- COVINGTON,03-30-2020,1035,544,NA,66,6,NA,1101,550,NA,847
204,KY- LEXINGTON,03-30-2020,5140,2597,NA,66,6,NA,5206,2603,NA,121
205,KY- LOUISVILLE,03-30-2020,4761,2403,NA,55,5,NA,4816,2408,NA,1089
207,KY- OWENSBORO,03-30-2020,406,230,NA,66,6,NA,472,236,NA,726
208,KY- PADUCAH,03-30-2020,1534,794,NA,88,17,NA,1622,811,NA,121
209,LA- ALEXANDRIA,03-30-2020,936,490,NA,55,5,NA,991,495,NA,968
210,LA- BATON ROUGE,03-30-2020,2381,1211,NA,99,29,NA,2480,1240,NA,968
212,LA- HOUMA,03-30-2020,624,343,NA,77,7,NA,701,350,NA,847
213,LA- LAFAYETTE,03-30-2020,2074,1064,NA,88,17,NA,2162,1081,NA,363
214,LA- LAKE CHARLES,03-30-2020,832,423,NA,33,9,NA,865,432,NA,363
216,LA- METAIRIE,03-30-2020,912,476,NA,99,29,NA,1011,505,NA,121
217,LA- MONROE,03-30-2020,892,459,NA,33,3,NA,925,462,NA,605
218,LA- NEW ORLEANS,03-30-2020,2392,1209,NA,33,3,NA,2425,1212,NA,1089
219,LA- SHREVEPORT,03-30-2020,2692,1364,NA,44,4,NA,2736,1368,NA,1089
220,LA- SLIDELL,03-30-2020,416,235,NA,88,17,NA,504,252,NA,605
221,ME- BANGOR,03-30-2020,1068,543,NA,22,2,NA,1090,545,NA,242
222,ME- PORTLAND,03-30-2020,2559,1299,NA,66,13,NA,2625,1312,NA,968
223,MD- BALTIMORE,03-30-2020,6646,3343,NA,99,29,NA,6745,3372,NA,242
225,MD- SALISBURY,03-30-2020,926,467,NA,11,1,NA,937,468,NA,484
226,MD- TAKOMA PARK,03-30-2020,1243,639,NA,44,4,NA,1287,643,NA,242
227,MA- BOSTON,03-30-2020,10885,5463,NA,99,29,NA,10984,5492,NA,363
230,MA- SPRINGFIELD,03-30-2020,1557,792,NA,44,8,NA,1601,800,NA,363
231,MA- WORCESTER,03-30-2020,1532,810,NA,110,11,NA,1642,821,NA,121
232,MI- ANN ARBOR,03-30-2020,3242,1628,NA,22,4,NA,3264,1632,NA,484
233,MI- DEARBORN,03-30-2020,1578,809,NA,66,13,NA,1644,822,NA,968
234,MI- DETROIT,03-30-2020,4615,2321,NA,44,8,NA,4659,2329,NA,242
235,MI- FLINT,03-30-2020,1271,652,NA,55,11,NA,1326,663,NA,605
236,MI- GRAND RAPIDS,03-30-2020,2221,1128,NA,88,26,NA,2309,1154,NA,121
238,MI- KALAMAZOO,03-30-2020,1411,719,NA,66,19,NA,1477,738,NA,484
239,MI- LANSING,03-30-2020,1436,748,NA,99,19,NA,1535,767,NA,1089
240,MI- MARQUETTE,03-30-2020,433,228,NA,55,16,NA,488,244,NA,1089
242,MI- MUSKEGON,03-30-2020,459,261,NA,77,7,NA,536,268,NA,726
243,MI- PETOSKEY,03-30-2020,247,154,NA,99,19,NA,346,173,NA,121
244,MI- PONTIAC,03-30-2020,1173,590,NA,11,2,NA,1184,592,NA,1089
245,MI- ROYAL OAK,03-30-2020,2543,1292,NA,99,29,NA,2642,1321,NA,1210
246,MI- SAGINAW,03-30-2020,2041,1037,NA,55,11,NA,2096,1048,NA,726
248,MI- ST JOSEPH,03-30-2020,269,145,NA,33,6,NA,302,151,NA,484
249,MI- TRAVERSE CITY,03-30-2020,465,250,NA,44,4,NA,509,254,NA,847
250,MN- DULUTH,03-30-2020,1074,573,NA,88,8,NA,1162,581,NA,726
251,MN- MINNEAPOLIS,03-30-2020,8471,4249,NA,44,8,NA,8515,4257,NA,605
253,MN- ROCHESTER,03-30-2020,2489,1266,NA,110,33,NA,2599,1299,NA,968
254,MN- ST CLOUD,03-30-2020,652,337,NA,55,16,NA,707,353,NA,968
256,MN- ST PAUL,03-30-2020,2197,1116,NA,88,26,NA,2285,1142,NA,121
257,MS- GULFPORT,03-30-2020,729,382,NA,44,4,NA,773,386,NA,121
258,MS- HATTIESBURG,03-30-2020,1188,601,NA,22,4,NA,1210,605,NA,1089
