HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,05-15-2020,7415,3913,NA,1030,309,NA,8445,4222,NA,74263
2,AL- DOTHAN,05-15-2020,1225,644,NA,103,20,NA,1328,664,NA,31827
5,AL- HUNTSVILLE,05-15-2020,1777,920,NA,103,20,NA,1880,940,NA,31827
6,AL- MOBILE,05-15-2020,2445,1387,NA,412,41,NA,2857,1428,NA,42436
7,AL- MONTGOMERY,05-15-2020,619,681,NA,927,92,NA,1546,773,NA,42436
9,AL- TUSCALOOSA,05-15-2020,689,438,NA,309,61,NA,998,499,NA,74263
11,AZ- MESA,05-15-2020,950,887,NA,1030,103,NA,1980,990,NA,63654
12,AZ- PHOENIX,05-15-2020,6545,3581,NA,1030,206,NA,7575,3787,NA,84872
14,AZ- SUN CITY,05-15-2020,0,158,NA,824,247,NA,810,405,NA,10609
15,AZ- TUCSON,05-15-2020,1494,1159,NA,1030,103,NA,2524,1262,NA,95481
16,AR- FORT SMITH,05-15-2020,869,558,NA,412,82,NA,1281,640,NA,95481
18,AR- JONESBORO,05-15-2020,492,329,NA,412,123,NA,904,452,NA,74263
19,AR- LITTLE ROCK,05-15-2020,5154,2701,NA,618,185,NA,5772,2886,NA,95481
21,AR- SPRINGDALE,05-15-2020,954,508,NA,103,20,NA,1057,528,NA,53045
22,AR- TEXARKANA,05-15-2020,0,284,NA,1030,206,NA,980,490,NA,95481
23,CA- ORANGE CO.,05-15-2020,6930,3753,NA,721,72,NA,7651,3825,NA,10609
25,CA- BAKERSFIELD,05-15-2020,3307,1747,NA,309,61,NA,3616,1808,NA,10609
31,CA- CHICO,05-15-2020,125,269,NA,515,51,NA,640,320,NA,53045
33,CA- CONTRA COSTA CO.,05-15-2020,1282,929,NA,721,72,NA,2003,1001,NA,95481
43,CA- FRESNO,05-15-2020,2180,1111,NA,103,30,NA,2283,1141,NA,63654
56,CA- LOS ANGELES,05-15-2020,24391,12319,NA,412,82,NA,24803,12401,NA,63654
58,CA- MODESTO,05-15-2020,1101,674,NA,618,185,NA,1719,859,NA,53045
62,CA- NAPA,05-15-2020,479,261,NA,103,30,NA,582,291,NA,10609
65,CA- ALAMEDA CO.,05-15-2020,3070,1659,NA,309,30,NA,3379,1689,NA,84872
69,CA- PALM SPR/RANCHO MIR.,05-15-2020,229,444,NA,824,82,NA,1053,526,NA,106090
73,CA- REDDING,05-15-2020,361,397,NA,721,144,NA,1082,541,NA,10609
77,CA- SACRAMENTO,05-15-2020,4372,2310,NA,412,82,NA,4784,2392,NA,95481
78,CA- SALINAS,05-15-2020,587,376,NA,206,20,NA,793,396,NA,74263
79,CA- SAN BERNARDINO,05-15-2020,5370,2768,NA,412,123,NA,5782,2891,NA,95481
80,CA- SAN DIEGO,05-15-2020,6415,3455,NA,618,61,NA,7033,3516,NA,42436
81,CA- SAN FRANCISCO,05-15-2020,4249,2454,NA,824,82,NA,5073,2536,NA,95481
82,CA- SAN JOSE,05-15-2020,2408,1452,NA,618,61,NA,3026,1513,NA,53045
83,CA- SAN LUIS OBISPO,05-15-2020,0,74,NA,515,154,NA,456,228,NA,63654
85,CA- SAN MATEO CO.,05-15-2020,2490,1287,NA,206,61,NA,2696,1348,NA,21218
86,CA- SANTA BARBARA,05-15-2020,142,236,NA,824,247,NA,966,483,NA,21218
87,CA- SANTA CRUZ,05-15-2020,0,0,NA,1030,309,NA,359,179,NA,95481
89,CA- SANTA ROSA,05-15-2020,831,621,NA,1030,309,NA,1861,930,NA,95481
91,CA- STOCKTON,05-15-2020,136,346,NA,927,185,NA,1063,531,NA,74263
96,CA- VENTURA,05-15-2020,646,508,NA,927,278,NA,1573,786,NA,84872
101,CO- BOULDER,05-15-2020,0,155,NA,824,82,NA,475,237,NA,42436
102,CO- COLORADO SPRINGS,05-15-2020,211,353,NA,824,164,NA,1035,517,NA,42436
