HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,03-27-2020,8435,4221,NA,10,1,NA,8445,4222,NA,100
2,AL- DOTHAN,03-27-2020,1323,663,NA,5,1,NA,1328,664,NA,225
5,AL- HUNTSVILLE,03-27-2020,1830,930,NA,50,10,NA,1880,940,NA,200
6,AL- MOBILE,03-27-2020,2852,1427,NA,5,1,NA,2857,1428,NA,100
7,AL- MONTGOMERY,03-27-2020,1531,772,NA,15,1,NA,1546,773,NA,250
9,AL- TUSCALOOSA,03-27-2020,953,495,NA,45,4,NA,998,499,NA,50
11,AZ- MESA,03-27-2020,1975,989,NA,5,1,NA,1980,990,NA,100
12,AZ- PHOENIX,03-27-2020,7565,3785,NA,10,2,NA,7575,3787,NA,50
14,AZ- SUN CITY,03-27-2020,790,399,NA,20,6,NA,810,405,NA,150
15,AZ- TUCSON,03-27-2020,2484,1250,NA,40,12,NA,2524,1262,NA,200
16,AR- FORT SMITH,03-27-2020,1276,639,NA,5,1,NA,1281,640,NA,225
18,AR- JONESBORO,03-27-2020,889,449,NA,15,3,NA,904,452,NA,50
19,AR- LITTLE ROCK,03-27-2020,5727,2882,NA,45,4,NA,5772,2886,NA,125
21,AR- SPRINGDALE,03-27-2020,1007,523,NA,50,5,NA,1057,528,NA,50
22,AR- TEXARKANA,03-27-2020,965,487,NA,15,3,NA,980,490,NA,200
23,CA- ORANGE CO.,03-27-2020,7641,3824,NA,10,1,NA,7651,3825,NA,175
25,CA- BAKERSFIELD,03-27-2020,3586,1802,NA,30,6,NA,3616,1808,NA,175
31,CA- CHICO,03-27-2020,590,315,NA,50,5,NA,640,320,NA,75
33,CA- CONTRA COSTA CO.,03-27-2020,1993,999,NA,10,2,NA,2003,1001,NA,75
43,CA- FRESNO,03-27-2020,2263,1139,NA,20,2,NA,2283,1141,NA,25
56,CA- LOS ANGELES,03-27-2020,24768,12394,NA,35,7,NA,24803,12401,NA,25
58,CA- MODESTO,03-27-2020,1669,849,NA,50,10,NA,1719,859,NA,250
62,CA- NAPA,03-27-2020,537,282,NA,45,9,NA,582,291,NA,100
65,CA- ALAMEDA CO.,03-27-2020,3364,1685,NA,15,4,NA,3379,1689,NA,75
69,CA- PALM SPR/RANCHO MIR.,03-27-2020,1043,525,NA,10,1,NA,1053,526,NA,150
73,CA- REDDING,03-27-2020,1047,534,NA,35,7,NA,1082,541,NA,125
77,CA- SACRAMENTO,03-27-2020,4759,2387,NA,25,5,NA,4784,2392,NA,75
78,CA- SALINAS,03-27-2020,778,392,NA,15,4,NA,793,396,NA,75
79,CA- SAN BERNARDINO,03-27-2020,5747,2881,NA,35,10,NA,5782,2891,NA,175
80,CA- SAN DIEGO,03-27-2020,7028,3516,NA,5,0,NA,7033,3516,NA,50
81,CA- SAN FRANCISCO,03-27-2020,5043,2533,NA,30,3,NA,5073,2536,NA,175
82,CA- SAN JOSE,03-27-2020,3016,1512,NA,10,1,NA,3026,1513,NA,50
83,CA- SAN LUIS OBISPO,03-27-2020,451,227,NA,5,1,NA,456,228,NA,75
85,CA- SAN MATEO CO.,03-27-2020,2681,1344,NA,15,4,NA,2696,1348,NA,250
86,CA- SANTA BARBARA,03-27-2020,961,483,NA,5,0,NA,966,483,NA,225
87,CA- SANTA CRUZ,03-27-2020,334,172,NA,25,7,NA,359,179,NA,175
89,CA- SANTA ROSA,03-27-2020,1831,921,NA,30,9,NA,1861,930,NA,150
91,CA- STOCKTON,03-27-2020,1053,528,NA,10,3,NA,1063,531,NA,225
96,CA- VENTURA,03-27-2020,1558,785,NA,15,1,NA,1573,786,NA,75
101,CO- BOULDER,03-27-2020,465,236,NA,10,1,NA,475,237,NA,75
102,CO- COLORADO SPRINGS,03-27-2020,995,509,NA,40,8,NA,1035,517,NA,100
103,CO- DENVER,03-27-2020,4727,2383,NA,50,5,NA,4777,2388,NA,100
104,CO- FORT COLLINS,03-27-2020,609,310,NA,30,9,NA,639,319,NA,125
105,CO- GRAND JUNCTION,03-27-2020,757,386,NA,35,10,NA,792,396,NA,250
106,CO- GREELEY,03-27-2020,732,375,NA,45,13,NA,777,388,NA,50
107,CO- PUEBLO,03-27-2020,778,395,NA,20,4,NA,798,399,NA,50
109,CT- BRIDGEPORT,03-27-2020,1690,846,NA,5,1,NA,1695,847,NA,150
110,CT- HARTFORD,03-27-2020,3236,1622,NA,20,6,NA,3256,1628,NA,125
111,CT- NEW HAVEN,03-27-2020,3832,1922,NA,20,4,NA,3852,1926,NA,175
112,DE- WILMINGTON,03-27-2020,1817,918,NA,45,13,NA,1862,931,NA,200
113,DC- WASHINGTON,03-27-2020,5479,2741,NA,10,3,NA,5489,2744,NA,25
115,FL- BRADENTON,03-27-2020,679,345,NA,30,9,NA,709,354,NA,150
116,FL- CLEARWATER,03-27-2020,1627,815,NA,10,3,NA,1637,818,NA,200
118,FL- FORT LAUDERDALE,03-27-2020,8649,4334,NA,50,15,NA,8699,4349,NA,100
119,FL- FORT MYERS,03-27-2020,3806,1911,NA,20,2,NA,3826,1913,NA,100
120,FL- GAINESVILLE,03-27-2020,1836,920,NA,5,0,NA,1841,920,NA,50
122,FL- HUDSON,03-27-2020,1247,626,NA,5,0,NA,1252,626,NA,125
123,FL- JACKSONVILLE,03-27-2020,4862,2441,NA,50,15,NA,4912,2456,NA,75
124,FL- LAKELAND,03-27-2020,1048,528,NA,20,6,NA,1068,534,NA,25
127,FL- MIAMI,03-27-2020,10762,5387,NA,20,4,NA,10782,5391,NA,150
129,FL- OCALA,03-27-2020,1358,682,NA,10,2,NA,1368,684,NA,250
130,FL- ORLANDO,03-27-2020,10311,5170,NA,50,10,NA,10361,5180,NA,225
131,FL- ORMOND BEACH,03-27-2020,1629,822,NA,25,5,NA,1654,827,NA,250
133,FL- PANAMA CITY,03-27-2020,644,326,NA,20,6,NA,664,332,NA,150
134,FL- PENSACOLA,03-27-2020,2309,1162,NA,40,12,NA,2349,1174,NA,25
137,FL- SARASOTA,03-27-2020,1435,720,NA,10,2,NA,1445,722,NA,225
139,FL- ST PETERSBURG,03-27-2020,1558,787,NA,40,12,NA,1598,799,NA,50
140,FL- TALLAHASSEE,03-27-2020,2667,1339,NA,30,9,NA,2697,1348,NA,150
141,FL- TAMPA,03-27-2020,4235,2125,NA,25,5,NA,4260,2130,NA,200
142,GA- ALBANY,03-27-2020,1023,523,NA,40,8,NA,1063,531,NA,25
144,GA- ATLANTA,03-27-2020,11939,5981,NA,40,8,NA,11979,5989,NA,200
145,GA- AUGUSTA,03-27-2020,2430,1220,NA,25,7,NA,2455,1227,NA,25
146,GA- COLUMBUS,03-27-2020,1214,620,NA,45,9,NA,1259,629,NA,150
147,GA- MACON,03-27-2020,2231,1117,NA,5,1,NA,2236,1118,NA,175
148,GA- ROME,03-27-2020,712,364,NA,20,2,NA,732,366,NA,200
149,GA- SAVANNAH,03-27-2020,2028,1020,NA,30,9,NA,2058,1029,NA,125
151,ID- BOISE,03-27-2020,2027,1023,NA,50,15,NA,2077,1038,NA,200
152,ID- IDAHO FALLS,03-27-2020,421,218,NA,40,12,NA,461,230,NA,200
154,IL- AURORA,03-27-2020,497,257,NA,30,6,NA,527,263,NA,75
155,IL- BLUE ISLAND,03-27-2020,2511,1266,NA,25,2,NA,2536,1268,NA,225
156,IL- CHICAGO,03-27-2020,8520,4268,NA,40,12,NA,8560,4280,NA,125
158,IL- ELGIN,03-27-2020,1046,535,NA,40,8,NA,1086,543,NA,175
161,IL- EVANSTON,03-27-2020,2376,1200,NA,40,8,NA,2416,1208,NA,150
163,IL- HINSDALE,03-27-2020,1070,547,NA,30,3,NA,1100,550,NA,100
164,IL- JOLIET,03-27-2020,1311,660,NA,15,3,NA,1326,663,NA,75
166,IL- MELROSE PARK,03-27-2020,3044,1532,NA,50,15,NA,3094,1547,NA,250
170,IL- PEORIA,03-27-2020,1814,925,NA,45,4,NA,1859,929,NA,25
171,IL- ROCKFORD,03-27-2020,1501,759,NA,30,6,NA,1531,765,NA,100
172,IL- SPRINGFIELD,03-27-2020,2500,1268,NA,45,4,NA,2545,1272,NA,50
173,IL- URBANA,03-27-2020,999,507,NA,40,12,NA,1039,519,NA,100
175,IL- BLOOMINGTON,03-27-2020,217,128,NA,50,5,NA,267,133,NA,50
179,IN- EVANSVILLE,03-27-2020,2020,1015,NA,25,7,NA,2045,1022,NA,200
180,IN- FORT WAYNE,03-27-2020,2197,1105,NA,15,1,NA,2212,1106,NA,150
181,IN- GARY,03-27-2020,1481,748,NA,25,5,NA,1506,753,NA,100
183,IN- INDIANAPOLIS,03-27-2020,6407,3207,NA,10,1,NA,6417,3208,NA,25
184,IN- LAFAYETTE,03-27-2020,701,362,NA,40,8,NA,741,370,NA,75
185,IN- MUNCIE,03-27-2020,374,196,NA,45,13,NA,419,209,NA,250
186,IN- MUNSTER,03-27-2020,1149,577,NA,5,0,NA,1154,577,NA,150
187,IN- SOUTH BEND,03-27-2020,1489,760,NA,40,4,NA,1529,764,NA,200
188,IN- TERRE HAUTE,03-27-2020,499,265,NA,40,4,NA,539,269,NA,50
190,IA- CEDAR RAPIDS,03-27-2020,1101,557,NA,15,1,NA,1116,558,NA,25
191,IA- DAVENPORT,03-27-2020,2178,1098,NA,45,13,NA,2223,1111,NA,175
192,IA- DES MOINES,03-27-2020,3278,1643,NA,15,3,NA,3293,1646,NA,25
193,IA- DUBUQUE,03-27-2020,525,268,NA,20,4,NA,545,272,NA,250
194,IA- IOWA CITY,03-27-2020,1928,970,NA,15,1,NA,1943,971,NA,25
195,IA- MASON CITY,03-27-2020,713,360,NA,20,6,NA,733,366,NA,100
196,IA- SIOUX CITY,03-27-2020,1107,561,NA,25,5,NA,1132,566,NA,50
197,IA- WATERLOO,03-27-2020,599,307,NA,40,12,NA,639,319,NA,100
200,KS- TOPEKA,03-27-2020,1512,766,NA,35,7,NA,1547,773,NA,225
201,KS- WICHITA,03-27-2020,4940,2472,NA,10,3,NA,4950,2475,NA,175
203,KY- COVINGTON,03-27-2020,1081,546,NA,20,4,NA,1101,550,NA,225
204,KY- LEXINGTON,03-27-2020,5176,2594,NA,30,9,NA,5206,2603,NA,225
205,KY- LOUISVILLE,03-27-2020,4766,2393,NA,50,15,NA,4816,2408,NA,25
