HRRNum,HRR City,Last Update,Beds Avail,Vent. Avail,Staff Avail,Beds Needed,Vents Needed,Staff Needed,Beds Count,Vent. Count,Staff Count,Cases
1,AL- BIRMINGHAM,03-29-2020,8409,4212,NA,36,10,NA,8445,4222,NA,648
2,AL- DOTHAN,03-29-2020,1265,658,NA,63,6,NA,1328,664,NA,243
5,AL- HUNTSVILLE,03-29-2020,1817,922,NA,63,18,NA,1880,940,NA,162
6,AL- MOBILE,03-29-2020,2803,1423,NA,54,5,NA,2857,1428,NA,324
7,AL- MONTGOMERY,03-29-2020,1483,767,NA,63,6,NA,1546,773,NA,486
9,AL- TUSCALOOSA,03-29-2020,926,492,NA,72,7,NA,998,499,NA,81
11,AZ- MESA,03-29-2020,1926,974,NA,54,16,NA,1980,990,NA,81
12,AZ- PHOENIX,03-29-2020,7503,3780,NA,72,7,NA,7575,3787,NA,486
14,AZ- SUN CITY,03-29-2020,747,399,NA,63,6,NA,810,405,NA,486
15,AZ- TUCSON,03-29-2020,2479,1249,NA,45,13,NA,2524,1262,NA,324
16,AR- FORT SMITH,03-29-2020,1200,624,NA,81,16,NA,1281,640,NA,648
18,AR- JONESBORO,03-29-2020,850,447,NA,54,5,NA,904,452,NA,81
19,AR- LITTLE ROCK,03-29-2020,5754,2881,NA,18,5,NA,5772,2886,NA,567
21,AR- SPRINGDALE,03-29-2020,1039,527,NA,18,1,NA,1057,528,NA,243
22,AR- TEXARKANA,03-29-2020,890,463,NA,90,27,NA,980,490,NA,729
23,CA- ORANGE CO.,03-29-2020,7606,3816,NA,45,9,NA,7651,3825,NA,486
25,CA- BAKERSFIELD,03-29-2020,3571,1804,NA,45,4,NA,3616,1808,NA,648
31,CA- CHICO,03-29-2020,595,307,NA,45,13,NA,640,320,NA,729
33,CA- CONTRA COSTA CO.,03-29-2020,1994,1001,NA,9,0,NA,2003,1001,NA,324
43,CA- FRESNO,03-29-2020,2229,1131,NA,54,10,NA,2283,1141,NA,648
56,CA- LOS ANGELES,03-29-2020,24785,12396,NA,18,5,NA,24803,12401,NA,729
58,CA- MODESTO,03-29-2020,1701,858,NA,18,1,NA,1719,859,NA,648
62,CA- NAPA,03-29-2020,528,275,NA,54,16,NA,582,291,NA,810
65,CA- ALAMEDA CO.,03-29-2020,3316,1671,NA,63,18,NA,3379,1689,NA,81
69,CA- PALM SPR/RANCHO MIR.,03-29-2020,990,508,NA,63,18,NA,1053,526,NA,648
73,CA- REDDING,03-29-2020,1073,539,NA,9,2,NA,1082,541,NA,243
77,CA- SACRAMENTO,03-29-2020,4712,2385,NA,72,7,NA,4784,2392,NA,243
78,CA- SALINAS,03-29-2020,784,394,NA,9,2,NA,793,396,NA,729
79,CA- SAN BERNARDINO,03-29-2020,5764,2886,NA,18,5,NA,5782,2891,NA,162
80,CA- SAN DIEGO,03-29-2020,7006,3508,NA,27,8,NA,7033,3516,NA,648
81,CA- SAN FRANCISCO,03-29-2020,5055,2535,NA,18,1,NA,5073,2536,NA,162
82,CA- SAN JOSE,03-29-2020,2936,1486,NA,90,27,NA,3026,1513,NA,567
83,CA- SAN LUIS OBISPO,03-29-2020,447,228,NA,9,0,NA,456,228,NA,486
85,CA- SAN MATEO CO.,03-29-2020,2624,1334,NA,72,14,NA,2696,1348,NA,567
86,CA- SANTA BARBARA,03-29-2020,948,480,NA,18,3,NA,966,483,NA,648
87,CA- SANTA CRUZ,03-29-2020,305,174,NA,54,5,NA,359,179,NA,162
89,CA- SANTA ROSA,03-29-2020,1771,921,NA,90,9,NA,1861,930,NA,81
91,CA- STOCKTON,03-29-2020,1000,519,NA,63,12,NA,1063,531,NA,81
96,CA- VENTURA,03-29-2020,1546,778,NA,27,8,NA,1573,786,NA,567
101,CO- BOULDER,03-29-2020,457,236,NA,18,1,NA,475,237,NA,81
102,CO- COLORADO SPRINGS,03-29-2020,954,509,NA,81,8,NA,1035,517,NA,567
103,CO- DENVER,03-29-2020,4741,2385,NA,36,3,NA,4777,2388,NA,81
104,CO- FORT COLLINS,03-29-2020,594,310,NA,45,9,NA,639,319,NA,648
105,CO- GRAND JUNCTION,03-29-2020,702,387,NA,90,9,NA,792,396,NA,405
106,CO- GREELEY,03-29-2020,732,375,NA,45,13,NA,777,388,NA,810
107,CO- PUEBLO,03-29-2020,726,392,NA,72,7,NA,798,399,NA,567
109,CT- BRIDGEPORT,03-29-2020,1641,837,NA,54,10,NA,1695,847,NA,324
110,CT- HARTFORD,03-29-2020,3247,1628,NA,9,0,NA,3256,1628,NA,243
111,CT- NEW HAVEN,03-29-2020,3807,1913,NA,45,13,NA,3852,1926,NA,81
112,DE- WILMINGTON,03-29-2020,1853,929,NA,9,2,NA,1862,931,NA,729
113,DC- WASHINGTON,03-29-2020,5399,2717,NA,90,27,NA,5489,2744,NA,729
115,FL- BRADENTON,03-29-2020,628,338,NA,81,16,NA,709,354,NA,162
116,FL- CLEARWATER,03-29-2020,1583,808,NA,54,10,NA,1637,818,NA,567
118,FL- FORT LAUDERDALE,03-29-2020,8618,4333,NA,81,16,NA,8699,4349,NA,81
119,FL- FORT MYERS,03-29-2020,3736,1904,NA,90,9,NA,3826,1913,NA,486
120,FL- GAINESVILLE,03-29-2020,1832,920,NA,9,0,NA,1841,920,NA,648
122,FL- HUDSON,03-29-2020,1243,626,NA,9,0,NA,1252,626,NA,729
123,FL- JACKSONVILLE,03-29-2020,4867,2447,NA,45,9,NA,4912,2456,NA,405
124,FL- LAKELAND,03-29-2020,1041,526,NA,27,8,NA,1068,534,NA,162
127,FL- MIAMI,03-29-2020,10692,5373,NA,90,18,NA,10782,5391,NA,243
129,FL- OCALA,03-29-2020,1278,657,NA,90,27,NA,1368,684,NA,162
130,FL- ORLANDO,03-29-2020,10307,5175,NA,54,5,NA,10361,5180,NA,648
131,FL- ORMOND BEACH,03-29-2020,1600,811,NA,54,16,NA,1654,827,NA,243
133,FL- PANAMA CITY,03-29-2020,583,324,NA,81,8,NA,664,332,NA,486
134,FL- PENSACOLA,03-29-2020,2286,1156,NA,63,18,NA,2349,1174,NA,324
137,FL- SARASOTA,03-29-2020,1373,708,NA,72,14,NA,1445,722,NA,405
139,FL- ST PETERSBURG,03-29-2020,1526,792,NA,72,7,NA,1598,799,NA,567
140,FL- TALLAHASSEE,03-29-2020,2616,1340,NA,81,8,NA,2697,1348,NA,243
141,FL- TAMPA,03-29-2020,4197,2124,NA,63,6,NA,4260,2130,NA,486
142,GA- ALBANY,03-29-2020,1027,528,NA,36,3,NA,1063,531,NA,324
144,GA- ATLANTA,03-29-2020,11898,5973,NA,81,16,NA,11979,5989,NA,486
145,GA- AUGUSTA,03-29-2020,2392,1221,NA,63,6,NA,2455,1227,NA,324
146,GA- COLUMBUS,03-29-2020,1169,620,NA,90,9,NA,1259,629,NA,486
147,GA- MACON,03-29-2020,2182,1113,NA,54,5,NA,2236,1118,NA,81
148,GA- ROME,03-29-2020,642,357,NA,90,9,NA,732,366,NA,648
149,GA- SAVANNAH,03-29-2020,2013,1025,NA,45,4,NA,2058,1029,NA,486
151,ID- BOISE,03-29-2020,1996,1014,NA,81,24,NA,2077,1038,NA,162
152,ID- IDAHO FALLS,03-29-2020,398,218,NA,63,12,NA,461,230,NA,81
154,IL- AURORA,03-29-2020,509,262,NA,18,1,NA,527,263,NA,486
155,IL- BLUE ISLAND,03-29-2020,2446,1250,NA,90,18,NA,2536,1268,NA,405
156,IL- CHICAGO,03-29-2020,8479,4264,NA,81,16,NA,8560,4280,NA,162
158,IL- ELGIN,03-29-2020,1059,538,NA,27,5,NA,1086,543,NA,324
161,IL- EVANSTON,03-29-2020,2380,1198,NA,36,10,NA,2416,1208,NA,567
163,IL- HINSDALE,03-29-2020,1064,543,NA,36,7,NA,1100,550,NA,729
164,IL- JOLIET,03-29-2020,1236,645,NA,90,18,NA,1326,663,NA,810
166,IL- MELROSE PARK,03-29-2020,3013,1523,NA,81,24,NA,3094,1547,NA,324
170,IL- PEORIA,03-29-2020,1805,913,NA,54,16,NA,1859,929,NA,243
171,IL- ROCKFORD,03-29-2020,1441,747,NA,90,18,NA,1531,765,NA,648
172,IL- SPRINGFIELD,03-29-2020,2518,1264,NA,27,8,NA,2545,1272,NA,243
173,IL- URBANA,03-29-2020,985,509,NA,54,10,NA,1039,519,NA,162
175,IL- BLOOMINGTON,03-29-2020,204,121,NA,63,12,NA,267,133,NA,567
179,IN- EVANSVILLE,03-29-2020,2000,1018,NA,45,4,NA,2045,1022,NA,405
180,IN- FORT WAYNE,03-29-2020,2131,1098,NA,81,8,NA,2212,1106,NA,729
181,IN- GARY,03-29-2020,1425,737,NA,81,16,NA,1506,753,NA,162
183,IN- INDIANAPOLIS,03-29-2020,6408,3206,NA,9,2,NA,6417,3208,NA,729
184,IN- LAFAYETTE,03-29-2020,651,361,NA,90,9,NA,741,370,NA,567
185,IN- MUNCIE,03-29-2020,374,205,NA,45,4,NA,419,209,NA,162
186,IN- MUNSTER,03-29-2020,1145,576,NA,9,1,NA,1154,577,NA,567
187,IN- SOUTH BEND,03-29-2020,1439,746,NA,90,18,NA,1529,764,NA,810
188,IN- TERRE HAUTE,03-29-2020,521,268,NA,18,1,NA,539,269,NA,324
190,IA- CEDAR RAPIDS,03-29-2020,1071,554,NA,45,4,NA,1116,558,NA,729
191,IA- DAVENPORT,03-29-2020,2160,1093,NA,63,18,NA,2223,1111,NA,729
192,IA- DES MOINES,03-29-2020,3284,1644,NA,9,2,NA,3293,1646,NA,81
