HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,92.14,534,471,697,82.4,117.95,534 [471 - 697],92.14% [82.4% - 117.95%],1025,203,3205,05-18-2020
2,AL- DOTHAN,84.06,22,19,41,80.45,99.65,22 [19 - 41],84.06% [80.45% - 99.65%],53,6,261,05-18-2020
5,AL- HUNTSVILLE,91.12,109,96,152,82.45,119.84,109 [96 - 152],91.12% [82.45% - 119.84%],209,46,749,05-18-2020
6,AL- MOBILE,88.13,120,107,171,82.28,109.86,120 [107 - 171],88.13% [82.28% - 109.86%],232,65,853,05-18-2020
7,AL- MONTGOMERY,90.98,89,78,126,81.75,120.94,89 [78 - 126],90.98% [81.75% - 120.94%],169,27,633,05-18-2020
9,AL- TUSCALOOSA,92.56,60,52,83,81.7,121.88,60 [52 - 83],92.56% [81.7% - 121.88%],125,17,418,05-18-2020
11,AZ- MESA,103.2,238,215,345,87.68,171.67,238 [215 - 345],103.2% [87.68% - 171.67%],459,152,1815,05-18-2020
12,AZ- PHOENIX,94.77,585,526,841,84.92,137.86,585 [526 - 841],94.77% [84.92% - 137.86%],1119,373,4383,05-18-2020
14,AZ- SUN CITY,89.74,38,34,56,83.21,118.52,38 [34 - 56],89.74% [83.21% - 118.52%],78,26,312,05-18-2020
15,AZ- TUCSON,92.34,163,145,254,83.29,136.85,163 [145 - 254],92.34% [83.29% - 136.85%],311,83,1435,05-18-2020
16,AR- FORT SMITH,80.64,0,0,6,80.0,86.17,0 [0 - 6],80.64% [80.0% - 86.17%],8,0,79,05-18-2020
18,AR- JONESBORO,80.91,0,0,3,80.0,84.76,0 [0 - 3],80.91% [80.0% - 84.76%],8,0,43,05-18-2020
19,AR- LITTLE ROCK,82.85,81,70,127,80.14,93.06,81 [70 - 127],82.85% [80.14% - 93.06%],164,8,754,05-18-2020
21,AR- SPRINGDALE,82.73,14,12,20,80.0,89.37,14 [12 - 20],82.73% [80.0% - 89.37%],28,0,99,05-18-2020
22,AR- TEXARKANA,83.51,14,12,24,80.0,94.08,14 [12 - 24],83.51% [80.0% - 94.08%],34,0,138,05-18-2020
23,CA- ORANGE CO.,86.73,259,228,374,81.15,105.91,259 [228 - 374],86.73% [81.15% - 105.91%],514,88,1982,05-18-2020
25,CA- BAKERSFIELD,82.77,49,43,78,80.25,92.53,49 [43 - 78],82.77% [80.25% - 92.53%],100,9,453,05-18-2020
31,CA- CHICO,84.37,7,6,17,80.0,101.41,7 [6 - 17],84.37% [80.0% - 101.41%],27,0,137,05-18-2020
33,CA- CONTRA COSTA CO.,93.75,133,118,177,82.4,124.43,133 [118 - 177],93.75% [82.4% - 124.43%],275,48,890,05-18-2020
43,CA- FRESNO,84.44,49,43,82,80.39,101.81,49 [43 - 82],84.44% [80.39% - 101.81%],101,9,498,05-18-2020
56,CA- LOS ANGELES,85.75,733,644,1067,81.02,101.55,733 [644 - 1067],85.75% [81.02% - 101.55%],1425,252,5344,05-18-2020
58,CA- MODESTO,90.34,84,75,121,81.75,118.16,84 [75 - 121],90.34% [81.75% - 118.16%],177,30,656,05-18-2020
62,CA- NAPA,87.9,21,19,32,81.2,113.85,21 [19 - 32],87.9% [81.2% - 113.85%],45,7,197,05-18-2020
65,CA- ALAMEDA CO.,92.01,196,173,260,82.01,118.21,196 [173 - 260],92.01% [82.01% - 118.21%],405,68,1291,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,84.78,21,19,33,80.76,98.8,21 [19 - 33],84.78% [80.76% - 98.8%],50,8,198,05-18-2020
73,CA- REDDING,84.91,21,18,33,80.0,98.48,21 [18 - 33],84.91% [80.0% - 98.48%],53,0,200,05-18-2020
77,CA- SACRAMENTO,91.57,273,240,378,81.78,120.82,273 [240 - 378],91.57% [81.78% - 120.82%],553,85,1953,05-18-2020
78,CA- SALINAS,90.72,42,37,58,81.13,119.47,42 [37 - 58],90.72% [81.13% - 119.47%],85,9,313,05-18-2020
79,CA- SAN BERNARDINO,88.15,240,211,349,81.37,112.13,240 [211 - 349],88.15% [81.37% - 112.13%],471,79,1858,05-18-2020
80,CA- SAN DIEGO,89.25,323,283,462,81.46,115.18,323 [283 - 462],89.25% [81.46% - 115.18%],650,103,2474,05-18-2020
81,CA- SAN FRANCISCO,87.01,174,153,230,81.24,102.43,174 [153 - 230],87.01% [81.24% - 102.43%],355,63,1138,05-18-2020
82,CA- SAN JOSE,94.48,209,184,277,82.41,125.6,209 [184 - 277],94.48% [82.41% - 125.6%],438,73,1380,05-18-2020
83,CA- SAN LUIS OBISPO,88.09,14,13,24,81.97,115.75,14 [13 - 24],88.09% [81.97% - 115.75%],36,9,163,05-18-2020
85,CA- SAN MATEO CO.,87.95,98,87,131,81.34,104.89,98 [87 - 131],87.95% [81.34% - 104.89%],214,36,671,05-18-2020
86,CA- SANTA BARBARA,86.42,28,25,45,81.04,108.26,28 [25 - 45],86.42% [81.04% - 108.26%],62,10,273,05-18-2020
87,CA- SANTA CRUZ,97.42,28,25,40,82.79,142.95,28 [25 - 40],97.42% [82.79% - 142.95%],62,10,226,05-18-2020
89,CA- SANTA ROSA,86.4,56,50,76,81.02,101.33,56 [50 - 76],86.4% [81.02% - 101.33%],119,19,397,05-18-2020
91,CA- STOCKTON,92.98,63,56,89,82.07,124.97,63 [56 - 89],92.98% [82.07% - 124.97%],137,22,478,05-18-2020
96,CA- VENTURA,88.05,59,52,88,81.27,112.1,59 [52 - 88],88.05% [81.27% - 112.1%],126,20,505,05-18-2020
101,CO- BOULDER,92.99,28,26,41,84.21,129.47,28 [26 - 41],92.99% [84.21% - 129.47%],61,20,235,05-18-2020
102,CO- COLORADO SPRINGS,90.7,51,46,84,83.19,131.01,51 [46 - 84],90.7% [83.19% - 131.01%],110,33,528,05-18-2020
103,CO- DENVER,91.57,273,245,392,83.18,125.47,273 [245 - 392],91.57% [83.18% - 125.47%],552,152,2172,05-18-2020
104,CO- FORT COLLINS,87.18,21,20,31,82.82,109.73,21 [20 - 31],87.18% [82.82% - 109.73%],45,18,190,05-18-2020
105,CO- GRAND JUNCTION,88.02,28,24,40,81.01,108.54,28 [24 - 40],88.02% [81.01% - 108.54%],63,8,226,05-18-2020
106,CO- GREELEY,87.14,21,20,37,82.57,114.11,21 [20 - 37],87.14% [82.57% - 114.11%],55,20,265,05-18-2020
