HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,90.99,483,425,639,82.3,114.62,483 [425 - 639],90.99% [82.3% - 114.62%],928,194,2924,05-18-2020
2,AL- DOTHAN,83.68,21,18,36,80.15,95.59,21 [18 - 36],83.68% [80.15% - 95.59%],48,2,207,05-18-2020
5,AL- HUNTSVILLE,89.65,92,82,131,82.45,113.51,92 [82 - 131],89.65% [82.45% - 113.51%],181,46,630,05-18-2020
6,AL- MOBILE,86.99,106,95,150,82.14,105.1,106 [95 - 150],86.99% [82.14% - 105.1%],199,61,717,05-18-2020
7,AL- MONTGOMERY,89.41,75,65,109,81.68,115.19,75 [65 - 109],89.41% [81.68% - 115.19%],145,26,544,05-18-2020
9,AL- TUSCALOOSA,91.58,56,50,78,81.7,117.37,56 [50 - 78],91.58% [81.7% - 117.37%],115,17,373,05-18-2020
11,AZ- MESA,100.72,214,193,311,87.27,159.95,214 [193 - 311],100.72% [87.27% - 159.95%],410,144,1583,05-18-2020
12,AZ- PHOENIX,93.21,527,475,759,84.66,130.63,527 [475 - 759],93.21% [84.66% - 130.63%],1000,353,3835,05-18-2020
14,AZ- SUN CITY,88.69,35,32,52,82.96,113.58,35 [32 - 52],88.69% [82.96% - 113.58%],70,24,272,05-18-2020
15,AZ- TUCSON,90.74,142,127,222,83.13,127.7,142 [127 - 222],90.74% [83.13% - 127.7%],270,79,1204,05-18-2020
16,AR- FORT SMITH,80.37,0,0,5,80.0,84.53,0 [0 - 5],80.37% [80.0% - 84.53%],4,0,58,05-18-2020
18,AR- JONESBORO,80.91,0,0,3,80.0,83.98,0 [0 - 3],80.91% [80.0% - 83.98%],8,0,36,05-18-2020
19,AR- LITTLE ROCK,82.79,78,67,119,80.14,92.02,78 [67 - 119],82.79% [80.14% - 92.02%],161,8,694,05-18-2020
21,AR- SPRINGDALE,82.0,7,6,13,80.0,87.76,7 [6 - 13],82.0% [80.0% - 87.76%],21,0,82,05-18-2020
22,AR- TEXARKANA,83.24,14,12,21,80.0,90.1,14 [12 - 21],83.24% [80.0% - 90.1%],31,0,99,05-18-2020
23,CA- ORANGE CO.,86.49,248,219,352,81.22,103.5,248 [219 - 352],86.49% [81.22% - 103.5%],496,93,1798,05-18-2020
25,CA- BAKERSFIELD,82.59,49,43,74,80.39,90.73,49 [43 - 74],82.59% [80.39% - 90.73%],93,14,388,05-18-2020
31,CA- CHICO,84.37,7,6,15,80.0,98.44,7 [6 - 15],84.37% [80.0% - 98.44%],27,0,118,05-18-2020
33,CA- CONTRA COSTA CO.,94.25,135,119,180,82.6,124.63,135 [119 - 180],94.25% [82.6% - 124.63%],285,52,894,05-18-2020
43,CA- FRESNO,84.23,49,43,77,80.44,98.88,49 [43 - 77],84.23% [80.44% - 98.88%],96,10,431,05-18-2020
56,CA- LOS ANGELES,85.7,714,629,1016,81.04,100.94,714 [629 - 1016],85.7% [81.04% - 100.94%],1412,257,5193,05-18-2020
58,CA- MODESTO,89.96,84,75,118,81.75,115.49,84 [75 - 118],89.96% [81.75% - 115.49%],171,30,610,05-18-2020
62,CA- NAPA,88.11,21,19,32,81.37,112.13,21 [19 - 32],88.11% [81.37% - 112.13%],47,8,187,05-18-2020
65,CA- ALAMEDA CO.,92.47,203,179,267,82.28,118.62,203 [179 - 267],92.47% [82.28% - 118.62%],421,77,1305,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,84.58,21,19,32,80.76,96.9,21 [19 - 32],84.58% [80.76% - 96.9%],48,8,178,05-18-2020
73,CA- REDDING,84.73,21,18,32,80.37,97.47,21 [18 - 32],84.73% [80.37% - 97.47%],51,4,189,05-18-2020
77,CA- SACRAMENTO,91.68,277,244,377,81.92,118.94,277 [244 - 377],91.68% [81.92% - 118.94%],558,92,1863,05-18-2020
