date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,64,1,152
06-15-2020,65,1,157
06-16-2020,69,1,161
06-17-2020,70,1,165
06-18-2020,73,1,169
06-19-2020,77,1,172
06-20-2020,79,1,175
06-21-2020,81,2,179
06-22-2020,84,2,180
06-23-2020,86,2,185
06-24-2020,87,2,186
06-25-2020,90,2,189
06-26-2020,94,2,191
06-27-2020,95,2,194
06-28-2020,97,2,197
06-29-2020,101,2,198
06-30-2020,103,2,198
07-01-2020,105,2,200
07-02-2020,107,2,200
07-03-2020,109,2,200
07-04-2020,111,2,198
07-05-2020,114,2,198
07-06-2020,115,2,196
07-07-2020,118,2,195
07-08-2020,121,2,194
07-09-2020,122,2,193
07-10-2020,124,2,192
07-11-2020,125,2,190
07-12-2020,126,2,188
07-13-2020,127,2,185
07-14-2020,128,2,182
07-15-2020,128,2,181
07-16-2020,128,2,176
07-17-2020,129,2,175
07-18-2020,130,3,174
07-19-2020,129,3,172
07-20-2020,129,3,169
07-21-2020,127,3,167
07-22-2020,127,3,165
07-23-2020,126,4,163
07-24-2020,127,4,161
07-25-2020,128,4,159
07-26-2020,125,4,155
07-27-2020,126,4,153
07-28-2020,124,4,150
07-29-2020,122,4,147
07-30-2020,121,4,145
07-31-2020,120,5,143
08-01-2020,120,5,143
08-02-2020,117,5,139
08-03-2020,117,5,139
08-04-2020,115,5,138
08-05-2020,113,6,135
08-06-2020,110,6,134
08-07-2020,110,6,131
08-08-2020,108,6,129
