date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,39,0,100
06-15-2020,40,0,103
06-16-2020,43,0,106
06-17-2020,46,0,109
06-18-2020,47,0,113
06-19-2020,48,0,115
06-20-2020,48,0,119
06-21-2020,48,0,121
06-22-2020,49,0,126
06-23-2020,50,0,129
06-24-2020,51,0,133
06-25-2020,54,0,137
06-26-2020,56,0,140
06-27-2020,57,0,145
06-28-2020,59,0,148
06-29-2020,60,0,154
06-30-2020,61,0,155
07-01-2020,63,0,160
07-02-2020,66,0,162
07-03-2020,68,0,165
07-04-2020,69,0,170
07-05-2020,70,0,172
07-06-2020,73,0,175
07-07-2020,74,0,177
07-08-2020,75,0,180
07-09-2020,78,0,183
07-10-2020,81,0,186
07-11-2020,82,0,189
07-12-2020,82,0,189
07-13-2020,83,0,192
07-14-2020,84,0,193
07-15-2020,86,0,195
07-16-2020,88,0,199
07-17-2020,90,0,201
07-18-2020,90,0,203
07-19-2020,92,0,205
07-20-2020,95,0,208
07-21-2020,97,0,208
07-22-2020,100,0,209
07-23-2020,101,0,212
07-24-2020,101,0,211
07-25-2020,101,0,214
07-26-2020,102,0,216
07-27-2020,104,0,216
07-28-2020,106,0,219
07-29-2020,107,0,219
07-30-2020,108,0,221
07-31-2020,109,0,219
08-01-2020,109,0,221
08-02-2020,110,0,222
08-03-2020,112,0,222
08-04-2020,111,0,220
08-05-2020,111,0,220
08-06-2020,111,0,220
08-07-2020,111,0,220
08-08-2020,113,0,220
