HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,90.51,444,395,557,82.64,108.81,444 [395 - 557],90.51% [82.64% - 108.81%],887,223,2433,05-18-2020
2,AL- DOTHAN,83.68,21,19,33,80.6,94.01,21 [19 - 33],83.68% [80.6% - 94.01%],48,8,186,05-18-2020
5,AL- HUNTSVILLE,89.37,85,76,113,82.45,108.35,85 [76 - 113],89.37% [82.45% - 108.35%],176,46,533,05-18-2020
6,AL- MOBILE,87.08,101,91,135,82.38,102.02,101 [91 - 135],87.08% [82.38% - 102.02%],202,68,629,05-18-2020
7,AL- MONTGOMERY,88.98,70,63,94,82.33,109.37,70 [63 - 94],88.98% [82.33% - 109.37%],138,36,454,05-18-2020
9,AL- TUSCALOOSA,91.09,53,47,68,81.7,111.06,53 [47 - 68],91.09% [81.7% - 111.06%],110,17,310,05-18-2020
11,AZ- MESA,100.89,208,191,278,88.59,147.68,208 [191 - 278],100.89% [88.59% - 147.68%],413,170,1340,05-18-2020
12,AZ- PHOENIX,93.28,514,469,682,85.43,122.84,514 [469 - 682],93.28% [85.43% - 122.84%],1005,411,3245,05-18-2020
14,AZ- SUN CITY,88.77,35,33,47,83.58,108.4,35 [33 - 47],88.77% [83.58% - 108.4%],71,29,230,05-18-2020
15,AZ- TUCSON,90.92,140,127,200,83.65,120.81,140 [127 - 200],90.92% [83.65% - 120.81%],275,92,1030,05-18-2020
16,AR- FORT SMITH,80.64,0,0,6,80.0,86.09,0 [0 - 6],80.64% [80.0% - 86.09%],8,0,78,05-18-2020
18,AR- JONESBORO,80.91,0,0,3,80.0,84.65,0 [0 - 3],80.91% [80.0% - 84.65%],8,0,42,05-18-2020
19,AR- LITTLE ROCK,83.94,106,93,144,80.54,92.82,106 [93 - 144],83.94% [80.54% - 92.82%],227,31,740,05-18-2020
21,AR- SPRINGDALE,83.12,14,13,19,80.76,88.99,14 [13 - 19],83.12% [80.76% - 88.99%],32,8,95,05-18-2020
22,AR- TEXARKANA,83.51,14,13,21,80.92,91.43,14 [13 - 21],83.51% [80.92% - 91.43%],34,9,112,05-18-2020
23,CA- ORANGE CO.,86.69,252,224,335,81.53,101.08,252 [224 - 335],86.69% [81.53% - 101.08%],512,117,1613,05-18-2020
25,CA- BAKERSFIELD,82.75,49,44,69,80.5,89.73,49 [44 - 69],82.75% [80.5% - 89.73%],99,18,352,05-18-2020
31,CA- CHICO,84.37,7,6,14,80.0,97.03,7 [6 - 14],84.37% [80.0% - 97.03%],27,0,109,05-18-2020
33,CA- CONTRA COSTA CO.,94.28,134,119,169,83.1,118.84,134 [119 - 169],94.28% [83.1% - 118.84%],286,62,778,05-18-2020
43,CA- FRESNO,84.39,49,43,72,80.57,97.13,49 [43 - 72],84.39% [80.57% - 97.13%],100,13,391,05-18-2020
56,CA- LOS ANGELES,85.87,721,640,960,81.3,98.75,721 [640 - 960],85.87% [81.3% - 98.75%],1456,323,4651,05-18-2020
58,CA- MODESTO,90.34,84,75,111,81.8,111.82,84 [75 - 111],90.34% [81.8% - 111.82%],177,31,547,05-18-2020
62,CA- NAPA,88.54,21,19,30,81.37,109.21,21 [19 - 30],88.54% [81.37% - 109.21%],49,8,170,05-18-2020
65,CA- ALAMEDA CO.,92.47,200,177,250,82.78,113.56,200 [177 - 250],92.47% [82.78% - 113.56%],421,94,1134,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,84.71,21,19,29,81.04,95.19,21 [19 - 29],84.71% [81.04% - 95.19%],49,11,160,05-18-2020
73,CA- REDDING,85.04,21,19,29,80.83,95.62,21 [19 - 29],85.04% [80.83% - 95.62%],54,9,169,05-18-2020
77,CA- SACRAMENTO,91.69,271,240,350,82.4,114.32,271 [240 - 350],91.69% [82.4% - 114.32%],559,115,1642,05-18-2020
78,CA- SALINAS,90.72,42,38,54,82.27,113.29,42 [38 - 54],90.72% [82.27% - 113.29%],85,18,264,05-18-2020
79,CA- SAN BERNARDINO,88.05,231,206,310,81.85,105.98,231 [206 - 310],88.05% [81.85% - 105.98%],465,107,1502,05-18-2020
80,CA- SAN DIEGO,89.31,320,284,422,81.98,109.11,320 [284 - 422],89.31% [81.98% - 109.11%],654,139,2047,05-18-2020
81,CA- SAN FRANCISCO,87.33,175,155,220,81.66,99.71,175 [155 - 220],87.33% [81.66% - 99.71%],371,84,1000,05-18-2020
82,CA- SAN JOSE,95.09,214,190,268,83.37,120.15,214 [190 - 268],95.09% [83.37% - 120.15%],456,102,1215,05-18-2020
83,CA- SAN LUIS OBISPO,88.67,14,13,21,81.97,110.04,14 [13 - 21],88.67% [81.97% - 110.04%],39,9,137,05-18-2020
85,CA- SAN MATEO CO.,88.31,102,91,129,81.93,102.0,102 [91 - 129],88.31% [81.93% - 102.0%],224,52,593,05-18-2020
86,CA- SANTA BARBARA,86.45,28,25,40,81.04,102.98,28 [25 - 40],86.45% [81.04% - 102.98%],62,10,222,05-18-2020
87,CA- SANTA CRUZ,98.98,29,25,38,83.34,134.04,29 [25 - 38],98.98% [83.34% - 134.04%],68,12,194,05-18-2020
