HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,88.83,404,363,500,82.71,102.61,404 [363 - 500],88.83% [82.71% - 102.61%],746,229,1909,05-18-2020
2,AL- DOTHAN,82.01,14,13,21,80.15,88.21,14 [13 - 21],82.01% [80.15% - 88.21%],26,2,109,05-18-2020
5,AL- HUNTSVILLE,87.05,70,64,88,82.39,97.87,70 [64 - 88],87.05% [82.39% - 97.87%],132,45,336,05-18-2020
6,AL- MOBILE,85.45,84,77,108,82.1,94.95,84 [77 - 108],85.45% [82.1% - 94.95%],155,60,427,05-18-2020
7,AL- MONTGOMERY,86.64,56,51,74,82.13,99.99,56 [51 - 74],86.64% [82.13% - 99.99%],102,33,309,05-18-2020
9,AL- TUSCALOOSA,87.46,37,33,50,82.0,102.65,37 [33 - 50],87.46% [82.0% - 102.65%],74,20,226,05-18-2020
11,AZ- MESA,96.8,178,164,231,87.83,127.83,178 [164 - 231],96.8% [87.83% - 127.83%],332,155,947,05-18-2020
12,AZ- PHOENIX,90.69,435,401,565,85.0,110.64,435 [401 - 565],90.69% [85.0% - 110.64%],809,379,2321,05-18-2020
14,AZ- SUN CITY,87.01,28,26,37,83.21,100.0,28 [26 - 37],87.01% [83.21% - 100.0%],56,26,162,05-18-2020
15,AZ- TUCSON,88.36,112,103,152,83.37,105.91,112 [103 - 152],88.36% [83.37% - 105.91%],211,85,654,05-18-2020
16,AR- FORT SMITH,80.51,0,0,3,80.0,82.03,0 [0 - 3],80.51% [80.0% - 82.03%],6,0,26,05-18-2020
18,AR- JONESBORO,80.91,0,0,2,80.0,83.32,0 [0 - 2],80.91% [80.0% - 83.32%],8,0,30,05-18-2020
19,AR- LITTLE ROCK,84.33,124,110,159,81.06,91.71,124 [110 - 159],84.33% [81.06% - 91.71%],250,61,676,05-18-2020
21,AR- SPRINGDALE,82.39,13,12,16,80.76,85.96,13 [12 - 16],82.39% [80.76% - 85.96%],25,8,63,05-18-2020
22,AR- TEXARKANA,82.48,13,12,15,80.41,84.59,13 [12 - 15],82.48% [80.41% - 84.59%],24,4,45,05-18-2020
23,CA- ORANGE CO.,86.35,255,228,323,81.76,97.16,255 [228 - 323],86.35% [81.76% - 97.16%],485,135,1313,05-18-2020
25,CA- BAKERSFIELD,82.31,42,38,56,80.64,86.72,42 [38 - 56],82.31% [80.64% - 86.72%],83,23,243,05-18-2020
31,CA- CHICO,83.65,7,6,12,80.16,91.88,7 [6 - 12],83.65% [80.16% - 91.88%],23,1,76,05-18-2020
33,CA- CONTRA COSTA CO.,96.9,169,151,210,84.49,122.79,169 [151 - 210],96.9% [84.49% - 122.79%],338,90,857,05-18-2020
43,CA- FRESNO,84.01,48,43,63,80.88,91.96,48 [43 - 63],84.01% [80.88% - 91.96%],91,20,273,05-18-2020
56,CA- LOS ANGELES,85.68,745,665,941,81.53,95.42,745 [665 - 941],85.68% [81.53% - 95.42%],1408,380,3825,05-18-2020
58,CA- MODESTO,89.95,86,76,110,82.39,106.82,86 [76 - 110],89.95% [82.39% - 106.82%],171,41,461,05-18-2020
62,CA- NAPA,89.43,21,19,29,81.37,106.29,21 [19 - 29],89.43% [81.37% - 106.29%],54,8,153,05-18-2020
65,CA- ALAMEDA CO.,94.97,257,230,318,84.14,117.7,257 [230 - 318],94.97% [84.14% - 117.7%],505,140,1274,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,84.35,21,19,28,81.14,91.87,21 [19 - 28],84.35% [81.14% - 91.87%],45,12,125,05-18-2020
73,CA- REDDING,85.12,28,25,36,80.83,94.23,28 [25 - 36],85.12% [80.83% - 94.23%],55,9,154,05-18-2020
77,CA- SACRAMENTO,92.18,299,267,374,83.05,112.17,299 [267 - 374],92.18% [83.05% - 112.17%],582,146,1539,05-18-2020
78,CA- SALINAS,91.06,42,38,54,82.52,109.76,42 [38 - 54],91.06% [82.52% - 109.76%],87,20,236,05-18-2020
79,CA- SAN BERNARDINO,87.38,227,203,289,82.01,100.24,227 [203 - 289],87.38% [82.01% - 100.24%],426,116,1170,05-18-2020
80,CA- SAN DIEGO,89.47,350,312,440,82.45,105.64,350 [312 - 440],89.47% [82.45% - 105.64%],666,172,1803,05-18-2020
81,CA- SAN FRANCISCO,88.84,228,204,281,82.37,102.16,228 [204 - 281],88.84% [82.37% - 102.16%],448,120,1124,05-18-2020
82,CA- SAN JOSE,98.97,289,257,355,85.09,126.83,289 [257 - 355],98.97% [85.09% - 126.83%],573,154,1417,05-18-2020
83,CA- SAN LUIS OBISPO,89.53,21,19,27,81.97,106.1,21 [19 - 27],89.53% [81.97% - 106.1%],43,9,119,05-18-2020
85,CA- SAN MATEO CO.,90.26,137,122,169,82.89,105.45,137 [122 - 169],90.26% [82.89% - 105.45%],276,78,686,05-18-2020
86,CA- SANTA BARBARA,86.62,30,27,40,81.86,98.53,30 [27 - 40],86.62% [81.86% - 98.53%],63,18,179,05-18-2020
87,CA- SANTA CRUZ,101.61,35,32,45,85.57,135.71,35 [32 - 45],101.61% [85.57% - 135.71%],77,20,200,05-18-2020
89,CA- SANTA ROSA,87.24,64,57,81,82.04,98.75,64 [57 - 81],87.24% [82.04% - 98.75%],134,38,349,05-18-2020
91,CA- STOCKTON,94.01,77,69,97,83.57,116.78,77 [69 - 97],94.01% [83.57% - 116.78%],148,38,391,05-18-2020
96,CA- VENTURA,87.9,61,55,79,81.97,101.42,61 [55 - 79],87.9% [81.97% - 101.42%],124,31,337,05-18-2020
101,CO- BOULDER,100.82,47,43,60,88.21,135.16,47 [43 - 60],100.82% [88.21% - 135.16%],98,39,262,05-18-2020
102,CO- COLORADO SPRINGS,98.37,94,85,120,85.99,128.41,94 [85 - 120],98.37% [85.99% - 128.41%],190,62,501,05-18-2020
103,CO- DENVER,99.23,461,418,579,87.22,130.89,461 [418 - 579],99.23% [87.22% - 130.89%],918,345,2431,05-18-2020
104,CO- FORT COLLINS,91.3,35,33,45,84.85,110.52,35 [33 - 45],91.3% [84.85% - 110.52%],72,31,195,05-18-2020
105,CO- GRAND JUNCTION,95.37,55,49,70,83.79,119.14,55 [49 - 70],95.37% [83.79% - 119.14%],121,30,310,05-18-2020
106,CO- GREELEY,93.13,47,43,62,84.5,116.42,47 [43 - 62],93.13% [84.5% - 116.42%],102,35,283,05-18-2020
107,CO- PUEBLO,83.09,13,12,17,81.13,89.02,13 [12 - 17],83.09% [81.13% - 89.02%],24,9,72,05-18-2020
109,CT- BRIDGEPORT,99.52,145,130,174,86.61,123.48,145 [130 - 174],99.52% [86.61% - 123.48%],330,112,737,05-18-2020
110,CT- HARTFORD,91.97,191,171,241,83.1,112.03,191 [171 - 241],91.97% [83.1% - 112.03%],389,101,1043,05-18-2020
111,CT- NEW HAVEN,93.81,238,212,300,84.52,115.62,238 [212 - 300],93.81% [84.52% - 115.62%],532,174,1372,05-18-2020
112,DE- WILMINGTON,87.92,71,66,86,84.03,97.35,71 [66 - 86],87.92% [84.03% - 97.35%],147,75,323,05-18-2020
113,DC- WASHINGTON,113.94,991,926,1154,98.91,150.14,991 [926 - 1154],113.94% [98.91% - 150.14%],1863,1038,3850,05-18-2020
115,FL- BRADENTON,89.57,35,32,41,82.4,100.87,35 [32 - 41],89.57% [82.4% - 100.87%],67,17,148,05-18-2020
116,FL- CLEARWATER,85.97,49,44,58,81.83,93.13,49 [44 - 58],85.97% [81.83% - 93.13%],97,30,215,05-18-2020
118,FL- FORT LAUDERDALE,89.32,416,373,489,82.75,99.92,416 [373 - 489],89.32% [82.75% - 99.92%],811,239,1733,05-18-2020
119,FL- FORT MYERS,87.92,154,138,183,82.22,97.28,154 [138 - 183],87.92% [82.22% - 97.28%],303,85,661,05-18-2020
120,FL- GAINESVILLE,85.51,49,43,61,81.03,93.31,49 [43 - 61],85.51% [81.03% - 93.31%],101,19,245,05-18-2020
122,FL- HUDSON,86.17,39,35,47,81.84,93.66,39 [35 - 47],86.17% [81.84% - 93.66%],77,23,171,05-18-2020
123,FL- JACKSONVILLE,85.44,135,120,168,81.26,93.58,135 [120 - 168],85.44% [81.26% - 93.58%],267,62,667,05-18-2020
124,FL- LAKELAND,86.84,35,32,42,82.15,95.17,35 [32 - 42],86.84% [82.15% - 95.17%],73,23,162,05-18-2020
127,FL- MIAMI,89.34,516,461,606,82.65,99.93,516 [461 - 606],89.34% [82.65% - 99.93%],1007,286,2149,05-18-2020
129,FL- OCALA,86.72,49,45,57,82.49,94.4,49 [45 - 57],86.72% [82.49% - 94.4%],91,34,197,05-18-2020
130,FL- ORLANDO,86.34,342,308,409,81.99,94.16,342 [308 - 409],86.34% [81.99% - 94.16%],656,206,1467,05-18-2020
131,FL- ORMOND BEACH,84.44,35,32,42,81.57,89.79,35 [32 - 42],84.44% [81.57% - 89.79%],73,26,162,05-18-2020
133,FL- PANAMA CITY,82.2,7,7,8,80.9,84.67,7 [7 - 8],82.2% [80.9% - 84.67%],14,6,31,05-18-2020
134,FL- PENSACOLA,85.03,63,57,75,81.28,90.86,63 [57 - 75],85.03% [81.28% - 90.86%],118,30,255,05-18-2020
137,FL- SARASOTA,86.39,49,44,57,81.52,93.15,49 [44 - 57],86.39% [81.52% - 93.15%],92,22,190,05-18-2020
139,FL- ST PETERSBURG,84.97,36,32,44,81.5,90.95,36 [32 - 44],84.97% [81.5% - 90.95%],79,24,175,05-18-2020
140,FL- TALLAHASSEE,83.89,49,44,74,80.96,95.28,49 [44 - 74],83.89% [80.96% - 95.28%],104,26,412,05-18-2020
141,FL- TAMPA,86.78,150,135,178,82.11,94.88,150 [135 - 178],86.78% [82.11% - 94.88%],288,90,634,05-18-2020
142,GA- ALBANY,92.18,60,54,79,83.67,114.15,60 [54 - 79],92.18% [83.67% - 114.15%],129,39,363,05-18-2020
144,GA- ATLANTA,100.38,1367,1239,1717,88.08,132.45,1367 [1239 - 1717],100.38% [88.08% - 132.45%],2440,968,6283,05-18-2020
145,GA- AUGUSTA,83.44,42,40,57,81.75,90.84,42 [40 - 57],83.44% [81.75% - 90.84%],84,43,266,05-18-2020
146,GA- COLUMBUS,87.85,49,46,61,83.49,99.7,49 [46 - 61],87.85% [83.49% - 99.7%],98,44,248,05-18-2020
147,GA- MACON,84.36,48,43,77,81.43,99.19,48 [43 - 77],84.36% [81.43% - 99.19%],97,32,429,05-18-2020
148,GA- ROME,99.24,69,62,85,85.87,126.58,69 [62 - 85],99.24% [85.87% - 126.58%],140,43,341,05-18-2020
149,GA- SAVANNAH,84.25,44,39,62,81.55,94.48,44 [39 - 62],84.25% [81.55% - 94.48%],87,32,298,05-18-2020
151,ID- BOISE,81.36,9,8,15,80.43,84.48,9 [8 - 15],81.36% [80.43% - 84.48%],28,9,93,05-18-2020
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,81.74,0 [0 - 0],80.0% [80.0% - 81.74%],0,0,8,05-18-2020
154,IL- AURORA,125.69,122,111,146,97.65,182.85,122 [111 - 146],125.69% [97.65% - 182.85%],240,93,542,05-18-2020
155,IL- BLUE ISLAND,101.88,289,263,341,88.68,127.99,289 [263 - 341],101.88% [88.68% - 127.99%],554,220,1217,05-18-2020
156,IL- CHICAGO,101.63,971,884,1144,88.61,127.42,971 [884 - 1144],101.63% [88.61% - 127.42%],1851,737,4059,05-18-2020
158,IL- ELGIN,130.69,286,261,339,100.35,191.69,286 [261 - 339],130.69% [100.35% - 191.69%],550,221,1213,05-18-2020
161,IL- EVANSTON,110.58,385,351,454,92.25,146.93,385 [351 - 454],110.58% [92.25% - 146.93%],738,296,1617,05-18-2020
163,IL- HINSDALE,112.66,185,169,220,92.82,152.18,185 [169 - 220],112.66% [92.82% - 152.18%],359,141,794,05-18-2020
164,IL- JOLIET,117.66,262,239,311,94.33,164.09,262 [239 - 311],117.66% [94.33% - 164.09%],499,190,1115,05-18-2020
166,IL- MELROSE PARK,111.83,513,467,606,92.57,150.1,513 [467 - 606],111.83% [92.57% - 150.1%],984,389,2169,05-18-2020
170,IL- PEORIA,88.61,83,75,107,82.37,102.54,83 [75 - 107],88.61% [82.37% - 102.54%],160,44,419,05-18-2020
171,IL- ROCKFORD,102.31,181,166,219,89.27,132.45,181 [166 - 219],102.31% [89.27% - 132.45%],341,142,803,05-18-2020
172,IL- SPRINGFIELD,85.47,77,69,101,81.14,96.27,77 [69 - 101],85.47% [81.14% - 96.27%],139,29,414,05-18-2020
173,IL- URBANA,86.26,28,25,42,80.96,101.17,28 [25 - 42],86.26% [80.96% - 101.17%],65,10,220,05-18-2020
175,IL- BLOOMINGTON,104.31,34,31,43,89.36,141.42,34 [31 - 43],104.31% [89.36% - 141.42%],64,25,164,05-18-2020
