date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,92.03,2501,2449,2566,90.77,93.45,2501 [2449 - 2566],92.03% [90.77% - 93.45%],2153,1928,2408,projected
02-06-2021,92.36,2577,2482,2703,89.76,95.83,2577 [2482 - 2703],92.36% [89.76% - 95.83%],2213,1747,2833,projected
02-13-2021,92.78,2666,2531,2851,88.77,98.23,2666 [2531 - 2851],92.78% [88.77% - 98.23%],2288,1569,3263,projected
02-20-2021,92.84,2652,2489,2902,88.47,98.91,2652 [2489 - 2902],92.84% [88.47% - 98.91%],2298,1516,3385,projected
02-27-2021,92.56,2435,2269,2722,87.38,100.52,2435 [2269 - 2722],92.56% [87.38% - 100.52%],2248,1320,3673,projected
03-06-2021,91.36,2089,1922,2385,85.91,100.66,2089 [1922 - 2385],91.36% [85.91% - 100.66%],2034,1058,3697,projected
03-13-2021,89.59,1674,1523,1965,84.39,99.27,1674 [1523 - 1965],89.59% [84.39% - 99.27%],1716,786,3449,projected
