date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-25-2020,23,22,24
10-26-2020,24,22,24
10-27-2020,25,24,27
10-28-2020,25,25,27
10-29-2020,25,25,25
10-30-2020,24,24,25
10-31-2020,25,25,25
11-01-2020,24,24,24
11-02-2020,24,24,25
11-03-2020,24,23,27
11-04-2020,28,27,29
11-05-2020,28,27,29
11-06-2020,28,28,29
11-07-2020,28,28,29
11-08-2020,28,28,29
11-09-2020,28,28,30
11-10-2020,28,27,35
11-11-2020,29,27,35
11-12-2020,30,25,35
11-13-2020,30,27,35
11-14-2020,31,25,37
11-15-2020,30,23,39
11-16-2020,31,23,40
11-17-2020,33,23,42
11-18-2020,33,23,43
11-19-2020,33,23,45
11-20-2020,34,23,46
11-21-2020,35,23,46
11-22-2020,35,24,50
11-23-2020,36,24,51
11-24-2020,36,24,52
11-25-2020,37,23,54
11-26-2020,37,23,56
11-27-2020,37,23,58
11-28-2020,40,24,61
11-29-2020,40,23,63
11-30-2020,41,23,64
12-01-2020,42,23,65
12-02-2020,42,23,69
12-03-2020,43,24,71
12-04-2020,43,25,74
12-05-2020,43,25,75
12-06-2020,43,25,79
12-07-2020,46,25,82
12-08-2020,46,25,84
12-09-2020,46,25,89
12-10-2020,48,25,91
12-11-2020,51,25,92
12-12-2020,51,25,95
12-13-2020,52,27,98
12-14-2020,53,27,99
12-15-2020,52,27,101
12-16-2020,52,27,102
12-17-2020,52,27,106
12-18-2020,52,27,109
12-19-2020,53,27,109
12-20-2020,54,25,109
12-21-2020,56,24,112
12-22-2020,54,24,112
12-23-2020,54,23,115
12-24-2020,54,23,116
12-25-2020,54,23,116
12-26-2020,54,23,119
