date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-10-2021,36,36,36
01-11-2021,34,33,36
01-12-2021,34,33,34
01-13-2021,33,32,33
01-14-2021,32,32,33
01-15-2021,33,33,34
01-16-2021,34,33,35
01-17-2021,34,33,34
01-18-2021,31,29,33
01-19-2021,32,31,34
01-20-2021,32,32,33
01-21-2021,32,32,34
01-22-2021,33,32,34
01-23-2021,33,32,36
01-24-2021,33,32,37
01-25-2021,34,32,37
01-26-2021,34,32,38
01-27-2021,34,30,39
01-28-2021,34,31,40
01-29-2021,34,31,41
01-30-2021,34,31,42
01-31-2021,34,30,45
02-01-2021,34,30,46
02-02-2021,34,30,46
02-03-2021,34,29,47
02-04-2021,34,29,47
02-05-2021,34,28,49
02-06-2021,36,27,49
02-07-2021,36,27,51
02-08-2021,36,27,52
02-09-2021,37,26,53
02-10-2021,37,26,54
02-11-2021,37,26,55
02-12-2021,37,26,55
02-13-2021,36,25,56
02-14-2021,36,23,56
02-15-2021,36,23,59
02-16-2021,36,23,60
02-17-2021,36,20,61
02-18-2021,36,20,61
02-19-2021,35,20,60
02-20-2021,35,19,61
02-21-2021,34,18,60
02-22-2021,34,18,60
02-23-2021,34,17,60
02-24-2021,32,16,60
02-25-2021,32,15,59
02-26-2021,31,14,59
02-27-2021,30,14,59
02-28-2021,30,14,58
03-01-2021,29,14,58
03-02-2021,29,13,57
03-03-2021,28,12,57
03-04-2021,28,12,57
03-05-2021,27,11,57
03-06-2021,26,11,56
03-07-2021,25,11,55
03-08-2021,24,11,54
03-09-2021,24,11,54
03-10-2021,23,10,54
03-11-2021,22,10,54
03-12-2021,22,8,53
03-13-2021,22,8,52
