date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,82.45,324,305,352,81.92,82.98,324 [305 - 352],82.45% [81.92% - 82.98%],439,344,533,projected
05-29-2021,82.05,314,295,368,81.37,83.05,314 [295 - 368],82.05% [81.37% - 83.05%],367,246,546,projected
06-05-2021,82.31,364,334,471,81.29,85.67,364 [334 - 471],82.31% [81.29% - 85.67%],413,231,1015,projected
06-12-2021,82.97,478,429,684,81.36,89.95,478 [429 - 684],82.97% [81.36% - 89.95%],531,244,1780,projected
06-19-2021,84.39,706,624,966,81.54,94.31,706 [624 - 966],84.39% [81.54% - 94.31%],785,275,2562,projected
06-26-2021,86.4,1027,906,1424,81.88,100.85,1027 [906 - 1424],86.4% [81.88% - 100.85%],1146,336,3732,projected
07-03-2021,89.24,1479,1309,2049,82.65,110.62,1479 [1309 - 2049],89.24% [82.65% - 110.62%],1653,475,5481,projected
