date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,88.02,830,808,863,87.37,88.84,830 [808 - 863],88.02% [87.37% - 88.84%],1436,1319,1583,projected
04-10-2021,88.06,848,815,902,86.39,90.45,848 [815 - 902],88.06% [86.39% - 90.45%],1443,1143,1871,projected
04-17-2021,88.08,819,776,907,86.17,90.93,819 [776 - 907],88.08% [86.17% - 90.93%],1447,1105,1956,projected
04-24-2021,87.96,819,773,929,85.59,92.38,819 [773 - 929],87.96% [85.59% - 92.38%],1424,1001,2215,projected
05-01-2021,87.82,792,739,924,85.06,93.97,792 [739 - 924],87.82% [85.06% - 93.97%],1399,906,2501,projected
05-08-2021,87.61,767,709,918,84.45,95.43,767 [709 - 918],87.61% [84.45% - 95.43%],1362,796,2762,projected
05-15-2021,87.36,712,653,883,83.83,96.67,712 [653 - 883],87.36% [83.83% - 96.67%],1318,686,2984,projected
