date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-20-2020,3,3,3
09-21-2020,3,3,3
09-22-2020,3,2,3
09-23-2020,3,3,3
09-24-2020,3,3,3
09-25-2020,4,4,4
09-26-2020,4,3,5
09-27-2020,3,3,3
09-28-2020,4,3,4
09-29-2020,4,3,4
09-30-2020,5,5,6
10-01-2020,5,5,5
10-02-2020,5,5,6
10-03-2020,5,4,6
10-04-2020,5,4,7
10-05-2020,6,4,7
10-06-2020,6,4,7
10-07-2020,6,4,7
10-08-2020,5,3,7
10-09-2020,6,4,7
10-10-2020,7,4,7
10-11-2020,7,4,7
10-12-2020,7,4,7
10-13-2020,7,4,7
10-14-2020,7,4,7
10-15-2020,7,4,7
10-16-2020,7,4,7
10-17-2020,7,4,8
10-18-2020,7,4,8
10-19-2020,7,4,9
10-20-2020,7,4,9
10-21-2020,7,3,9
10-22-2020,7,3,10
10-23-2020,7,3,10
10-24-2020,7,3,10
10-25-2020,7,3,10
10-26-2020,7,3,12
10-27-2020,7,3,13
10-28-2020,7,3,14
10-29-2020,8,3,14
10-30-2020,8,3,15
10-31-2020,8,3,15
11-01-2020,8,3,15
11-02-2020,8,3,16
11-03-2020,8,3,17
11-04-2020,8,3,17
11-05-2020,9,3,18
11-06-2020,9,3,19
11-07-2020,9,4,20
11-08-2020,9,4,21
11-09-2020,9,5,21
11-10-2020,9,5,22
11-11-2020,9,5,22
11-12-2020,9,5,22
11-13-2020,10,5,25
11-14-2020,10,5,27
11-15-2020,10,5,28
11-16-2020,11,5,29
11-17-2020,11,5,29
11-18-2020,11,5,30
11-19-2020,11,5,31
11-20-2020,11,5,32
11-21-2020,11,5,33
